#multi:
	mass A		mass B		mass C		mass D		mass E		
t	x	y	x	y	x	y	x	y	x	y	
0.000	-39.90	7.751	-5.097	14.16	17.76	6.147	33.46	-18.21	-33.62	31.19
0.034	-39.93	7.755	-5.083	14.23	17.78	6.179	33.46	-18.20	-33.60	31.25
0.069	-39.90	7.705	-5.083	14.14	17.74	6.072	33.41	-18.29	-33.66	31.17
0.103	-39.92	7.721	-5.058	14.17	17.77	6.125	33.36	-18.22	-33.67	31.23
0.138	-39.90	7.762	-5.038	14.20	17.74	6.162	33.40	-18.19	-33.70	31.18
0.172	-39.92	7.743	-5.008	14.18	17.72	6.108	33.40	-18.28	-33.70	31.18
0.207	-39.92	7.760	-4.980	14.14	17.72	6.100	33.41	-18.25	-33.68	31.23
0.241	-39.88	7.831	-4.958	14.19	17.70	6.153	33.37	-18.24	-33.70	31.25
0.276	-39.94	7.771	-4.964	14.12	17.71	6.083	33.37	-18.31	-33.67	31.22
0.310	-40.02	7.730	-4.990	14.05	17.72	6.071	33.38	-18.34	-33.71	31.20
0.345	-40.04	7.772	-5.011	14.06	17.70	6.120	33.39	-18.27	-33.69	31.20
0.379	-40.04	7.753	-5.024	14.05	17.69	6.101	33.36	-18.29	-33.68	31.16
0.414	-40.04	7.749	-5.036	13.99	17.69	6.060	33.38	-18.31	-33.71	31.15
0.448	-40.06	7.787	-5.020	14.00	17.72	6.133	33.40	-18.25	-33.71	31.15
0.483	-40.02	7.788	-5.003	14.09	17.69	6.186	33.40	-18.23	-33.73	31.14
0.517	-40.01	7.770	-5.068	14.09	17.67	6.176	33.38	-18.21	-33.79	31.12
0.552	-39.99	7.750	-5.129	14.10	17.67	6.125	33.38	-18.19	-33.77	31.12
0.586	-39.98	7.790	-5.110	14.14	17.72	6.170	33.37	-18.18	-33.74	31.15
0.621	-39.96	7.787	-5.071	14.12	17.65	6.112	33.36	-18.22	-33.75	31.07
0.655	-40.00	7.812	-5.086	14.11	17.62	6.097	33.39	-18.25	-33.82	31.02
0.690	-39.95	7.827	-5.052	14.14	17.63	6.110	33.33	-18.21	-33.83	31.09
0.724	-39.99	7.850	-5.046	14.13	17.60	6.032	33.29	-18.20	-33.84	31.05
0.759	-39.96	7.818	-5.097	14.13	17.64	5.993	33.28	-18.21	-33.85	31.06
0.793	-39.98	7.845	-5.069	14.16	17.63	6.030	33.22	-18.18	-33.83	31.09
0.828	-39.98	7.861	-5.120	14.17	17.61	6.043	33.22	-18.19	-33.86	31.07
0.862	-39.94	7.890	-5.090	14.12	17.62	6.049	33.28	-18.19	-33.81	31.05
0.897	-39.91	7.876	-5.098	14.10	17.63	6.063	33.22	-18.20	-33.82	31.08
0.931	-39.90	7.893	-5.085	14.06	17.61	6.067	33.18	-18.24	-33.82	31.05
0.966	-39.89	7.833	-5.079	14.06	17.60	6.055	33.17	-18.19	-33.83	31.07
1.000	-39.91	7.826	-5.110	14.06	17.61	6.078	33.18	-18.20	-33.82	31.07
1.034	-39.90	7.827	-5.092	14.08	17.62	6.063	33.16	-18.24	-33.83	31.07
1.069	-39.92	7.799	-5.157	14.10	17.65	6.079	33.17	-18.25	-33.83	31.07
1.103	-39.92	7.794	-5.183	14.11	17.67	6.089	33.20	-18.26	-33.84	31.15
1.138	-39.90	7.780	-5.128	14.11	17.67	6.035	33.22	-18.30	-33.88	31.12
1.172	-39.92	7.771	-5.100	14.10	17.66	6.017	33.25	-18.26	-33.89	31.11
1.207	-39.89	7.742	-5.099	14.09	17.69	6.021	33.27	-18.30	-33.94	31.15
1.241	-39.94	7.765	-5.106	14.07	17.69	6.010	33.25	-18.26	-33.97	31.16
1.276	-39.95	7.782	-5.067	14.11	17.69	6.005	33.25	-18.26	-33.96	31.26
1.310	-39.94	7.747	-5.098	14.05	17.65	5.996	33.26	-18.28	-33.99	31.28
1.345	-39.96	7.756	-5.113	14.04	17.58	6.027	33.27	-18.29	-33.96	31.23
1.379	-40.01	7.783	-5.109	14.01	17.55	6.006	33.24	-18.27	-33.98	31.23
1.414	-40.00	7.762	-5.100	14.04	17.55	6.005	33.24	-18.27	-34.01	31.30
1.448	-39.98	7.779	-5.141	14.01	17.55	6.017	33.24	-18.25	-34.04	31.34
1.483	-40.02	7.693	-5.186	14.02	17.54	5.996	33.27	-18.30	-34.02	31.31
1.517	-40.08	7.663	-5.199	14.05	17.58	6.011	33.25	-18.25	-34.05	31.35
1.552	-40.10	7.712	-5.172	14.04	17.57	6.056	33.26	-18.25	-34.00	31.37
1.586	-40.10	7.639	-5.181	13.96	17.57	6.051	33.25	-18.25	-34.00	31.34
1.621	-40.14	7.613	-5.140	13.97	17.56	6.035	33.23	-18.26	-33.93	31.33
1.655	-40.12	7.664	-5.194	13.94	17.57	6.046	33.22	-18.20	-33.89	31.38
1.690	-40.09	7.648	-5.176	13.98	17.54	6.077	33.28	-18.22	-33.89	31.36
1.724	-40.11	7.605	-5.187	13.91	17.56	6.042	33.24	-18.21	-33.91	31.34
1.759	-40.12	7.627	-5.124	13.95	17.55	6.087	33.28	-18.13	-33.89	31.38
1.793	-40.13	7.604	-5.093	13.92	17.53	6.073	33.25	-18.11	-33.88	31.42
1.828	-40.15	7.571	-5.089	13.90	17.51	6.039	33.26	-18.14	-33.87	31.34
1.862	-40.19	7.608	-5.114	13.93	17.46	6.026	33.29	-18.07	-33.91	31.38
1.897	-40.21	7.640	-5.080	13.95	17.45	6.047	33.35	-18.05	-33.93	31.40
1.931	-40.20	7.571	-5.084	13.92	17.47	6.038	33.30	-18.08	-33.92	31.39
1.966	-40.14	7.575	-5.134	14.00	17.44	6.018	33.31	-18.03	-33.91	31.40
2.000	-40.14	7.613	-5.171	14.06	17.40	6.075	33.34	-17.98	-33.89	31.39
2.034	-40.13	7.554	-5.193	14.09	17.41	6.079	33.30	-17.99	-33.95	31.35
2.069	-40.12	7.584	-5.227	14.09	17.38	6.061	33.31	-17.98	-33.94	31.34
2.103	-40.08	7.602	-5.271	14.06	17.32	6.120	33.29	-17.99	-33.97	31.32
2.138	-40.11	7.625	-5.331	14.10	17.34	6.129	33.33	-17.99	-33.98	31.35
2.172	-40.13	7.587	-5.317	14.04	17.36	6.136	33.32	-18.05	-33.97	31.34
2.207	-40.10	7.623	-5.296	14.04	17.35	6.173	33.32	-18.05	-33.99	31.33
2.241	-40.07	7.621	-5.312	14.04	17.34	6.115	33.29	-18.08	-33.96	31.35
2.276	-40.12	7.557	-5.363	14.02	17.37	6.129	33.35	-18.09	-34.00	31.29
2.310	-40.11	7.555	-5.428	14.04	17.36	6.109	33.31	-18.05	-33.95	31.25
2.345	-40.10	7.588	-5.408	14.04	17.30	6.140	33.32	-18.05	-33.97	31.27
2.379	-40.11	7.609	-5.482	13.99	17.25	6.124	33.32	-18.06	-33.95	31.23
2.414	-40.17	7.601	-5.498	14.04	17.29	6.143	33.29	-18.04	-33.98	31.28
2.448	-40.19	7.606	-5.500	14.08	17.30	6.173	33.30	-18.04	-33.97	31.32
2.483	-40.19	7.565	-5.512	14.04	17.25	6.166	33.28	-18.08	-33.92	31.36
2.517	-40.22	7.541	-5.505	14.03	17.27	6.124	33.19	-18.08	-33.89	31.30
2.552	-40.20	7.557	-5.486	14.05	17.32	6.194	33.21	-18.01	-33.87	31.38
2.586	-40.18	7.581	-5.539	14.05	17.32	6.193	33.17	-18.00	-33.89	31.40
2.621	-40.21	7.561	-5.532	14.00	17.33	6.134	33.17	-18.09	-33.88	31.37
2.655	-40.18	7.577	-5.496	14.08	17.41	6.179	33.20	-18.01	-33.85	31.46
2.690	-40.21	7.564	-5.478	14.15	17.42	6.191	33.18	-17.96	-33.82	31.49
2.724	-40.20	7.503	-5.477	14.07	17.41	6.135	33.14	-17.99	-33.85	31.40
2.759	-40.14	7.482	-5.499	14.13	17.44	6.103	33.12	-18.04	-33.81	31.41
