#multi:
,mass A,,mass B,,mass C,,mass D,,mass E,,
t,x,y,x,y,x,y,x,y,x,y,
0.000000E0,-3.053258E1,5.167497E0,1.131833E1,-1.030500E1,-4.056735E1,-2.098785E1,2.147651E1,-1.722494E1,3.367245E1,9.183395E0
3.448276E-2,-3.063643E1,5.026778E0,1.140094E1,-1.025003E1,-4.068292E1,-2.071811E1,2.147810E1,-1.719634E1,3.378784E1,9.251953E0
6.896552E-2,-3.078527E1,4.897201E0,1.137870E1,-1.034825E1,-4.071898E1,-2.081090E1,2.145773E1,-1.722650E1,3.380958E1,9.169332E0
1.034483E-1,-3.067717E1,4.833670E0,1.132869E1,-1.033415E1,-4.067282E1,-2.084960E1,2.167093E1,-1.719326E1,3.381670E1,9.225174E0
1.379310E-1,-3.078291E1,4.775105E0,1.122369E1,-1.040223E1,-4.076562E1,-2.091947E1,2.160416E1,-1.714723E1,3.385024E1,9.206734E0
1.724138E-1,-3.077538E1,4.751876E0,1.132738E1,-1.039059E1,-4.074010E1,-2.101384E1,2.161424E1,-1.710401E1,3.386739E1,9.137930E0
2.068966E-1,-3.084181E1,4.808159E0,1.132695E1,-1.038915E1,-4.078347E1,-2.104703E1,2.157343E1,-1.712964E1,3.372741E1,9.046858E0
2.413793E-1,-3.091652E1,4.790519E0,1.133596E1,-1.034019E1,-4.072641E1,-2.115365E1,2.163140E1,-1.707959E1,3.379715E1,9.015552E0
2.758621E-1,-3.090511E1,4.705213E0,1.127222E1,-1.032853E1,-4.067652E1,-2.123574E1,2.155893E1,-1.715367E1,3.374326E1,8.971255E0
3.103448E-1,-3.096883E1,4.524098E0,1.122599E1,-1.036720E1,-4.075485E1,-2.132577E1,2.160363E1,-1.709304E1,3.383328E1,8.933387E0
3.448276E-1,-3.097156E1,4.546214E0,1.131174E1,-1.039882E1,-4.073810E1,-2.142845E1,2.157775E1,-1.701372E1,3.373258E1,8.911920E0
3.793103E-1,-3.110758E1,4.619361E0,1.128259E1,-1.029442E1,-4.070166E1,-2.153471E1,2.160991E1,-1.695212E1,3.367489E1,9.105173E0
4.137931E-1,-3.108910E1,4.652135E0,1.119770E1,-1.032797E1,-4.064164E1,-2.133343E1,2.159482E1,-1.698189E1,3.358642E1,9.131290E0
4.482759E-1,-3.098803E1,4.723734E0,1.122944E1,-1.028985E1,-4.059042E1,-2.129837E1,2.163399E1,-1.686791E1,3.355774E1,8.935214E0
4.827586E-1,-3.105970E1,4.769096E0,1.121538E1,-1.028644E1,-4.068093E1,-2.109989E1,2.168253E1,-1.692008E1,3.361099E1,8.950506E0
5.172414E-1,-3.103868E1,4.727429E0,1.120321E1,-1.037286E1,-4.093124E1,-2.140744E1,2.171606E1,-1.705989E1,3.358948E1,8.948752E0
5.517241E-1,-3.104896E1,4.780923E0,1.122003E1,-1.037762E1,-4.089644E1,-2.111687E1,2.162706E1,-1.704487E1,3.366762E1,8.974007E0
5.862069E-1,-3.110000E1,4.764146E0,1.128307E1,-1.036086E1,-4.088645E1,-2.097393E1,2.155357E1,-1.694968E1,3.368112E1,8.965427E0
6.206897E-1,-3.102229E1,4.844226E0,1.118126E1,-1.029797E1,-4.105246E1,-2.080812E1,2.149316E1,-1.692680E1,3.375743E1,8.959695E0
6.551724E-1,-3.109542E1,4.816772E0,1.124039E1,-1.032163E1,-4.109517E1,-2.087989E1,2.157399E1,-1.701589E1,3.381151E1,9.095186E0
6.896552E-1,-3.115710E1,4.810890E0,1.121756E1,-1.036420E1,-4.121800E1,-2.105873E1,2.149830E1,-1.715651E1,3.374813E1,9.212554E0
7.241379E-1,-3.110042E1,4.890439E0,1.118562E1,-1.039870E1,-4.102670E1,-2.101760E1,2.145226E1,-1.710117E1,3.379669E1,9.236290E0
7.586207E-1,-3.108456E1,4.757471E0,1.124227E1,-1.048876E1,-4.133348E1,-2.122951E1,2.139085E1,-1.717059E1,3.383727E1,9.265325E0
7.931034E-1,-3.118889E1,4.799158E0,1.119519E1,-1.048921E1,-4.134594E1,-2.123838E1,2.143765E1,-1.712626E1,3.376872E1,9.239542E0
8.275862E-1,-3.117282E1,4.915287E0,1.117479E1,-1.039496E1,-4.145299E1,-2.120422E1,2.154563E1,-1.722412E1,3.379166E1,9.325629E0
8.620690E-1,-3.122702E1,4.942771E0,1.120754E1,-1.039301E1,-4.144163E1,-2.128132E1,2.163352E1,-1.732677E1,3.378130E1,9.326279E0
8.965517E-1,-3.114136E1,4.921106E0,1.118531E1,-1.042616E1,-4.156795E1,-2.119925E1,2.157373E1,-1.723881E1,3.384048E1,9.253772E0
9.310345E-1,-3.101693E1,4.879061E0,1.119128E1,-1.029288E1,-4.135952E1,-2.105797E1,2.159429E1,-1.715085E1,3.372420E1,9.196590E0
9.655172E-1,-3.101359E1,4.950899E0,1.118958E1,-1.030492E1,-4.109772E1,-2.093780E1,2.148917E1,-1.718659E1,3.379311E1,9.121688E0
1.000000E0,-3.115558E1,4.929437E0,1.109665E1,-1.024263E1,-4.120157E1,-2.076364E1,2.160545E1,-1.714984E1,3.375800E1,9.074268E0
1.034483E0,-3.101938E1,4.981726E0,1.109196E1,-1.014055E1,-4.126553E1,-2.058806E1,2.155346E1,-1.707821E1,3.374241E1,9.160033E0
1.068966E0,-3.081050E1,5.070513E0,1.109021E1,-1.012391E1,-4.110924E1,-2.066047E1,2.157231E1,-1.722023E1,3.384198E1,9.208755E0
1.103448E0,-3.082642E1,5.098327E0,1.131244E1,-1.013958E1,-4.092486E1,-2.082732E1,2.150427E1,-1.722698E1,3.378573E1,9.114336E0
1.137931E0,-3.088627E1,5.175351E0,1.128386E1,-1.026224E1,-4.105636E1,-2.080034E1,2.147976E1,-1.727744E1,3.369693E1,9.232209E0
1.172414E0,-3.081186E1,5.179924E0,1.123768E1,-1.017106E1,-4.101780E1,-2.071127E1,2.154757E1,-1.734994E1,3.367292E1,9.201756E0
1.206897E0,-3.068057E1,5.254614E0,1.128118E1,-1.018081E1,-4.097253E1,-2.067355E1,2.151672E1,-1.735551E1,3.361050E1,9.143623E0
1.241379E0,-3.071345E1,5.229284E0,1.113597E1,-1.025960E1,-4.089034E1,-2.061934E1,2.147109E1,-1.740724E1,3.358560E1,9.054785E0
1.275862E0,-3.054025E1,5.302736E0,1.109715E1,-1.013413E1,-4.091473E1,-2.051187E1,2.148033E1,-1.734164E1,3.369841E1,9.054410E0
1.310345E0,-3.053838E1,5.282759E0,1.111019E1,-1.003609E1,-4.083816E1,-2.056910E1,2.144191E1,-1.731901E1,3.370503E1,9.037438E0
1.344828E0,-3.060188E1,5.252177E0,1.106128E1,-9.972438E0,-4.099621E1,-2.064234E1,2.146826E1,-1.741554E1,3.372394E1,9.071004E0
1.379310E0,-3.056604E1,5.242581E0,1.098955E1,-1.004660E1,-4.091711E1,-2.063307E1,2.149088E1,-1.732349E1,3.372632E1,9.112204E0
1.413793E0,-3.035265E1,5.291280E0,1.093046E1,-1.010897E1,-4.087164E1,-2.076489E1,2.141515E1,-1.721364E1,3.377202E1,9.137378E0
