Frame	X1	Y1	Flag1
228	31.4883	3.5798	0
229	31.5036	3.6277	0
230	31.6208	3.7406	0
231	31.4643	3.7408	0
232	31.4681	3.6188	0
233	31.6076	3.7845	0
234	31.6006	3.7417	0
235	31.5894	3.5218	0
236	31.6070	3.6320	0
237	31.7832	3.7411	0
238	31.8077	3.5969	0
239	31.7007	3.5954	0
240	31.6547	3.6489	0
