Frame	X1	Y1	Flag1	X2	Y2	Flag2
1	1355.7428	282.8762	0	622.5000	765.0000	0
2	1355.5516	281.9967	0	622.5000	763.5000	0
3	1355.9314	281.9911	0	622.5000	765.0000	0
4	1355.0632	282.4647	0	622.5000	763.5000	0
5	1353.0000	279.0000	0	621.0000	763.5000	0
6	1353.8642	281.4630	0	622.5000	763.5000	0
7	1351.5000	279.0000	0	621.0000	765.0000	0
8	1357.2826	278.6016	0	619.5000	763.5000	0
9	1356.8278	279.2794	0	618.0000	762.0000	0
10	1357.5380	278.5454	0	618.0000	763.5000	0
11	1358.8431	276.8999	0	618.0000	762.0000	0
12	1357.5000	273.0000	0	615.0000	762.0000	0
13	1359.3291	277.7008	0	616.5000	763.5000	0
14	1358.8649	278.4824	0	615.0000	762.0000	0
15	1358.9414	278.2889	0	615.0000	762.0000	0
16	1358.6094	277.9023	0	613.5000	762.0000	0
17	1358.6776	276.9646	0	613.5000	762.0000	0
18	1357.5000	273.0000	0	613.5000	762.0000	0
19	1354.5000	276.0000	0	613.5000	762.0000	0
20	1356.0000	274.5000	0	613.5000	762.0000	0
21	1358.9167	275.4339	0	613.5000	763.5000	0
22	1354.5000	274.5000	0	615.0000	762.0000	0
23	1354.5000	274.5000	0	615.0000	762.0000	0
24	1356.0000	273.0000	0	615.0000	762.0000	0
25	1356.0000	273.0000	0	616.5000	763.5000	0
26	1357.5000	271.5000	0	616.5000	762.0000	0
27	1359.0000	273.0000	0	615.0000	763.5000	0
28	1362.2162	271.5813	0	616.5000	763.5000	0
29	1361.6707	271.1366	0	615.0000	762.0000	0
30	1362.0195	273.1431	0	613.5000	762.0000	0
31	1357.5000	271.5000	0	613.5000	762.0000	0
32	1357.5000	270.0000	0	613.5000	762.0000	0
33	1357.5000	270.0000	0	615.0000	763.5000	0
34	1361.5368	272.2340	0	612.0000	762.0000	0
35	1361.6492	271.7015	0	613.5000	762.0000	0
36	1360.7330	273.0437	0	612.0000	763.5000	0
37	1357.5000	273.0000	0	613.5000	765.0000	0
38	1360.4375	273.8937	0	613.5000	765.0000	0
39	1356.0000	271.5000	0	612.0000	766.5000	0
40	1359.5074	273.9695	0	612.0000	765.0000	0
41	1358.7595	273.4567	0	613.5000	763.5000	0
42	1358.4078	274.0054	0	615.0000	763.5000	0
43	1354.5000	273.0000	0	612.0000	763.5000	0
44	1356.0000	270.0000	0	613.5000	763.5000	0
45	1354.5000	274.5000	0	615.0000	763.5000	0
46	1358.8615	272.7914	0	615.0000	763.5000	0
47	1358.5056	272.0760	0	613.5000	762.0000	0
48	1354.5000	268.5000	0	612.0000	762.0000	0
49	1359.1282	271.1653	0	613.5000	762.0000	0
50	1359.1314	269.0174	0	609.0000	762.0000	0
51	1359.4729	269.5766	0	609.0000	762.0000	0
52	1358.0450	272.0553	0	609.0000	762.0000	0
53	1357.0505	270.9355	0	607.5000	760.5000	0
54	1356.2720	270.3652	0	607.5000	760.5000	0
55	1359.4805	269.1320	0	607.5000	759.0000	0
56	1359.4901	268.1032	0	609.0000	759.0000	0
57	1359.4839	268.2396	0	607.5000	757.5000	0
58	1354.5000	265.5000	0	607.5000	757.5000	0
59	1359.2149	267.2925	0	606.0000	759.0000	0
60	1359.0959	267.1508	0	606.0000	759.0000	0
61	1359.4641	268.8613	0	604.5000	759.0000	0
62	1359.5268	270.4959	0	603.0000	757.5000	0
63	1359.2286	268.3784	0	598.5000	762.0000	0
64	1359.0018	268.3934	0	604.5000	762.0000	0
65	1356.7016	266.4137	0	604.5000	762.0000	0
66	1356.5304	266.1237	0	604.5000	762.0000	0
67	1350.0000	270.0000	0	604.5000	762.0000	0
68	1357.4825	268.0141	0	598.5000	762.0000	0
69	1350.0000	270.0000	0	604.5000	760.5000	0
70	1348.5000	271.5000	0	603.0000	760.5000	0
71	1358.0408	269.3451	0	598.5000	762.0000	0
72	1358.9562	269.3637	0	600.0000	762.0000	0
73	1359.2332	268.8427	0	604.5000	762.0000	0
74	1356.0000	270.0000	0	603.0000	763.5000	0
75	1358.6885	267.9402	0	601.5000	763.5000	0
76	1351.5000	270.0000	0	601.5000	765.0000	0
77	1358.1554	269.0685	0	601.5000	763.5000	0
78	1359.0603	269.3656	0	598.5000	763.5000	0
79	1358.8544	269.5103	0	601.5000	763.5000	0
80	1354.5000	270.0000	0	603.0000	762.0000	0
81	1356.0000	270.0000	0	601.5000	762.0000	0
82	1356.0000	271.5000	0	601.5000	762.0000	0
83	1354.5000	270.0000	0	600.0000	760.5000	0
84	1354.5000	271.5000	0	601.5000	762.0000	0
85	1353.0000	268.5000	0	600.0000	760.5000	0
86	1353.0000	268.5000	0	601.5000	760.5000	0
87	1351.5000	268.5000	0	601.5000	760.5000	0
88	1351.5000	271.5000	0	600.0000	760.5000	0
89	1356.7996	270.0526	0	601.5000	759.0000	0
90	1356.0657	269.3750	0	601.5000	759.0000	0
91	1353.0000	268.5000	0	600.0000	759.0000	0
92	1353.0000	268.5000	0	598.5000	759.0000	0
93	1351.5000	270.0000	0	598.5000	759.0000	0
94	1351.5000	268.5000	0	600.0000	760.5000	0
95	1348.5000	267.0000	0	601.5000	760.5000	0
96	1347.0000	267.0000	0	598.5000	763.5000	0
97	1348.5000	267.0000	0	600.0000	763.5000	0
98	1347.0000	268.5000	0	601.5000	763.5000	0
99	1347.0000	268.5000	0	600.0000	762.0000	0
100	1347.0000	268.5000	0	601.5000	763.5000	0
101	1347.0000	267.0000	0	600.0000	765.0000	0
102	1347.0000	270.0000	0	601.5000	766.5000	0
103	1347.0000	268.5000	0	600.0000	763.5000	0
