Frame	X1	Y1	Flag1
1	8.1272	19.4938	0
2	8.0972	19.4367	0
3	8.1298	19.3065	0
4	8.1828	19.2626	0
5	8.1729	19.3856	0
6	8.0644	19.3336	0
7	8.0666	19.3674	0
8	8.1075	19.3950	0
9	8.0859	19.4070	0
10	8.0566	19.3198	0
11	8.0747	19.2445	0
12	7.9602	19.2982	0
13	7.9931	19.2611	0
14	7.9241	19.2754	0
15	7.8786	19.2679	0
16	7.8548	19.1660	0
17	7.8779	19.1079	0
18	7.8101	19.1510	0
19	7.8362	19.3170	0
20	7.8029	19.3499	0
21	7.8245	19.3336	0
22	7.9201	19.3556	0
23	7.9307	19.2809	0
24	7.7940	19.2694	0
25	7.6985	19.2788	0
26	7.8224	19.2880	0
27	7.8079	19.2626	0
28	7.7720	19.2121	0
29	7.7309	19.1708	0
30	7.7141	19.1517	0
31	7.6034	19.1904	0
32	7.6172	19.1886	0
33	7.6343	19.2733	0
34	7.6305	19.2796	0
35	7.7038	19.2880	0
36	7.7037	19.3174	0
37	7.6555	19.3840	0
38	7.5583	19.4708	0
39	7.5533	19.4402	0
40	7.4778	19.3998	0
41	7.5354	19.4299	0
42	7.4940	19.4556	0
43	7.4127	19.3164	0
44	7.4717	19.3908	0
45	7.5412	19.3827	0
46	7.4833	19.3707	0
47	7.5242	19.3543	0
48	7.5364	19.3060	0
49	7.5374	19.1791	0
50	7.4990	19.1801	0
51	7.4752	19.2193	0
52	7.4508	19.2602	0
53	7.4232	19.3887	0
54	7.4919	19.3376	0
55	7.5111	19.4342	0
56	7.5021	19.4129	0
57	7.4167	19.5287	0
58	7.3144	19.5018	0
59	7.2092	19.5261	0
60	7.2188	19.5030	0
61	7.2674	19.4862	0
62	7.2274	19.5514	0
63	7.1470	19.4390	0
64	7.1488	19.3257	0
65	7.1531	19.4244	0
66	7.0568	19.2925	0
67	6.8990	19.2919	0
68	7.0492	19.3407	0
69	6.9687	19.3358	0
70	6.9627	19.2900	0
71	7.0515	19.2891	0
72	6.9839	19.2371	0
73	6.9580	19.1458	0
74	6.9789	19.1568	0
75	6.9121	19.2647	0
76	6.9145	19.3273	0
77	6.8867	19.4190	0
78	6.8861	19.4972	0
79	6.8620	19.4754	0
80	6.7991	19.3763	0
81	6.8368	19.3722	0
82	6.7449	19.3871	0
83	6.7512	19.3364	0
84	6.7136	19.4078	0
85	6.6572	19.4597	0
86	6.6493	19.4851	0
87	6.7516	19.4788	0
88	6.7711	19.3981	0
89	6.8428	19.4544	0
90	6.7656	19.5243	0
91	6.7832	19.4880	0
92	6.8323	19.5461	0
93	6.9114	19.5598	0
94	6.8965	19.5539	0
95	6.8782	19.5545	0
96	6.8519	19.5237	0
97	6.7560	19.5075	0
98	6.6577	19.5377	0
99	6.6667	19.5725	0
100	6.6575	19.6053	0
101	6.6797	19.6151	0
102	6.6947	19.6314	0
103	6.6503	19.5600	0
104	6.6825	19.5589	0
105	6.6389	19.5778	0
106	6.5668	19.5767	0
107	6.5749	19.4645	0
108	6.5267	19.4311	0
109	6.5792	19.3815	0
110	6.5400	19.1744	0
111	6.4817	19.1844	0
112	6.4483	19.1761	0
113	6.4392	19.0476	0
114	6.2946	19.0698	0
115	6.2468	19.1450	0
116	6.2558	19.1328	0
117	6.2487	19.1272	0
118	6.2207	19.0974	0
119	6.2644	19.0832	0
120	6.3175	19.0782	0
