Frame	X2	Y2	Flag2	X3	Y3	Flag3	X1	Y1	Flag1	X5	Y5	Flag5	X4	Y4	Flag4	X6	Y6	Flag6
25	591.0000	162.0000	0	153.0000	837.0000	0	683.6980	468.6973	0	724.5000	600.0000	0	713.3480	597.1985	0			
26	591.0000	162.0000	0	154.5000	832.5000	0	684.2466	472.8897	0	726.0000	595.5000	0	713.5172	597.3477	0			
27	591.0000	160.5000	0	154.5000	832.5000	0	683.5100	471.6950	0	726.0000	597.0000	0	714.2419	596.8760	0			
28	591.0000	159.0000	0	154.5000	834.0000	0	679.1053	467.5932	0	722.3329	599.7018	0	714.0028	597.3350	0			
29	589.5000	160.5000	0	154.5000	832.5000	0	681.9893	471.7901	0	723.1110	595.2633	0	713.8511	597.8063	0			
30	591.0000	160.5000	0	154.5000	832.5000	0	683.2364	468.5218	0	722.9701	593.6376	0	723.0000	598.5000	0			
31	591.0000	162.0000	0	154.5000	834.0000	0	684.4232	468.7469	0	722.9933	595.3027	0	713.5440	596.6537	0			
32	591.0000	162.0000	0	153.0000	837.0000	0	682.9592	469.4906	0	726.0000	595.5000	0	723.0000	598.5000	0			
33	589.5000	160.5000	0	154.5000	837.0000	0	680.6714	462.7788	0	727.6516	593.2584	0	713.9941	599.3228	0			
34	589.5000	162.0000	0	156.0000	837.0000	0	680.0699	463.6841	0	726.0000	597.0000	0	713.5349	597.7263	0			
35	589.5000	163.5000	0	156.0000	838.5000	0	673.4155	466.7557	0	726.0000	598.5000	0	723.0000	598.5000	0			
36	588.0000	162.0000	0	156.0000	838.5000	0	673.5900	466.0666	0	727.5000	597.0000	0	713.1267	599.2274	0			
37	588.0000	162.0000	0	156.0000	837.0000	0	677.1335	464.0134	0	727.5000	598.5000	0	723.0000	598.5000	0			
38	588.0000	162.0000	0	156.0000	837.0000	0	676.9013	468.8508	0	726.0000	600.0000	0	721.5000	598.5000	0			
39	589.5000	159.0000	0	156.0000	837.0000	0	676.0362	466.4742	0	726.0000	597.0000	0	713.4525	599.4231	0			
40	589.5000	160.5000	0	156.0000	837.0000	0	672.8328	467.6444	0	727.5808	593.5628	0	712.9980	599.6714	0			
41	591.0000	159.0000	0	156.0000	837.0000	0	672.2121	467.8354	0	726.0000	597.0000	0	712.4454	597.9645	0			
42	592.5000	157.5000	0	156.0000	837.0000	0	676.7013	466.3433	0	726.0000	595.5000	0	712.7047	598.2379	0			
43	592.5000	159.0000	0	156.0000	838.5000	0	676.9205	465.4164	0	724.5000	597.0000	0	712.6678	596.8094	0			
44	591.0000	157.5000	0	156.0000	838.5000	0	680.6859	466.8150	0	724.5000	597.0000	0	712.5938	598.4312	0			
45	591.0000	157.5000	0	156.0000	837.0000	0	683.6510	469.9531	0	721.6580	594.4838	0	713.3701	600.6334	0			
46	589.5000	157.5000	0	156.0000	837.0000	0	683.0394	465.2362	0	724.5000	597.0000	0	714.0158	602.8818	0			
