Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8
Tracks 1 to 8
73	979.50000	633.00000	 	726.00000	486.00000	 	789.00000	339.00000	 	540.00000	694.50000	 	571.50000	435.00000	 	1074.00000	517.50000	 	504.00000	99.00000	 	690.00000	655.50000	 
74	976.50000	636.00000	 	723.00000	487.50000	 	793.50000	339.00000	 	541.50000	696.00000	 	570.00000	436.50000	 	1071.00000	516.00000	 	505.50000	97.50000	 	691.50000	654.00000	 
75	976.50000	633.00000	 	723.00000	483.00000	 	795.00000	340.50000	 	540.00000	699.00000	 	574.50000	436.50000	 	1072.50000	516.00000	 	504.00000	97.50000	 	690.00000	654.00000	 
76	979.50000	633.00000	 	727.50000	483.00000	 	793.50000	343.50000	 	537.00000	696.00000	 	573.00000	433.50000	 	1074.00000	514.50000	 	501.00000	93.00000	 	688.50000	655.50000	 
77	984.00000	634.50000	 	727.50000	481.50000	 	792.00000	345.00000	 	534.00000	693.00000	 	573.00000	432.00000	 	1072.50000	516.00000	 	499.50000	91.50000	 	687.00000	655.50000	 
78	987.00000	633.00000	 	726.00000	481.50000	 	790.50000	346.50000	 	532.50000	693.00000	 	570.00000	433.50000	 	1077.00000	514.50000	 	501.00000	91.50000	 	688.50000	658.50000	 
79	985.50000	630.00000	 	729.00000	483.00000	 	792.00000	345.00000	 	534.00000	696.00000	 	573.00000	432.00000	 	1078.50000	514.50000	 	499.50000	91.50000	 	688.50000	657.00000	 
80	984.00000	628.50000	 	727.50000	481.50000	 	793.50000	343.50000	 	533.25000	696.00000	 	571.50000	432.00000	 	1080.00000	513.00000	 	499.50000	91.50000	 	688.50000	658.50000	 
81	985.50000	631.50000	 	726.00000	483.00000	 	796.50000	346.50000	 	537.00000	691.50000	 	570.00000	432.00000	 	1080.00000	514.50000	 	498.00000	90.00000	 	690.00000	660.00000	 
82	981.00000	634.50000	 	727.50000	483.00000	 	796.50000	348.00000	 	537.00000	694.50000	 	573.00000	432.00000	 	1078.50000	514.50000	 	496.50000	93.00000	 	690.00000	661.50000	 
