Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7
Tracks 1 to 7
137	 	 	 	 	 	 	904.50000	700.50000	 	868.50000	148.50000	 	164.34234	891.21326	 	51.19666	224.07292	 	 	 	 
138	 	 	 	 	 	 	904.50000	700.50000	 	867.00000	148.50000	 	165.60512	890.91395	 	51.45115	223.80973	 	 	 	 
139	 	 	 	 	 	 	904.50000	699.00000	 	867.00000	148.50000	 	168.55519	892.36060	 	50.97568	223.06511	 	 	 	 
140	 	 	 	 	 	 	904.50000	700.50000	 	864.00000	148.50000	 	168.37884	894.75224	 	51.09314	222.78750	 	 	 	 
141	 	 	 	 	 	 	903.00000	699.00000	 	864.00000	147.00000	 	170.23606	896.38399	 	50.88480	223.49004	 	 	 	 
142	 	 	 	 	 	 	901.50000	700.50000	 	864.00000	147.00000	 	168.01772	893.79670	 	51.43298	223.25627	 	 	 	 
143	 	 	 	 	 	 	901.50000	700.50000	 	865.50000	147.00000	 	169.06801	891.36056	 	52.71396	222.54855	 	 	 	 
144	 	 	 	 	 	 	901.50000	699.00000	 	864.00000	148.50000	 	169.42270	889.56014	 	52.68350	223.41486	 	 	 	 
145	 	 	 	 	 	 	900.00000	700.50000	 	864.00000	148.50000	 	168.98249	888.49835	 	52.37296	224.06243	 	 	 	 
146	 	 	 	 	 	 	901.50000	700.50000	 	862.50000	148.50000	 	169.64028	888.99059	 	52.76545	223.97083	 	 	 	 
147	 	 	 	 	 	 	901.50000	699.00000	 	864.00000	148.50000	 	169.14075	893.11782	 	52.49541	223.19317	 	 	 	 
148	 	 	 	 	 	 	901.50000	700.50000	 	865.50000	147.00000	 	171.59585	893.87515	 	52.26546	223.36375	 	 	 	 
149	 	 	 	 	 	 	903.00000	699.00000	 	865.50000	150.00000	 	170.40409	896.75822	 	53.11359	223.16404	 	 	 	 
150	 	 	 	 	 	 	900.00000	700.50000	 	864.00000	145.50000	 	167.31469	896.25004	 	53.11900	222.26001	 	 	 	 
151	 	 	 	 	 	 	903.00000	697.50000	 	864.00000	145.50000	 	166.83152	893.69199	 	53.35331	222.25901	 	 	 	 
152	 	 	 	 	 	 	901.50000	699.00000	 	864.00000	145.50000	 	167.57671	891.16250	 	52.74404	222.70485	 	 	 	 
153	 	 	 	 	 	 	903.00000	697.50000	 	865.50000	145.50000	 	168.40571	890.39118	 	52.32097	222.48761	 	 	 	 
154	 	 	 	 	 	 	901.50000	699.00000	 	865.50000	145.50000	 	166.88393	890.73050	 	52.97468	222.54581	 	 	 	 
155	 	 	 	 	 	 	903.00000	700.50000	 	868.50000	147.00000	 	167.99691	893.68483	 	53.33674	222.43919	 	 	 	 
156	 	 	 	 	 	 	903.00000	699.00000	 	868.50000	148.50000	 	169.59671	893.65786	 	53.17991	222.65269	 	 	 	 
157	 	 	 	 	 	 	900.00000	699.00000	 	870.00000	147.00000	 	169.73082	889.45030	 	54.47699	221.95496	 	 	 	 
158	 	 	 	 	 	 	900.00000	699.00000	 	870.00000	144.00000	 	168.32775	891.57803	 	53.45437	222.21484	 	 	 	 
159	 	 	 	 	 	 	901.50000	702.00000	 	871.50000	144.00000	 	166.99556	892.31827	 	53.26492	222.56033	 	 	 	 
160	 	 	 	 	 	 	900.00000	703.50000	 	870.00000	144.00000	 	164.79856	890.93204	 	52.22685	222.83635	 	 	 	 
161	 	 	 	 	 	 	900.00000	703.50000	 	868.50000	144.00000	 	163.59865	890.46203	 	52.14245	222.74013	 	 	 	 
162	 	 	 	 	 	 	901.50000	702.00000	 	870.00000	145.50000	 	163.55708	889.30203	 	52.63099	221.91507	 	 	 	 
