Frame	X4	Y4	Flag4	X5	Y5	Flag5	X7	Y7	Flag7	X6	Y6	Flag6	X8	Y8	Flag8	X3	Y3	Flag3	X2	Y2	Flag2	X9	Y9	Flag9	X1	Y1	Flag1	X10	Y10	Flag10	X12	Y12	Flag12	X11	Y11	Flag11
61	751.5000	471.0000	0	412.5000	265.5000	0	543.0000	340.5000	0	1356.0000	988.5000	0	247.5000	441.0000	0	1270.5000	531.0000	0	702.0000	699.0000	0	1174.5000	558.0000	0	999.0000	610.5000	0									
62	748.5000	469.5000	0	414.0000	268.5000	0	541.5000	339.0000	0	1354.5000	987.0000	0	249.0000	439.5000	0	1269.0000	531.0000	0	702.0000	697.5000	0	1173.0000	555.0000	0	999.0000	609.0000	0									
63	745.5000	469.5000	0	415.5000	268.5000	0	543.0000	339.0000	0	1353.0000	984.0000	0	249.0000	438.0000	0	1269.0000	531.0000	0	700.5000	699.0000	0	1173.0000	558.0000	0	999.0000	609.0000	0									
64	745.5000	471.0000	0	415.5000	271.5000	0	544.5000	336.0000	0	1353.0000	984.0000	0	252.0000	439.5000	0	1269.0000	528.0000	0	702.0000	700.5000	0	1171.5000	559.5000	0	999.0000	609.0000	0									
65	744.0000	472.5000	0	420.0000	273.0000	0	546.0000	336.0000	0	1350.0000	985.5000	0	250.5000	441.0000	0	1269.0000	528.0000	0	697.5000	697.5000	0	1167.0000	559.5000	0	999.0000	610.5000	0									
66	745.5000	471.0000	0	418.5000	274.5000	0	543.0000	334.5000	0	1350.0000	985.5000	0	250.5000	441.0000	0	1269.0000	528.0000	0	702.0000	700.5000	0	1165.5000	558.0000	0	997.5000	610.5000	0									
67	744.0000	472.5000	0	418.5000	271.5000	0	543.0000	333.0000	0	1347.0000	987.0000	0	249.0000	439.5000	0	1267.5000	529.5000	0	702.0000	702.0000	0	1167.0000	559.5000	0	997.5000	615.0000	0									
68	744.0000	474.0000	0	423.0000	274.5000	0	544.5000	336.0000	0	1345.5000	988.5000	0	247.5000	439.5000	0	1270.5000	529.5000	0	703.5000	702.0000	0	1168.5000	558.0000	0	997.5000	613.5000	0									
69	747.0000	475.5000	0	421.5000	276.0000	0	546.0000	336.0000	0	1347.0000	988.5000	0	250.5000	439.5000	0	1266.0000	529.5000	0	699.0000	697.5000	0	1167.0000	559.5000	0	997.5000	612.0000	0									
70	750.0000	475.5000	0	423.0000	274.5000	0	546.0000	336.0000	0	1348.5000	988.5000	0	247.5000	439.5000	0	1270.5000	529.5000	0	697.5000	697.5000	0	1168.5000	559.5000	0	996.0000	612.0000	0									
71	750.0000	477.0000	0	423.0000	274.5000	0	549.0000	334.5000	0	1351.5000	991.5000	0	246.0000	438.0000	0	1270.5000	528.0000	0	702.0000	700.5000	0	1167.0000	558.0000	0	999.0000	613.5000	0									
72	751.5000	477.0000	0	421.5000	276.0000	0	547.5000	331.5000	0	1353.0000	990.0000	0	250.5000	435.0000	0	1270.5000	528.0000	0	697.5000	699.0000	0	1168.5000	558.0000	0	997.5000	616.5000	0									
73	751.5000	477.0000	0	421.5000	276.0000	0	549.0000	333.0000	0	1354.5000	991.5000	0	249.0000	433.5000	0	1270.5000	528.0000	0	697.5000	699.0000	0	1167.0000	556.5000	0	999.0000	613.5000	0									
74	750.0000	474.0000	0	424.5000	277.5000	0	547.5000	330.0000	0	1356.0000	988.5000	0	247.5000	436.5000	0	1267.5000	531.0000	0	697.5000	699.0000	0	1167.0000	556.5000	0	1002.0000	613.5000	0									
75	750.0000	474.0000	0	421.5000	271.5000	0	547.5000	330.0000	0	1356.0000	988.5000	0	252.0000	438.0000	0	1267.5000	532.5000	0	696.0000	696.0000	0	1164.0000	556.5000	0	1002.0000	612.0000	0									
76	750.0000	471.0000	0	424.5000	273.0000	0	547.5000	336.0000	0	1357.5000	990.0000	0	252.0000	438.0000	0	1267.5000	531.0000	0	696.0000	702.0000	0	1164.0000	553.5000	0	1005.0000	612.0000	0									
77	753.0000	469.5000	0	421.5000	270.0000	0	547.5000	334.5000	0	1359.0000	990.0000	0	249.0000	439.5000	0	1270.5000	531.0000	0	694.5000	700.5000	0	1165.5000	553.5000	0	1005.0000	610.5000	0									
78	756.0000	474.0000	0	421.5000	271.5000	0	549.0000	334.5000	0	1360.5000	990.0000	0	246.0000	436.5000	0	1269.0000	528.0000	0	694.5000	702.0000	0	1164.0000	550.5000	0	1006.5000	612.0000	0									
79	757.5000	474.0000	0	424.5000	268.5000	0	546.0000	331.5000	0	1362.0000	988.5000	0	246.0000	441.0000	0	1269.0000	529.5000	0	697.5000	702.0000	0	1164.0000	553.5000	0	1008.0000	610.5000	0									
80	759.0000	474.0000	0	423.0000	271.5000	0	546.0000	328.5000	0	1357.5000	990.0000	0	243.0000	441.0000	0	1269.0000	529.5000	0	694.5000	702.0000	0	1165.5000	553.5000	0	1008.0000	612.0000	0									
81	760.5000	474.0000	0	420.0000	271.5000	0	547.5000	330.0000	0	1367.0579	982.0145	0	247.5000	441.0000	0	1272.0000	531.0000	0	694.5000	703.5000	0	1167.0000	553.5000	0	1009.5000	612.0000	0									
82	762.0000	477.0000	0	420.0000	271.5000	0	547.5000	333.0000	0	1368.6180	981.2084	0	244.5000	441.0000	0	1267.5000	529.5000	0	694.5000	703.5000	0	1168.5000	555.0000	0	1009.5000	612.0000	0									
