Frame	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X9	Y9	Flag9	X8	Y8	Flag8	X6	Y6	Flag6	X16	Y16	Flag16	X17	Y17	Flag17	X7	Y7	Flag7	X4	Y4	Flag4	X3	Y3	Flag3	X5	Y5	Flag5	X18	Y18	Flag18	X2	Y2	Flag2	X14	Y14	Flag14	X15	Y15	Flag15	X1	Y1	Flag1
62	1302.0000	216.0000	0	832.5000	115.5000	0	925.5000	933.0000	0	708.0000	981.0000	0	1215.0000	994.5000	0	378.0000	1000.5000	0	640.5000	927.0000	0	1360.5000	775.5000	0	760.5000	571.5000	0	583.5000	982.5000	0	435.0000	948.0000	0	1270.5000	940.5000	0	644.0060	1027.5175	0															
63	1302.0000	217.5000	0	831.0000	117.0000	0	925.5000	933.0000	0	706.5000	982.5000	0	1216.5000	993.0000	0	376.5000	1002.0000	0	639.0000	928.5000	0	1360.5000	774.0000	0	760.5000	570.0000	0	582.0000	984.0000	0	433.5000	948.0000	0	1270.5000	940.5000	0	644.0290	1027.5167	0															
64	1299.0000	217.5000	0	829.5000	118.5000	0	925.5000	934.5000	0	706.5000	982.5000	0	1216.5000	993.0000	0	378.0000	1002.0000	0	636.0000	928.5000	0	1362.0000	772.5000	0	762.0000	570.0000	0	582.0000	982.5000	0	432.0000	948.0000	0	1269.0000	942.0000	0	644.0526	1027.5155	0															
65	1299.0000	217.5000	0	826.5000	120.0000	0	925.5000	934.5000	0	706.5000	982.5000	0	1215.0000	994.5000	0	378.0000	1002.0000	0	634.5000	930.0000	0	1362.0000	772.5000	0	762.0000	570.0000	0	583.5000	982.5000	0	430.5000	949.5000	0	1267.5000	942.0000	0	644.0211	1027.5177	0															
66	1297.5000	217.5000	0	823.5000	120.0000	0	924.0000	936.0000	0	706.5000	982.5000	0	1215.0000	994.5000	0	376.5000	1000.5000	0	636.0000	930.0000	0	1363.5000	774.0000	0	762.0000	570.0000	0	583.5000	982.5000	0	429.0000	949.5000	0	1266.0000	943.5000	0	644.0528	1027.3991	0															
67	1297.5000	217.5000	0	822.0000	120.0000	0	924.0000	936.0000	0	705.0000	984.0000	0	1215.0000	994.5000	0	378.0000	1002.0000	0	634.5000	930.0000	0	1363.5000	772.5000	0	763.5000	571.5000	0	582.0000	984.0000	0	427.5000	949.5000	0	1264.5000	943.5000	0	644.0152	1027.4712	0															
68	1296.0000	219.0000	0	819.0000	121.5000	0	922.5000	937.5000	0	705.0000	984.0000	0	1215.0000	994.5000	0	378.0000	1002.0000	0	634.5000	931.5000	0	1362.0000	772.5000	0	765.0000	571.5000	0	583.5000	982.5000	0	427.5000	949.5000	0	1263.0000	943.5000	0	644.0361	1027.5230	0															
69	1296.0000	219.0000	0	817.5000	124.5000	0	922.5000	937.5000	0	705.0000	984.0000	0	1216.5000	993.0000	0	378.0000	1002.0000	0	634.5000	931.5000	0	1362.0000	772.5000	0	765.0000	570.0000	0	582.0000	984.0000	0	427.5000	949.5000	0	1263.0000	943.5000	0																		
70	1294.5000	220.5000	0	816.0000	126.0000	0	922.5000	939.0000	0	703.5000	985.5000	0	1215.0000	994.5000	0	378.0000	1002.0000	0	633.0000	933.0000	0	1362.0000	772.5000	0	765.0000	570.0000	0	582.0000	984.0000	0	426.0000	949.5000	0	1261.5000	943.5000	0																		
71	1294.5000	220.5000	0	813.0000	127.5000	0	921.0000	939.0000	0	702.0000	985.5000	0	1216.5000	993.0000	0	378.0000	1002.0000	0	631.5000	934.5000	0	1362.0000	771.0000	0	765.0000	568.5000	0	582.0000	984.0000	0	424.5000	951.0000	0	1260.0000	946.5000	0																		
72	1294.5000	222.0000	0	813.0000	129.0000	0	919.5000	940.5000	0	702.0000	985.5000	0	1215.0000	994.5000	0	378.0000	1000.5000	0	631.5000	937.5000	0	1362.0000	772.5000	0	765.0000	570.0000	0	583.5000	982.5000	0	423.0000	951.0000	0																					
73	1294.5000	222.0000	0	811.5000	129.0000	0	918.0000	940.5000	0	700.5000	987.0000	0	1215.0000	994.5000	0	376.5000	1000.5000	0	631.5000	936.0000	0	1360.5000	772.5000	0	765.0000	568.5000	0	585.0000	984.0000	0	423.0000	952.5000	0																					
74	1293.0000	223.5000	0	810.0000	127.5000	0	918.0000	940.5000	0	700.5000	987.0000	0	1215.0000	994.5000	0	376.5000	1002.0000	0	630.0000	936.0000	0	1362.0000	771.0000	0	765.0000	568.5000	0	583.5000	984.0000	0	421.5000	951.0000	0																					
75	1291.5000	223.5000	0	808.5000	129.0000	0	916.5000	940.5000	0	699.0000	988.5000	0	1216.5000	993.0000	0	378.0000	1002.0000	0	615.0000	949.5000	0	1362.0000	771.0000	0	765.0000	568.5000	0	583.5000	982.5000	0	420.0000	951.0000	0																					
76	1290.0000	226.5000	0	805.5000	130.5000	0	915.0000	940.5000	0	697.5000	990.0000	0	1215.0000	994.5000	0	378.0000	1002.0000	0	609.0000	957.0000	0	1362.0000	769.5000	0	763.5000	570.0000	0	582.0000	984.0000	0																								
77	1288.5000	228.0000	0	804.0000	132.0000	0	913.5000	940.5000	0	697.5000	990.0000	0	1216.5000	994.5000	0	378.0000	1000.5000	0	594.0000	970.5000	0	1362.0000	769.5000	0	763.5000	571.5000	0	583.5000	982.5000	0																								
78	1288.5000	228.0000	0	804.0000	132.0000	0	913.5000	942.0000	0	697.5000	990.0000	0	1216.5000	993.0000	0	376.5000	1000.5000	0	592.5000	972.0000	0	1360.5000	769.5000	0	763.5000	570.0000	0	583.5000	982.5000	0																								
79	1287.0000	229.5000	0	805.5000	132.0000	0	913.5000	942.0000	0	697.5000	991.5000	0	1216.5000	994.5000	0	376.5000	1002.0000	0	591.0000	973.5000	0	1359.0000	769.5000	0	763.5000	570.0000	0	583.5000	982.5000	0																								
80	1287.0000	231.0000	0	804.0000	132.0000	0	913.5000	940.5000	0	697.5000	991.5000	0	1215.0000	994.5000	0	376.5000	1000.5000	0	587.0283	980.2027	0	1357.5000	771.0000	0	763.5000	571.5000	0	583.5000	982.5000	0																								
81	1288.5000	231.0000	0	804.0000	133.5000	0	913.5000	940.5000	0	696.0000	991.5000	0	1215.0000	994.5000	0	378.0000	1002.0000	0	591.0000	976.5000	0	1357.5000	772.5000	0	762.0000	571.5000	0	582.0000	984.0000	0																								
82	1288.5000	232.5000	0	802.5000	135.0000	0	913.5000	943.5000	0	697.5000	991.5000	0	1215.0000	994.5000	0	378.0000	1000.5000	0	592.5000	975.0000	0	1357.5000	772.5000	0	763.5000	571.5000	0	583.5000	982.5000	0																								
83	1288.5000	234.0000	0	801.0000	136.5000	0	913.5000	943.5000	0	697.5000	993.0000	0	1216.5000	993.0000	0	378.0000	1002.0000	0	591.0000	976.5000	0	1359.0000	772.5000	0	762.0000	573.0000	0	583.5000	982.5000	0																								
84	1288.5000	234.0000	0	798.0000	138.0000	0	913.5000	945.0000	0	696.0000	993.0000	0	1215.0000	994.5000	0	378.0000	1002.0000	0	591.0000	976.5000	0	1359.0000	772.5000	0	762.0000	573.0000	0	582.7500	984.0000	0																								
85	1285.5000	237.0000	0	796.5000	139.5000	0	912.0000	945.0000	0	696.0000	994.5000	0	1215.0000	993.0000	0	376.5000	1000.5000	0	591.0000	976.5000	0	1359.0000	772.5000	0	760.5000	571.5000	0	583.5000	984.0000	0																								
86	1284.0000	238.5000	0	793.5000	142.5000	0	910.5000	946.5000	0	694.5000	996.0000	0	1215.0000	993.0000	0	376.5000	1002.0000	0	589.5000	978.0000	0	1359.0000	774.0000	0	762.0000	571.5000	0	582.0000	984.0000	0																								
87	1282.5000	240.0000	0	790.5000	145.5000	0	909.0000	948.0000	0	691.5000	997.5000	0	1216.5000	993.0000	0	378.0000	1002.0000	0	589.5000	976.5000	0	1359.0000	774.0000	0	760.5000	571.5000	0	583.5000	984.0000	0																								
88	1279.5000	241.5000	0	787.5000	147.0000	0	907.5000	949.5000	0	690.0000	999.0000	0	1216.5000	993.0000	0	376.5000	1002.0000	0	588.0000	978.0000	0	1359.0000	774.0000	0	762.0000	571.5000	0	583.5000	982.5000	0																								
89	1278.0000	244.5000	0	786.0000	148.5000	0	906.0000	951.0000	0	688.5000	1002.0000	0	1216.5000	993.0000	0	378.2016	1001.3366	0	589.5000	978.0000	0	1359.0000	775.5000	0	762.0000	571.5000	0	583.5000	982.5000	0																								
90	1276.5000	246.0000	0	784.5000	150.0000	0	904.5000	952.5000	0	688.5000	1003.5000	0	1216.5000	993.0000	0	376.5000	1000.5000	0	588.0000	979.5000	0	1359.0000	775.5000	0	762.0000	573.0000	0	582.0000	984.0000	0																								
91	1275.0000	247.5000	0	781.5000	151.5000	0	903.0000	952.5000	0	687.0000	1003.5000	0	1215.0000	993.0000	0	376.5000	1000.5000	0	588.0000	978.0000	0	1357.5000	777.0000	0	763.5000	573.0000	0	583.5000	982.5000	0																								
92	1273.5000	250.5000	0	777.0000	154.5000	0	900.0000	955.5000	0	684.0000	1005.0000	0	1215.0000	993.0000	0	376.5000	1000.5000	0	588.0000	978.0000	0	1357.5000	777.0000	0	763.5000	573.0000	0	583.5000	982.5000	0																								
93	1270.5000	252.0000	0	774.0000	157.5000	0	900.0000	957.0000	0	682.5000	1008.0000	0	1215.0000	993.0000	0	376.5000	999.0000	0	588.0000	978.0000	0	1359.0000	778.5000	0	763.5000	573.0000	0	582.0000	984.0000	0																								
94	1270.5000	253.5000	0	771.0000	159.0000	0	897.0000	958.5000	0	679.5000	1009.5000	0	1216.5000	993.0000	0	382.5000	993.0000	0	588.0000	979.5000	0	1359.0000	780.0000	0	763.5000	573.0000	0	582.0000	984.0000	0																								
95	1264.5000	256.5000	0	765.0000	166.5000	0	892.5000	963.0000	0	676.5000	1012.5000	0	1216.5000	993.0000	0	379.5000	996.0000	0	588.0000	978.0000	0	1359.0000	780.0000	0	763.5000	573.0000	0	580.5000	985.5000	0																								
96	1261.5000	259.5000	0	760.5000	171.0000	0	889.5000	966.0000	0	672.0000	1014.0000	0	1224.0000	981.0000	0	379.5000	996.0000	0	588.0000	978.0000	0	1359.0000	780.0000	0	762.0000	573.0000	0																											
97	1258.5000	261.0000	0	757.5000	174.0000	0	889.5000	967.5000	0	670.5000	1014.0000	0	1221.0000	984.0000	0	379.5000	994.5000	0	588.0000	978.0000	0	1357.5000	780.0000	0	762.0000	571.5000	0																											
98	1257.0000	262.5000	0	756.0000	174.0000	0	886.5000	969.0000	0	667.5000	1017.0000	0	1219.5000	985.5000	0	378.0000	996.0000	0	586.5000	979.5000	0	1357.5000	781.5000	0	762.0000	571.5000	0																											
99	1255.5000	261.0000	0	754.5000	175.5000	0	886.5000	970.5000	0	666.0000	1017.0000	0	1219.5000	985.5000	0	378.0000	994.5000	0	586.5000	979.5000	0	1359.0000	781.5000	0	762.0000	573.0000	0																											
100	1254.0000	262.5000	0	753.0000	178.5000	0	885.0000	972.0000	0	666.0000	1017.0000	0	1219.5000	985.5000	0	378.0000	994.5000	0	586.5000	979.5000	0	1359.0000	781.5000	0	762.0000	574.5000	0																											
101	1254.0000	262.5000	0	751.5000	178.5000	0	883.5000	973.5000	0	664.5000	1017.0000	0	1219.5000	985.5000	0	378.0000	994.5000	0	586.5000	981.0000	0	1359.0000	783.0000	0	762.0000	574.5000	0																											
102	1254.0000	264.0000	0	751.5000	180.0000	0	883.5000	973.5000	0	664.5000	1018.5000	0	1219.5000	987.0000	0	376.5000	999.0000	0	586.5000	982.5000	0	1357.5000	783.0000	0	762.0000	574.5000	0																											
103	1254.0000	264.0000	0	751.5000	181.5000	0	885.0000	973.5000	0	666.0000	1018.5000	0	1221.0000	987.0000	0	378.0000	994.5000	0	588.0000	982.5000	0	1357.5000	781.5000	0	760.5000	573.0000	0																											
104	1254.0000	265.5000	0	750.0000	181.5000	0	882.0000	972.0000	0	663.0000	1018.5000	0	1219.5000	987.0000	0	378.0000	996.0000	0	586.5000	982.5000	0	1356.0000	781.5000	0	760.5000	574.5000	0																											
105	1252.5000	265.5000	0	750.0000	181.5000	0	882.0000	972.0000	0	664.5000	1018.5000	0	1219.5000	987.0000	0	378.0000	996.0000	0	586.5000	984.0000	0	1354.5000	783.0000	0	759.0000	574.5000	0																											
106	1252.5000	265.5000	0	745.3999	181.6671	0	880.5000	972.0000	0	664.5000	1020.0000	0	1219.5000	987.0000	0	378.0000	997.5000	0	586.5000	984.0000	0	1354.5000	783.0000	0	759.0000	574.5000	0																											
107	1252.5000	267.0000	0	747.0000	183.0000	0	880.5000	972.0000	0	664.5000	1020.0000	0	1218.0000	988.5000	0	378.0000	994.5000	0	586.5000	984.0000	0	1354.5000	783.0000	0	757.5000	574.5000	0																											
108	1251.0000	265.5000	0	744.2887	182.9132	0	880.5000	972.0000	0	664.5000	1020.0000	0	1218.0000	988.5000	0	378.0000	994.5000	0	586.5000	984.0000	0	1354.5000	783.0000	0	759.0000	574.5000	0																											
109	1251.0000	267.0000	0	744.1306	183.8277	0	880.5000	973.5000	0	664.5000	1021.5000	0	1216.5000	988.5000	0	378.0000	994.5000	0	585.0000	984.0000	0	1353.0000	784.5000	0	759.0000	574.5000	0																											
110	1251.0000	267.0000	0	744.5228	183.4288	0	879.0000	973.5000	0	666.0000	1023.0000	0	1216.5000	988.5000	0	376.5000	996.0000	0	585.0000	984.0000	0	1353.0000	786.0000	0	757.5000	576.0000	0																											
111	1251.0000	267.0000	0	743.6127	183.4525	0	879.0000	973.5000	0	664.5000	1023.0000	0	1216.5000	987.0000	0	376.5000	994.5000	0	583.5000	987.0000	0	1353.0000	786.0000	0	759.0000	574.5000	0																											
112	1251.0000	265.5000	0	743.8325	183.6941	0	879.0000	973.5000	0	664.5000	1023.0000	0	1216.5000	987.0000	0	376.5000	994.5000	0	583.5000	988.5000	0	1353.0000	787.5000	0	757.5000	574.5000	0																											
113	1251.0000	265.5000	0	742.8587	183.5030	0	879.0000	973.5000	0	666.0000	1023.0000	0	1218.0000	988.5000	0	376.5000	996.0000	0	585.0000	988.5000	0	1354.5000	784.5000	0	757.5000	576.0000	0																											
114	1251.0000	264.0000	0	744.0000	184.5000	0	879.0000	975.0000	0	666.0000	1023.0000	0	1219.5000	988.5000	0	378.0000	996.0000	0	585.0000	988.5000	0	1354.5000	784.5000	0	757.5000	576.0000	0																											
115	1251.0000	264.0000	0	742.5000	184.5000	0	879.0000	976.5000	0	666.0000	1026.0000	0	1219.5000	988.5000	0	378.0000	996.0000	0	585.0000	988.5000	0	1351.5000	784.5000	0	759.0000	574.5000	0																											
116	1251.0000	264.0000	0	744.0000	183.0000	0	879.0000	978.0000	0	666.0000	1026.0000	0	1221.0000	990.0000	0	379.5000	996.0000	0	585.0000	988.5000	0	1351.5000	786.0000	0	757.5000	574.5000	0																											
117	1251.0000	262.5000	0	740.7409	182.3211	0	879.0000	978.0000	0	666.0000	1026.0000	0	1221.0000	991.5000	0	381.0000	996.0000	0	585.0000	988.5000	0	1351.5000	786.0000	0	757.5000	574.5000	0																											
118	1249.5000	264.0000	0	741.2715	183.0652	0	879.0000	978.0000	0	666.0000	1027.5000	0	1222.5000	993.0000	0	381.0000	996.0000	0	583.5000	988.5000	0	1351.5000	786.0000	0	757.5000	576.0000	0																											
119	1251.0000	264.0000	0	738.9594	183.6180	0	879.0000	979.5000	0	663.0000	1027.5000	0	1222.5000	993.0000	0	381.0000	997.5000	0	583.5000	988.5000	0	1353.0000	784.5000	0	756.0000	576.0000	0																											
120	1251.0000	265.5000	0	739.2490	183.4201	0	879.0000	979.5000	0	663.0000	1027.5000	0	1222.5000	993.0000	0	381.0000	999.0000	0	582.0000	987.0000	0	1353.0000	786.0000	0	756.0000	576.0000	0																											
121	1252.5000	265.5000	0	739.8001	183.8158	0	879.0000	978.0000	0	664.5000	1027.5000	0	1221.0000	991.5000	0	381.0000	999.0000	0	582.0000	987.0000	0	1353.0000	786.0000	0	756.0000	576.0000	0																											
122	1251.0000	267.0000	0	741.7286	183.3510	0	877.5000	979.5000	0	664.5000	1027.5000	0	1221.0000	991.5000	0	379.5000	999.0000	0	582.0000	987.0000	0	1353.0000	787.5000	0	756.0000	577.5000	0																											
123	1251.0000	268.5000	0	742.4247	183.8878	0	877.5000	978.0000	0	664.5000	1026.0000	0	1221.0000	991.5000	0	378.0000	1000.5000	0	582.0000	985.5000	0	1351.5000	790.5000	0	756.0000	579.0000	0																											
124	1251.0000	268.5000	0	740.3120	184.3646	0	877.5000	979.5000	0	666.0000	1026.0000	0	1221.0000	991.5000	0	378.0000	1000.5000	0	582.0000	985.5000	0	1351.5000	790.5000	0	756.0000	577.5000	0																											
125	1251.0000	268.5000	0	740.8629	185.6654	0	876.0000	981.0000	0	664.5000	1027.5000	0	1221.0000	993.0000	0	378.0000	1000.5000	0	582.0000	985.5000	0	1351.5000	789.0000	0	756.0000	577.5000	0																											
126	1249.5000	270.0000	0	740.9028	186.7102	0	876.0000	981.0000	0	663.0000	1027.5000	0	1222.5000	993.0000	0	378.0000	1000.5000	0	582.0000	984.0000	0	1351.5000	790.5000	0	756.0000	577.5000	0																											
127	1249.5000	270.0000	0	740.4022	186.8582	0	876.0000	981.0000	0	663.0000	1027.5000	0	1221.0000	993.0000	0	376.5000	999.0000	0	582.0000	982.5000	0	1350.0000	790.5000	0	754.5000	577.5000	0																											
128	1249.5000	270.0000	0	739.3354	187.8457	0	874.5000	981.0000	0	663.0000	1027.5000	0	1219.5000	993.0000	0	376.5000	999.0000	0	582.0000	982.5000	0	1351.5000	790.5000	0	756.0000	577.5000	0																											
129	1246.5000	270.0000	0	739.5000	190.5000	0	873.0000	982.5000	0	663.0000	1026.0000	0	1219.5000	993.0000	0	376.5000	999.0000	0	582.0000	982.5000	0	1350.0000	790.5000	0	756.0000	579.0000	0																											
130	1246.5000	270.0000	0	739.4174	187.0719	0	871.5000	982.5000	0	663.0000	1026.0000	0	1219.5000	994.5000	0	376.5000	999.0000	0	580.5000	981.0000	0	1351.5000	790.5000	0	756.0000	580.5000	0																											
131	1246.5000	271.5000	0	739.4631	187.8997	0	873.0000	982.5000	0	663.0000	1026.0000	0	1218.0000	993.0000	0	376.5000	999.0000	0	580.5000	981.0000	0	1353.0000	792.0000	0	756.0000	580.5000	0																											
132	1246.5000	273.0000	0	739.4653	188.6309	0	873.0000	984.0000	0	664.5000	1026.0000	0	1219.5000	993.0000	0	376.5000	999.0000	0	580.5000	981.0000	0	1353.0000	792.0000	0	756.0000	579.0000	0																											
133	1246.5000	273.0000	0	740.2545	188.9416	0	873.0000	984.0000	0	663.0000	1027.5000	0	1219.5000	991.5000	0	376.5000	999.0000	0	580.5000	981.0000	0	1351.5000	793.5000	0	754.5000	580.5000	0																											
134	1246.5000	273.0000	0	739.4523	189.3566	0	873.0000	984.0000	0	663.0000	1027.5000	0	1221.0000	991.5000	0	376.5000	999.0000	0	580.5000	979.5000	0	1353.0000	792.0000	0	754.5000	580.5000	0																											
135	1246.5000	273.0000	0	739.4851	191.4387	0	871.5000	984.0000	0	664.5000	1029.0000	0	1221.0000	991.5000	0	376.5000	999.0000	0	582.0000	979.5000	0	1353.0000	792.0000	0	754.5000	579.0000	0																											
136	1246.5000	273.0000	0	741.0000	195.0000	0	870.0000	987.0000	0	663.0000	1027.5000	0	1221.0000	991.5000	0	376.5000	999.0000	0	582.0000	979.5000	0	1354.5000	792.0000	0																														
137	1246.5000	273.0000	0	739.1722	192.6001	0	870.0000	987.0000	0	663.0000	1026.0000	0	1219.5000	991.5000	0	376.5000	1000.5000	0	582.0000	981.0000	0	1353.0000	792.0000	0																														
138	1246.5000	274.5000	0	738.9519	192.8664	0	868.5000	987.0000	0	661.5000	1027.5000	0	1221.0000	993.0000	0	376.5000	1000.5000	0	582.0000	981.0000	0	1353.0000	792.0000	0																														
139	1245.0000	273.0000	0	738.8261	193.4434	0	870.0000	987.0000	0	661.5000	1027.5000	0	1219.5000	994.5000	0	376.5000	1000.5000	0	582.0000	981.0000	0	1353.0000	790.5000	0																														
140	1245.0000	273.0000	0	739.5000	195.0000	0	870.0000	988.5000	0	661.5000	1026.0000	0	1219.5000	994.5000	0	376.5000	1000.5000	0	580.5000	981.0000	0	1353.0000	792.0000	0																														
141	1243.5000	274.5000	0	739.5000	195.0000	0	871.5000	988.5000	0	661.5000	1026.0000	0	1218.0000	996.0000	0	376.5000	1000.5000	0	580.5000	979.5000	0	1351.5000	790.5000	0																														
142	1243.5000	273.0000	0	739.5000	196.5000	0	870.0000	990.0000	0	663.0000	1027.5000	0	1218.0000	996.0000	0	376.5000	1000.5000	0	582.0000	979.5000	0	1351.5000	790.5000	0																														
143	1243.5000	273.0000	0	739.5000	196.5000	0	870.0000	990.0000	0	663.0000	1027.5000	0	1218.0000	996.0000	0	375.0000	1000.5000	0	582.0000	979.5000	0	1353.0000	790.5000	0																														
144	1243.5000	273.0000	0	738.0000	196.5000	0	868.5000	990.0000	0	664.5000	1027.5000	0	1219.5000	996.0000	0	376.5000	999.0000	0	580.5000	979.5000	0	1351.5000	790.5000	0																														
145	1242.0000	276.0000	0	738.0000	196.5000	0	868.5000	990.0000	0	664.5000	1027.5000	0	1218.0000	996.0000	0	376.5000	999.0000	0	582.0000	981.0000	0	1353.0000	790.5000	0																														
146	1242.0000	276.0000	0	738.3926	197.2568	0	868.5000	990.0000	0	664.5000	1029.0000	0	1218.0000	996.0000	0	376.5000	1000.5000	0	583.5000	979.5000	0	1353.0000	790.5000	0																														
147	1242.0000	276.0000	0	736.5000	198.0000	0	868.5000	990.0000	0	664.5000	1029.0000	0	1219.5000	996.0000	0	376.5000	1000.5000	0	583.5000	979.5000	0	1351.5000	792.0000	0																														
148	1242.0000	277.5000	0	736.5000	196.5000	0	867.0000	991.5000	0	663.0000	1030.5000	0	1219.5000	994.5000	0	378.0000	1000.5000	0	583.5000	981.0000	0	1351.5000	792.0000	0																														
149	1242.0000	276.0000	0	736.5000	198.0000	0	865.5000	993.0000	0	663.0000	1030.5000	0	1218.0000	994.5000	0	378.0000	1000.5000	0	585.0000	982.5000	0	1350.0000	792.0000	0																														
150	1242.0000	276.0000	0	736.5000	198.0000	0	865.5000	993.0000	0	664.5000	1030.5000	0	1218.0000	994.5000	0	379.5000	1000.5000	0	585.0000	982.5000	0	1350.0000	790.5000	0																														
151	1240.5000	274.5000	0	738.0000	198.0000	0	864.0000	993.0000	0	663.0000	1030.5000	0	1218.0000	994.5000	0	378.0000	1002.0000	0	582.0000	982.5000	0	1350.0000	790.5000	0																														
152	1239.0000	274.5000	0	736.5000	198.0000	0	862.5000	994.5000	0	663.0000	1032.0000	0	1216.5000	996.0000	0	378.0000	1002.0000	0	582.0000	982.5000	0	1350.0000	792.0000	0																														
153	1239.0000	276.0000	0	735.0000	199.5000	0	864.0000	994.5000	0	664.5000	1032.0000	0	1215.0000	996.0000	0	378.0000	1000.5000	0	582.0000	982.5000	0	1350.0000	793.5000	0																														
154	1237.5000	276.0000	0	735.0000	199.5000	0	864.0000	996.0000	0	664.5000	1032.0000	0	1215.0000	996.0000	0	379.5000	1002.0000	0	583.5000	982.5000	0	1350.0000	795.0000	0																														
155	1239.0000	274.5000	0	734.3094	199.0584	0	864.0000	996.0000	0	664.5000	1030.5000	0	1215.0000	996.0000	0	378.0000	1003.5000	0	583.5000	982.5000	0	1350.0000	795.0000	0																														
156	1239.0000	274.5000	0	735.6635	201.0354	0	862.5000	996.0000	0	664.5000	1030.5000	0	1215.0000	996.0000	0	378.0000	1003.5000	0	583.5000	982.5000	0	1348.5000	795.0000	0																														
157	1239.0000	274.5000	0	734.7583	199.6087	0	862.5000	997.5000	0	664.5000	1030.5000	0	1215.0000	994.5000	0	376.5000	1003.5000	0	583.5000	982.5000	0	1348.5000	796.5000	0																														
158	1239.0000	274.5000	0	733.5000	198.0000	0	862.5000	999.0000	0	664.5000	1030.5000	0	1215.0000	994.5000	0	376.5000	1002.0000	0	583.5000	984.0000	0	1348.5000	795.0000	0																														
159	1239.0000	274.5000	0	732.0000	198.0000	0	862.5000	997.5000	0	664.5000	1033.5000	0	1215.0000	994.5000	0	376.5000	1002.0000	0	582.0000	984.0000	0	1347.0000	795.0000	0																														
160	1239.0000	274.5000	0	732.4684	198.0306	0	864.0000	999.0000	0	663.0000	1032.0000	0	1213.5000	993.0000	0	375.0000	1002.0000	0	583.5000	984.0000	0	1347.0000	795.0000	0																														
161	1239.0000	274.5000	0	732.0000	198.0000	0	865.5000	999.0000	0	664.5000	1032.0000	0	1213.5000	991.5000	0	375.0000	1002.0000	0	585.0000	984.0000	0	1345.5000	796.5000	0																														
162	1237.5000	274.5000	0	730.5000	198.0000	0	865.5000	999.0000	0	663.0000	1032.0000	0	1213.5000	991.5000	0	375.0000	1002.0000	0	583.5000	985.5000	0	1345.5000	796.5000	0																														
163	1237.5000	274.5000	0	729.5417	196.7728	0	864.0000	999.0000	0	661.5000	1033.5000	0	1216.5000	991.5000	0	375.0000	1002.0000	0	583.5000	985.5000	0	1344.0000	796.5000	0																														
164	1237.5000	276.0000	0	729.0000	196.5000	0	865.5000	997.5000	0	661.5000	1033.5000	0	1216.5000	991.5000	0	376.5000	1002.0000	0	582.0000	985.5000	0	1345.5000	795.0000	0																														
165	1237.5000	277.5000	0	729.0000	196.5000	0	865.5000	997.5000	0	661.5000	1033.5000	0	1216.5000	991.5000	0	375.0000	1002.0000	0	583.5000	985.5000	0	1345.5000	798.0000	0																														
166	1236.0000	279.0000	0	726.0000	198.0000	0	864.0000	997.5000	0	660.0000	1035.0000	0	1216.5000	993.0000	0	376.5000	1003.5000	0	585.0000	985.5000	0	1345.5000	796.5000	0																														
167	1234.5000	279.0000	0	726.0000	198.0000	0	865.5000	996.0000	0	660.0000	1036.5000	0	1215.0000	993.0000	0	376.5000	1003.5000	0	583.5000	985.5000	0	1344.0000	796.5000	0																														
168	1234.5000	277.5000	0	724.5000	198.0000	0	864.0000	996.0000	0	660.0000	1036.5000	0	1215.0000	994.5000	0	376.5000	1003.5000	0	582.0000	985.5000	0	1342.5000	796.5000	0																														
169	1234.5000	277.5000	0	726.0000	199.5000	0	862.5000	996.0000	0	660.0000	1036.5000	0	1215.0000	994.5000	0	376.5000	1002.0000	0	582.0000	987.0000	0	1342.5000	798.0000	0																														
170	1233.0000	277.5000	0	726.0000	199.5000	0	862.5000	996.0000	0	658.5000	1038.0000	0	1215.0000	994.5000	0	375.0000	1003.5000	0	582.0000	987.0000	0	1341.0000	799.5000	0																														
171	1233.0000	277.5000	0	727.5000	196.5000	0	862.5000	996.0000	0	660.0000	1036.5000	0	1215.0000	996.0000	0	375.0000	1003.5000	0	582.0000	987.0000	0	1339.5000	799.5000	0																														
172	1233.0000	279.0000	0	726.0000	196.5000	0	862.5000	996.0000	0	660.0000	1036.5000	0	1213.5000	997.5000	0	375.0000	1005.0000	0	580.5000	987.0000	0	1339.5000	799.5000	0																														
173	1233.0000	279.0000	0	726.0000	198.0000	0	864.0000	997.5000	0	658.5000	1038.0000	0	1212.0000	997.5000	0	375.0000	1006.5000	0	580.5000	987.0000	0	1338.0000	799.5000	0																														
174	1233.0000	280.5000	0	727.5000	198.0000	0	865.5000	996.0000	0	658.5000	1039.5000	0	1212.0000	997.5000	0	373.5000	1006.5000	0	580.5000	985.5000	0	1336.5000	799.5000	0																														
175	1231.5000	280.5000	0	726.0000	199.5000	0	865.5000	997.5000	0	658.5000	1038.0000	0	1210.5000	997.5000	0	373.5000	1006.5000	0	580.5000	987.0000	0																																	
176	1230.0000	280.5000	0	724.5000	198.0000	0	865.5000	999.0000	0	658.5000	1038.0000	0	1210.5000	997.5000	0	373.5000	1008.0000	0	580.5000	987.0000	0																																	
177	1230.0000	279.0000	0	723.0000	198.0000	0	865.5000	999.0000	0	658.5000	1038.0000	0	1210.5000	997.5000	0	373.5000	1008.0000	0	579.0000	987.0000	0																																	
