Frame	X5	Y5	Flag5	X6	Y6	Flag6	X3	Y3	Flag3	X7	Y7	Flag7	X2	Y2	Flag2	X4	Y4	Flag4	X1	Y1	Flag1	X8	Y8	Flag8
48	429.0000	513.0000	0	59.7378	922.9239	0	25.5777	878.7065	0	870.9018	489.5033	0	863.1186	433.3429	0									
49	427.5000	511.5000	0	58.9817	922.1705	0	25.0555	878.6828	0	871.1760	488.0840	0	862.9313	433.5712	0									
50	426.0000	513.0000	0	60.3693	923.4489	0	24.4222	877.7213	0	870.6537	488.3395	0	863.7861	432.1099	0									
51	426.0000	511.5000	0	61.2424	923.6344	0	25.2322	877.9998	0	871.1447	487.2453	0	866.5419	434.3792	0									
52	426.0000	510.0000	0	60.8056	923.4407	0	25.1266	878.5156	0	870.6888	487.0094	0	863.4538	436.1353	0									
53	427.5000	508.5000	0	60.6644	922.6997	0	25.5250	878.9215	0	870.8427	486.9277	0	862.1857	435.2198	0									
54	429.0000	510.0000	0	60.4064	922.3332	0	25.2612	878.8397	0	871.4117	486.0293	0	864.8954	434.2001	0									
55	426.0000	510.0000	0	60.0141	922.8261	0	25.6391	878.7208	0	871.8950	485.8611	0	863.8931	436.1136	0									
56	427.5000	510.0000	0	58.8125	921.9733	0	25.6768	878.6790	0	872.1656	485.9709	0	864.9064	436.1021	0									
57	427.5000	511.5000	0	58.4787	921.6681	0	25.4695	878.0518	0	871.8086	486.1358	0	864.0375	436.4132	0									
58	429.0000	510.0000	0	58.2365	921.7689	0	25.2297	878.2607	0	870.3681	486.7377	0	860.4347	438.1732	0									
59	429.0000	510.0000	0	58.0020	921.8860	0	25.4236	877.7828	0	869.2303	487.1721	0	862.6262	438.0814	0									
60	429.0000	510.0000	0	57.6836	921.4609	0	25.1187	877.4299	0	867.8796	486.0529	0	863.8409	438.0391	0									
61	429.0000	510.0000	0	57.8736	921.8678	0	24.9267	877.2126	0	868.4770	486.1224	0	862.8017	438.3817	0									
62	429.0000	510.0000	0	58.9360	922.6607	0	25.5006	877.8454	0	868.5992	486.3925	0	865.4434	437.2418	0									
63	427.5000	510.0000	0	58.7319	922.1415	0	25.2174	877.7178	0	868.3250	485.8685	0	866.4576	436.5397	0									
64	429.0000	511.5000	0	57.8464	921.7756	0	24.8233	877.1535	0	868.7955	485.4755	0	864.5960	438.0933	0									
65	426.0000	508.5000	0	57.0245	921.7539	0	24.9398	876.8938	0	869.4501	485.5691	0	866.4035	436.8812	0									
66	426.0000	510.0000	0	57.2757	921.9001	0	25.0858	877.1639	0	869.6784	485.3536	0	862.4091	438.8484	0									
67	429.0000	507.0000	0	56.5859	922.3368	0	24.4697	876.4234	0	868.9094	485.9220	0	861.3086	438.2093	0									
68	429.0000	508.5000	0	55.7723	921.4784	0	24.7069	877.6314	0	869.0972	485.5852	0	861.7590	438.6364	0									
69	429.0000	508.5000	0	55.4708	920.5138	0	24.2719	877.5865	0	869.3034	486.1974	0	857.5787	440.4149	0									
70	430.5000	510.0000	0	55.6410	920.2011	0	24.0437	877.4161	0	868.8793	486.6211	0	860.3747	439.1642	0									
71	429.0000	508.5000	0	55.8822	920.2187	0	24.2912	877.1631	0	869.7729	487.5304	0	859.9756	440.1038	0									
72	429.0000	508.5000	0	55.7629	920.5375	0	24.1577	877.2938	0	868.8483	487.2716	0	858.1248	440.2846	0									
73	429.0000	508.5000	0	55.0942	920.7086	0	24.5613	876.5373	0	868.7138	487.2246	0	858.9005	440.5543	0									
74	430.5000	510.0000	0	55.3303	920.3272	0	24.5627	876.1177	0	868.2272	487.2153	0	856.0363	442.1980	0									
75	430.5000	508.5000	0	54.8232	919.6845	0	24.5906	876.4865	0	870.0558	488.9082	0	856.0345	442.4730	0									
76	429.0000	510.0000	0	55.5143	921.2608	0	24.2371	875.9863	0	869.4022	489.1061	0	857.1451	443.1849	0									
77	427.5000	510.0000	0	54.8198	920.3192	0	23.9361	876.1315	0	868.2574	488.6646	0	858.3101	443.3116	0									
78	427.5000	510.0000	0	54.6716	920.5297	0	24.1492	875.4183	0	868.3348	487.9366	0	857.1077	443.9001	0									
79	429.0000	510.0000	0	54.1851	920.9207	0	24.5531	875.4258	0	868.2568	487.4054	0	856.3163	441.6741	0									
