Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9
Tracks 1 to 9
61	 	 	 	654.53631	332.77233	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
62	 	 	 	654.34572	333.63652	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
63	 	 	 	653.98767	332.82547	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
64	 	 	 	 	 	 	 	 	 	1221.40906	800.92426	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
65	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
66	 	 	 	 	 	 	 	 	 	1201.50000	801.00000	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
67	 	 	 	637.66904	336.36463	*	 	 	 	1203.00000	801.00000	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68	 	 	 	636.06162	335.45602	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
69	 	 	 	637.59005	335.36250	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70	 	 	 	636.12932	336.16988	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71	 	 	 	636.28867	335.73937	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
72	 	 	 	636.48011	333.77142	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
73	 	 	 	636.38818	335.66703	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
74	 	 	 	636.18576	335.44917	 	 	 	 	1164.20458	793.86667	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
75	 	 	 	636.93112	334.17789	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
76	 	 	 	635.98737	333.69038	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
77	 	 	 	635.58972	334.33727	 	 	 	 	1163.05131	792.19318	*	132.00000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
78	 	 	 	635.65841	333.16594	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
79	 	 	 	636.21351	332.18365	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80	 	 	 	 	 	 	 	 	 	1164.21010	793.40713	*	132.00000	429.00000	*	 	 	 	 	 	 	 	 	 	 	 	 
81	 	 	 	 	 	 	 	 	 	1163.63466	791.58165	 	132.00000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
82	 	 	 	 	 	 	 	 	 	 	 	 	132.00000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
83	 	 	 	 	 	 	 	 	 	1163.97665	791.91077	*	132.00000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
84	 	 	 	636.64110	334.32987	*	 	 	 	1164.19263	790.05119	 	132.00000	430.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
85	 	 	 	635.90975	332.86097	 	 	 	 	1165.85380	792.57524	 	132.00000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
86	 	 	 	636.49636	333.44201	 	 	 	 	 	 	 	132.00000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
87	 	 	 	636.28378	333.58128	 	 	 	 	1164.29678	791.59080	*	132.00000	430.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
88	 	 	 	 	 	 	 	 	 	 	 	 	130.50000	430.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
89	 	 	 	 	 	 	 	 	 	 	 	 	130.50000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
90	 	 	 	 	 	 	 	 	 	1163.90751	792.76019	*	132.00000	430.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
91	 	 	 	 	 	 	 	 	 	1163.80616	791.47308	 	130.50000	430.50000	 	970.50000	451.50000	 	 	 	 	 	 	 	 	 	 
92	 	 	 	 	 	 	 	 	 	1164.92126	792.32141	 	130.50000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
93	 	 	 	 	 	 	 	 	 	 	 	 	130.50000	429.00000	 	970.50000	450.00000	*	 	 	 	 	 	 	 	 	 
94	 	 	 	 	 	 	 	 	 	 	 	 	130.50000	429.00000	 	970.50000	451.50000	 	 	 	 	 	 	 	 	 	 
95	 	 	 	 	 	 	 	 	 	 	 	 	130.50000	429.00000	 	970.50000	450.00000	 	 	 	 	 	 	 	 	 	 
96	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
97	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	429.00000	 	970.50000	450.00000	*	 	 	 	 	 	 	 	 	 
98	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	427.50000	 	970.50000	450.00000	 	 	 	 	 	 	 	 	 	 
99	 	 	 	 	 	 	 	 	 	 	 	 	130.50000	427.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
100	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	427.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
101	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	427.50000	 	970.50000	450.00000	*	 	 	 	 	 	 	 	 	 
102	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	427.50000	 	970.50000	450.00000	 	 	 	 	 	 	 	 	 	 
103	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	427.50000	 	970.50000	450.00000	 	 	 	 	 	 	 	 	 	 
104	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	427.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
105	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	427.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
106	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	427.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
107	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	427.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
108	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
109	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	429.00000	 	970.50000	450.00000	*	 	 	 	 	 	 	 	 	 
110	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
111	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	427.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
112	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	429.00000	 	969.00000	450.00000	*	 	 	 	 	 	 	 	 	 
113	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	429.00000	 	 	 	 	 	 	 	 	 	 	 	 	 
114	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	429.00000	 	970.50000	448.50000	*	 	 	 	 	 	 	 	 	 
115	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	430.50000	 	 	 	 	 	 	 	 	 	 	 	 	 
116	 	 	 	 	 	 	 	 	 	 	 	 	129.00000	429.00000	 	969.00000	448.50000	*	 	 	 	 	 	 	 	 	 
117	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	429.00000	 	969.00000	447.00000	 	 	 	 	 	 	 	 	 	 
118	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	429.00000	 	969.00000	448.50000	 	 	 	 	 	 	 	 	 	 
119	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	429.00000	 	969.00000	448.50000	 	 	 	 	 	 	 	 	 	 
120	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	429.00000	 	969.00000	448.50000	 	 	 	 	 	 	 	 	 	 
121	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	429.00000	 	969.00000	450.00000	 	 	 	 	 	 	 	 	 	 
122	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	430.50000	 	967.50000	450.00000	 	 	 	 	 	 	 	 	 	 
123	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	429.00000	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
124	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	430.50000	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
125	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	430.50000	 	967.50000	450.00000	 	 	 	 	 	 	 	 	 	 
126	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	430.50000	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
127	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	430.50000	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
128	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	430.50000	 	967.50000	450.00000	 	 	 	 	 	 	 	 	 	 
129	 	 	 	 	 	 	 	 	 	 	 	 	127.50000	429.00000	 	967.50000	450.00000	 	 	 	 	 	 	 	 	 	 
130	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	430.50000	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
131	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	430.50000	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
132	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	430.50000	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
133	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	429.00000	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
134	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	429.00000	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
135	 	 	 	 	 	 	 	 	 	 	 	 	130.46286	430.72836	 	967.50000	448.50000	 	 	 	 	 	 	 	 	 	 
136	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	967.50000	448.50000	 	229.50000	84.00000	 	 	 	 	 	 	 
137	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	430.50000	 	967.50000	448.50000	 	229.50000	84.00000	 	 	 	 	 	 	 
138	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	430.50000	 	967.50000	448.50000	 	229.50000	84.00000	 	 	 	 	 	 	 
139	 	 	 	 	 	 	 	 	 	 	 	 	124.50000	432.00000	 	967.50000	448.50000	 	229.50000	84.00000	 	 	 	 	 	 	 
140	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	430.50000	 	967.50000	447.00000	 	 	 	 	 	 	 	 	 	 
141	 	 	 	 	 	 	 	 	 	 	 	 	126.00000	430.50000	 	967.50000	447.00000	 	228.00000	84.00000	*	 	 	 	 	 	 
