Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22	X23	Y23	Flag23	X24	Y24	Flag24	X25	Y25	Flag25	X26	Y26	Flag26	X27	Y27	Flag27	X28	Y28	Flag28	X29	Y29	Flag29	X30	Y30	Flag30	X31	Y31	Flag31	X32	Y32	Flag32	X33	Y33	Flag33	X34	Y34	Flag34	X35	Y35	Flag35	X36	Y36	Flag36	X37	Y37	Flag37	X38	Y38	Flag38	X39	Y39	Flag39
Tracks 1 to 39
40	40.25	471.25	*	870.8214	402.17856	*	1324.4565	303.23914	*	112.35714	838.9643	*	304.6	438.6	*	600.6177	187.38235	*	659.5357	325.85715	*	1387.5	1078.3182	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
41	169.26	300.66	*	872.5333	402.1	*	1371.4412	40.67647	*	95.333336	861.5	*	442.72223	427.77777	*	615.96155	160.65384	*	824.5	233.80435	*	1391.326	1078.3695	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
42	175.08824	294.44116	*	820.5625	243.0	*	1368.4546	31.772728	*	89.79412	855.08826	*	226.16667	471.87036	*	619.15	151.15	*	640.0	305.625	*	1385.5	1071.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
43	175.6579	295.28946	*	821.65	253.9	*	1368.1666	30.11111	*	90.07143	855.0357	*	164.79411	302.38235	*	621.22	149.3	*	638.625	304.25	*	1388.6786	1072.1072	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
44	175.9	295.03333	*	863.4643	403.32144	*	1081.0	36.458332	*	290.98148	407.46295	*	167.22728	300.86365	*	618.06525	150.97826	*	639.1667	303.36667	*	1387.362	1072.0862	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
45	176.71053	294.8684	*	860.7143	406.0	*	1079.7916	36.208332	*	432.16666	445.11905	*	165.03334	301.16666	*	620.0	149.375	*	793.0769	280.6154	*	669.4048	985.5952	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
46	166.59091	301.81818	*	821.0	244.25	*	1224.3422	8.078947	*	501.9	541.94	*	603.76666	158.63333	*	1011.23334	180.83333	*	1046.6818	201.63637	*	1387.9667	1072.9667	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
47	166.90909	301.0909	*	853.91174	405.38235	*	1207.1316	41.18421	*	502.1	544.55	*	605.2308	160.03847	*	1010.2368	180.76315	*	1079.4375	58.375	*	1094.7778	671.3889	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
48	391.375	220.5	*	995.44446	352.6111	*	1085.6666	37.833332	*	402.5	691.5	*	1012.7	179.7	*	564.0714	840.1667	*	675.05554	996.2778	*	1389.5741	1074.0927	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
49	603.7353	179.44118	*	993.0	353.8125	*	785.08826	170.08824	*	521.0	996.0	*	818.7857	263.92856	*	670.875	995.6667	*	852.2895	409.1316	*	1389.6034	1076.3276	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
50	603.5	156.5	*	852.4091	408.5909	*	619.44116	151.32353	*	523.1667	996.125	*	608.5	149.7	*	414.5909	862.4091	*	504.23334	139.43333	*	1390.9117	1076.3823	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
51	847.9	409.1	*	990.75	357.25	*	1009.6786	180.14285	*	669.0333	985.56665	*	1071.8334	39.11111	*	411.71738	861.9783	*	100.54762	134.78572	*	1389.0	1078.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
52	848.5	408.0	*	988.6	358.55	*	1097.5625	46.4375	*	665.375	993.9375	*	1081.0	36.5	*	409.85715	861.1429	*	500.6111	147.38889	*	1163.3235	995.2059	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
53	793.8333	177.53703	*	1011.7	181.4	*	1082.2727	37.909092	*	668.8214	984.7143	*	1368.4474	2.131579	*	407.5476	861.7381	*	607.5476	148.69048	*	659.7778	1003.1111	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
54	639.5	306.05554	*	1318.3422	312.07895	*	490.08823	548.6177	*	667.6786	995.1071	*	405.75	863.45	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
55	638.84784	304.06522	*	816.94446	263.55554	*	314.96667	602.3	*	629.0	982.0	*	404.1154	862.6539	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
56	819.9375	243.5625	*	1010.85297	184.5	*	50.166668	770.76666	*	630.1875	981.625	*	528.25	1019.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
57	1007.3	182.56667	*	1369.3948	1.5526316	*	486.6154	554.8461	*	669.38	984.58	*	600.1316	673.4474	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
58	1006.43335	182.1	*	1400.5667	246.7	*	660.15	325.5	*	406.32608	862.06525	*	1138.4375	995.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
59	1095.3823	31.264706	*	1367.6875	1.5	*	660.5455	326.13635	*	406.46	863.7	*	752.5	889.85297	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
60	1301.65	83.15	*	1108.9375	695.5	*	608.9375	149.4375	*	405.83334	866.3148	*	625.91174	984.6177	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
61	821.4375	248.6875	*	598.0	673.2857	*	346.56668	226.83333	*	163.9	300.8	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
62	982.6905	373.5476	*	574.2368	688.0263	*	342.25	225.15	*	97.96154	148.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1098.6333	46.033333	 	607.94446	148.66667	*	1403.2222	255.83333	*	163.05556	476.83334	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
63	1296.6333	284.76666	*	516.75	711.375	*	99.166664	147.70833	*	638.36957	307.06522	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1211.1666	22.566668	*	397.46295	721.3889	*	1316.85	308.1	*	409.5	867.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
64	1325.8334	313.27777	*	574.4655	690.3276	*	343.45	221.55	*	800.1875	287.125	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1202.1	451.2	*	408.07693	870.1539	*	622.0	990.5	*	312.0909	586.6818	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
65	985.5	368.8684	*	566.6724	692.6724	*	344.5	218.36667	*	602.75	145.1875	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1077.1316	73.39474	*	407.0	867.5	*	662.3095	993.119	*	543.36664	693.1	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
66	985.8	368.15	*	408.84616	869.5	*	381.36667	232.56667	*	619.7941	151.08824	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1083.5358	75.07143	*	164.5	503.16666	*	1152.9445	468.83334	*	1072.7	37.3	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
67	982.7174	369.36957	*	406.7	869.76666	*	279.2647	426.08823	*	1312.6666	294.08334	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	966.7222	1027.0	*	39.375	786.9167	*	655.76086	991.3261	*	615.8684	993.4474	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
68	1012.4091	198.40909	*	320.8125	989.3125	*	278.9	425.95	*	1302.7759	629.3276	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	684.76666	1004.9	*	417.36365	715.5909	*	658.85297	992.7353	*	619.6667	993.2222	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
69	1077.6177	73.20588	*	1.26	854.5	*	167.2619	492.5	*	1154.3148	302.3889	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	777.3421	285.9737	*	766.875	281.5	*	800.86664	285.86667	*	758.9667	268.83334	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70	598.46	188.78	*	47.68182	996.4545	*	170.3	493.75	*	384.38	233.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	659.125	992.4375	*	658.1316	999.5	*	34.966667	475.63333	*	323.02942	1040.1471	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
71	759.8929	271.92856	*	77.63333	978.9	*	166.7	491.43332	*	163.375	476.625	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	655.9	994.56665	*	656.1875	1003.1875	*	1004.14	196.66	*	1425.6305	635.45654	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
72	994.11536	181.8077	*	158.16667	885.2407	*	167.23334	490.16666	*	280.2143	425.89285	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	680.9375	1012.9375	*	615.3421	991.4474	*	1201.7	27.3	*	1312.1471	306.61765	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
73	992.43335	181.36667	*	38.94	790.14	*	289.55264	391.9737	*	766.9231	281.46155	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	617.36664	992.9667	*	304.7	1072.4333	*	1076.3125	72.0	*	1152.1316	469.3421	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
74	801.63336	284.9	*	176.73529	471.91177	*	345.1154	217.34616	*	767.3571	281.32144	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	615.7778	990.6111	*	653.7632	1010.0789	*	1282.9667	89.1	*	1317.0264	629.6579	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
75	760.1	255.83333	*	154.71053	299.0263	*	507.7	151.25	*	995.2273	180.36363	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	961.9286	1024.2142	*	186.11111	898.8889	*	1353.8125	27.125	*	1311.0264	629.4474	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
76	594.55884	175.5	*	38.98	477.9	*	506.6111	151.55556	*	1075.5588	273.08823	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	609.0	987.0	*	363.3421	626.3421	*	604.6111	156.66667	*	1412.9375	988.75	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
77	603.6579	156.02632	*	38.01852	480.6111	*	409.5	880.14703	*	1337.5	42.75	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	607.0	986.5	*	189.76315	851.3947	*	964.9583	1021.875	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
78	776.9583	285.70834	*	37.61111	483.68518	*	413.14706	878.5	*	1304.2	281.1	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	607.3	985.98	*	324.83334	1041.25	*	659.2778	993.53705	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
79	776.7	286.03333	*	36.61111	482.53705	*	414.07895	878.6053	*	1324.125	315.9375	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	325.02173	1041.5435	*	167.94444	490.5	*	427.55554	465.33334	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
80	1000.587	257.1087	*	34.964287	482.5	*	324.5625	1040.625	*	1201.3125	27.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	306.32352	1072.5588	*	1.6764706	450.14706	*	345.39655	218.08621	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
81	1137.1111	327.05554	*	37.155174	484.1207	*	418.875	879.75	*	1270.25	82.958336	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	605.2826	982.587	*	0.96666664	451.96667	*	506.23914	148.63043	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
82	1308.94	281.78	*	31.964285	481.85715	*	600.2083	983.5	*	1216.3667	42.033333	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	923.8182	1046.0454	*	507.5625	149.0	*	759.8913	272.4565	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
83	1310.15	308.65	*	37.396553	480.98276	*	601.1667	987.5	*	1286.2222	108.22222	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	324.3125	1040.1875	*	508.58694	152.32608	*	778.0	285.27777	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
84	1073.1	71.833336	*	33.537037	480.6111	*	596.119	988.2619	*	343.24075	216.68518	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	304.22726	1072.3636	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
85	1076.9117	73.26471	*	35.807693	479.0	*	596.9	986.85	*	346.8125	216.3125	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	928.0625	1021.125	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
86	638.4167	307.66666	*	35.366665	479.96667	*	485.0625	1078.25	*	461.75	42.6875	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1139.362	998.18964	*	 	 	 	 	 	 	 	 	 	163.8	477.55	*	167.64815	491.12964	*	38.98148	792.3889	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
87	639.1667	343.56668	*	34.42	483.42	*	593.0	988.5	*	460.16666	41.3	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1130.9667	997.8333	*	 	 	 	 	 	 	 	 	 	165.375	490.9375	*	577.2692	170.76923	*	667.587	1008.1087	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
