Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17	X18	Y18	Flag18	X19	Y19	Flag19	X20	Y20	Flag20	X21	Y21	Flag21	X22	Y22	Flag22	X23	Y23	Flag23	X24	Y24	Flag24	X25	Y25	Flag25	X26	Y26	Flag26	X27	Y27	Flag27	X28	Y28	Flag28	X29	Y29	Flag29	X30	Y30	Flag30	X31	Y31	Flag31	X32	Y32	Flag32	X33	Y33	Flag33	X34	Y34	Flag34	X35	Y35	Flag35	X36	Y36	Flag36	X37	Y37	Flag37	X38	Y38	Flag38	X39	Y39	Flag39
Tracks 1 to 39
88	344.44116	221.67647	*	36.42857	485.64285	*	594.8913	988.45654	*	246.86842	395.71054	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	525.35	1078.0	*	 	 	 	 	 	 	 	 	 	166.36957	491.41306	*	285.7381	435.11905	*	565.2895	690.7632	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
89	243.75	396.75	*	1.75	450.75	*	591.5476	987.6905	*	162.44737	477.39474	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	925.0	1047.0	*	 	 	 	 	 	 	 	 	 	1.2857143	863.0	*	38.61111	969.6667	*	1428.9	489.43332	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90	246.1875	395.375	*	34.785713	487.39285	*	593.5	989.5	*	378.375	241.125	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1143.0	992.3182	*	 	 	 	 	 	 	 	 	 	306.9091	910.63635	*	801.4167	286.16666	*	1071.4231	71.38461	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91	165.82	490.9	*	32.566666	486.36667	*	592.6111	990.7778	*	566.9167	391.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1368.4	589.9	*	 	 	 	 	 	 	 	 	 	398.41666	716.625	*	1072.3	72.23333	*	56.4375	975.625	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
92	240.22223	396.66666	*	30.97826	487.76086	*	592.91174	990.3823	*	1193.5526	40.81579	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1336.7632	274.3421	*	 	 	 	 	 	 	 	 	 	54.0625	976.0625	*	1338.7084	60.333332	*	1310.0	912.5833	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
93	239.71053	399.1316	*	33.192307	486.53845	*	593.8684	990.2895	*	1284.881	104.59524	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1437.5	298.26923	*	 	 	 	 	 	 	 	 	 	162.83333	477.36667	*	1365.0264	597.8684	*	1310.1666	915.3571	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
94	240.0	399.5	*	146.56667	290.7	*	591.8	991.65	*	1361.2368	38.55263	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1435.86	298.82	*	 	 	 	 	 	 	 	 	 	801.08826	284.85294	*	1309.1316	919.2368	*	928.1667	1056.7778	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
95	243.25	401.9375	*	33.17857	487.10715	*	594.119	992.7381	*	1336.9231	22.807692	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1335.125	276.375	*	 	 	 	 	 	 	 	 	 	667.25	314.625	*	1310.1666	920.1667	*	315.76086	1054.0652	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
96	245.16667	404.23334	*	140.09259	494.42593	*	50.205883	970.3823	*	1348.7174	60.152172	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1336.6111	276.0	*	 	 	 	 	 	 	 	 	 	992.1923	186.61539	*	1310.8182	922.5455	*	43.944443	978.3889	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
97	242.5	404.5	*	571.881	389.59525	*	47.166668	996.0417	*	1358.55	53.65	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1438.4333	299.63333	*	 	 	 	 	 	 	 	 	 	965.4286	198.35715	*	589.5	991.7917	*	593.3077	747.88464	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98	265.3421	439.9737	*	637.8929	307.32144	*	46.966667	996.3	*	1286.5	106.35714	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1399.7	277.63333	*	 	 	 	 	 	 	 	 	 	1416.6154	256.76923	*	591.7778	993.1111	*	592.875	748.8333	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
99	265.22726	441.54544	*	593.4643	747.8571	*	46.382355	995.9706	*	1365.9	604.9667	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1307.9	917.54	*	 	 	 	 	 	 	 	 	 	177.625	453.66666	*	161.32353	901.44116	*	33.133335	805.3	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100	179.63333	452.63333	*	142.43333	493.23334	*	39.142857	793.4643	*	1307.8103	917.0517	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1390.326	262.5435	*	 	 	 	 	 	 	 	 	 	24.891304	166.80435	*	586.95	184.05	*	1090.5625	92.0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101	33.333332	806.5	*	68.92308	959.2692	*	36.3	986.1	*	1308.2	917.75	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1303.0333	114.1	*	 	 	 	 	 	 	 	 	 	484.53845	123.34615	*	802.58	282.86	*	1187.0416	473.125	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
102	33.115383	804.8077	*	398.38235	714.14703	*	591.6	997.45	*	1404.4546	1046.091	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1315.0	51.35	*	 	 	 	 	 	 	 	 	 	789.05554	249.72223	*	1041.5	270.13635	*	1115.2916	344.58334	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
103	38.710526	791.2368	*	593.93475	995.3261	*	41.444443	1017.7222	*	1294.8125	620.1875	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1336.3636	59.227272	*	 	 	 	 	 	 	 	 	 	771.05	294.7	*	992.3	191.23334	*	1396.1875	254.375	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
104	168.63043	900.1957	*	591.05554	994.6111	*	28.1	489.76666	*	1337.5952	294.16666	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1438.5	301.1875	*	 	 	 	 	 	 	 	 	 	793.0625	252.4375	*	484.5	123.46296	*	477.63635	125.181816	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
105	70.78571	990.9762	*	399.11905	718.3095	*	793.3125	252.375	*	1341.8704	294.01852	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1317.8636	58.31818	*	 	 	 	 	 	 	 	 	 	1309.4546	639.0455	*	1363.75	834.4375	*	1405.0	1042.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
106	27.133333	490.43332	*	476.58694	123.63043	*	1072.9	70.7	*	1334.0555	289.3889	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1398.2333	280.76666	*	 	 	 	 	 	 	 	 	 	1300.25	639.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
107	1.3148148	867.2037	*	588.0333	184.16667	*	769.1316	294.55264	*	1399.3	279.43332	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1179.0	470.63635	*	 	 	 	 	 	 	 	 	 	1437.9706	796.7353	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108	1.1666666	451.76666	*	1113.3	351.35	*	639.58	771.1	*	1399.2916	279.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1353.9706	283.38235	*	 	 	 	 	 	 	 	 	 	759.1087	978.9783	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
109	24.0	496.13333	*	1344.0927	278.16666	*	590.2273	991.4545	*	1389.6578	261.1842	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1291.5625	630.25	*	 	 	 	 	 	 	 	 	 	1395.75	1042.2916	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110	48.44737	984.6053	*	1345.5625	42.0	*	593.7222	993.0	*	592.0	181.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	319.95456	984.86365	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111	47.375	985.0625	*	1297.62	133.5	*	593.1667	991.5	*	579.6053	199.13158	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	56.833332	978.25	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
112	50.214287	985.2143	*	1133.3	486.53333	*	592.2826	990.8913	*	587.9211	185.23685	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	59.54	979.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
113	59.61111	978.9074	*	1362.6	598.1	*	320.68182	984.4545	*	638.44116	308.20587	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	34.944443	985.2778	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
114	1.3333334	875.7	*	1430.8684	314.6579	*	589.2778	991.2778	*	765.7727	250.77272	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	476.76315	599.9211	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
115	0.9375	875.5	*	1421.6578	527.7105	*	592.8043	746.76086	*	638.0	309.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	151.07143	896.3571	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
116	361.9	721.1667	*	1419.1818	526.5909	*	588.63635	993.1818	*	593.7857	195.83333	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	141.26666	493.6	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
117	334.5	970.2222	*	1283.4333	636.36664	*	587.119	993.0714	*	591.6667	195.33333	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	182.61765	482.61765	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118	143.25	309.35	*	1283.5625	633.875	*	1064.262	105.45238	*	1406.6428	269.11905	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
119	392.125	832.5	*	1344.5	305.32352	*	1061.1471	102.20588	*	1044.1	311.1	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120	638.5	308.3	*	1076.34	102.06	*	1062.7413	102.56896	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121	853.1	438.9	*	1339.375	310.1875	*	1391.5555	527.6667	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
122	650.35187	324.94446	*	1277.7858	630.3095	*	781.1667	36.833332	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
123	1048.38	307.98	*	1407.65	270.95	*	1058.1666	100.5	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
124	1050.5	103.03333	*	1289.5	109.125	*	780.625	41.125	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
125	239.9375	403.75	*	391.4091	879.5909	*	23.06	506.42	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
126	186.4	511.15	*	387.25	880.5	*	19.685184	505.46295	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
127	187.26471	511.32352	*	388.28262	882.587	*	20.224138	506.5345	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128	154.64285	497.0357	*	387.23914	880.54346	*	18.384615	506.69232	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
129	235.61765	400.91177	*	382.03845	883.1923	*	583.06	697.82	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130	239.5	399.0	*	386.89285	882.6786	*	583.94446	698.55554	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131	13.277778	508.46295	*	382.77274	881.1818	*	740.91174	992.32355	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
132	19.891304	993.7174	*	385.61765	880.91174	*	515.8333	1009.0333	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
133	2.7272727	824.5	*	385.6905	878.6429	*	571.9375	738.5625	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
134	387.0	877.7222	*	1371.875	281.8125	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
135	387.625	878.8125	*	1390.2916	281.0	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	821.0926	3.6851852	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
136	592.3	195.83333	*	1284.5	629.96155	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	782.2778	41.166668	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
137	1017.7963	304.05554	*	1434.0	819.1875	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13.181818	513.8182	*	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
