Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17
Tracks 1 to 17
130	1139.5865	463.6786	*	15.413295	167.3253	*	93.66356	174.47319	*	352.22974	215.03448	*	277.2988	284.94666	*	880.54004	418.5121	*	1246.9252	536.79614	*	401.05362	518.0749	*	1279.5259	721.7687	*	641.17145	603.6841	*	509.33936	681.79956	*	708.7679	924.08136	*	424.39963	726.7648	*	602.4133	840.0325	*	 	 	 	1264.3684	1.0789474	 	 	 	 
131	1139.2197	463.36243	*	15.325016	167.29779	*	93.9259	174.09052	*	352.76685	215.79588	*	277.32672	285.12088	*	880.3203	419.41434	*	1246.0375	536.9387	*	400.77454	517.37775	*	1279.7534	722.12103	*	640.88324	604.8528	*	508.89526	682.2873	*	708.67206	925.626	*	423.95593	727.2915	*	602.4081	840.23047	*	 	 	 	1263.6666	1.25	 	 	 	 
132	1139.5911	462.8841	*	15.448553	167.22348	*	94.49409	174.30545	*	352.81418	215.78432	*	277.32834	285.1534	*	880.7754	420.1828	*	1245.8882	536.88586	*	400.37494	517.34064	*	1278.8475	721.60614	*	640.3708	605.04913	*	509.49722	681.4168	*	708.03265	925.87714	*	424.42435	726.62537	*	601.9976	840.80865	*	 	 	 	1263.88	1.3	 	 	 	 
133	1139.3333	463.29514	*	15.800567	166.8182	*	94.38899	173.83258	*	351.95947	215.34483	*	277.34647	285.14536	*	881.281	420.05453	*	1245.394	537.399	*	400.32242	517.8408	*	1278.3088	721.5984	*	640.6768	605.08795	*	510.1342	680.694	*	708.1526	925.2613	*	424.38144	725.93134	*	602.59375	839.8335	*	 	 	 	1263.5	1.2446809	 	 	 	 
134	1139.292	463.413	*	15.775252	167.1875	*	94.20337	173.34122	*	352.40308	215.4683	*	277.41113	285.1277	*	881.3121	420.17712	*	1244.7893	537.6525	*	400.77795	518.0559	*	1277.7805	721.62634	*	640.6385	605.1507	*	510.35693	680.68964	*	709.29144	925.11554	*	425.361	725.64307	*	602.40735	839.4957	*	 	 	 	1263.8208	1.3113208	 	 	 	 
135	1139.1998	463.06027	*	15.649587	167.74889	*	94.217926	173.5323	*	352.6082	215.13606	*	277.36615	285.09607	*	881.4207	420.44263	*	1244.6779	537.80054	*	401.59653	518.1033	*	1277.6637	720.7637	*	640.39935	604.6996	*	510.3365	680.703	*	709.2373	924.8712	*	426.2333	725.3304	*	601.2485	838.76245	*	 	 	 	1263.7646	1.0	 	 	 	 
136	1139.0404	462.25894	*	15.536586	167.51347	*	94.44088	173.96066	*	352.87558	214.40727	*	277.43384	284.93243	*	881.3484	419.9801	*	1244.9801	536.89874	*	401.73483	516.91095	*	1277.4979	720.22925	*	640.5479	604.78	*	509.84164	680.368	*	709.4727	924.3756	*	426.34457	725.5773	*	601.0223	837.8291	*	 	 	 	1262.875	0.875	 	 	 	 
137	1138.6748	462.4264	*	15.124587	167.30833	*	94.16074	172.995	*	353.34628	213.80788	*	277.48413	284.82928	*	881.0897	419.71912	*	1245.664	537.23553	*	401.97012	516.66656	*	1276.7994	720.0574	*	640.57477	604.31195	*	509.83395	680.1052	*	709.88086	924.1421	*	426.3385	725.9756	*	601.17566	838.25024	*	 	 	 	1263.0667	0.93333334	 	 	 	 
138	1138.5505	461.08893	*	15.336151	167.87192	*	95.0096	172.5064	*	354.16342	213.71588	*	277.36243	284.9862	*	881.26483	420.28333	*	1245.7972	537.16296	*	401.80756	516.485	*	1277.4923	720.2704	*	640.92554	604.66364	*	509.39807	680.24817	*	709.9061	924.4452	*	425.98184	725.7768	*	600.35364	839.5152	*	 	 	 	1263.9231	1.2884616	 	 	 	 
139	1138.2441	460.17657	*	15.656011	167.94885	*	96.27717	173.05525	*	354.83566	213.4833	*	277.33972	285.1098	*	881.6402	420.98746	*	1245.9069	537.2984	*	402.02246	516.7115	*	1277.3475	720.6688	*	641.1405	605.6411	*	510.19662	679.67834	*	710.7903	924.43585	*	426.22644	725.8351	*	599.6198	839.5922	*	 	 	 	1264.1364	1.4090909	 	 	 	 
140	1137.4087	460.03192	*	15.770063	167.88982	*	96.70618	173.62988	*	354.97733	214.17361	*	277.2944	285.17618	*	881.3205	421.54883	*	1245.699	537.86884	*	401.75903	517.2313	*	1277.211	720.8207	*	641.21545	605.18823	*	510.50137	679.62585	*	710.82837	924.97284	*	425.96735	726.3001	*	599.08307	840.2515	*	 	 	 	1263.5869	1.2173913	 	 	 	 
141	1137.2588	460.10284	*	15.717892	167.5639	*	96.346436	173.6531	*	354.7397	214.5408	*	277.2957	285.162	*	880.49426	421.73816	*	1246.5774	538.2236	*	401.14926	517.5987	*	1277.1448	721.1856	*	641.1064	604.64703	*	510.87854	679.0567	*	711.6094	925.49066	*	426.29727	725.9024	*	598.911	840.5885	*	 	 	 	1263.0853	1.2317073	 	 	 	 
142	1137.6665	459.94977	*	16.03375	167.63312	*	96.70563	173.13504	*	355.16776	214.27074	*	277.34787	285.09543	*	880.90784	421.71686	*	1246.6127	537.57074	*	400.92084	517.6414	*	1277.2867	721.0232	*	641.8538	604.75226	*	510.0858	678.8464	*	712.6005	925.52814	*	426.5457	725.9016	*	599.09894	840.88196	*	 	 	 	1263.2059	1.3235294	 	 	 	 
143	1138.2463	459.1414	*	16.131056	167.46584	*	97.36994	172.74966	*	356.15662	213.91345	*	277.39868	284.9622	*	880.42523	421.60468	*	1246.2994	536.91144	*	401.9947	517.6947	*	1276.6384	720.8194	*	642.18896	605.56213	*	509.94247	679.2885	*	713.4634	926.08856	*	425.9881	727.1132	*	599.3597	840.6895	*	 	 	 	1263.205	1.3852459	 	 	 	 
144	1138.067	458.33804	*	15.982154	166.96524	*	97.593094	172.49727	*	356.27747	214.5292	*	277.43414	284.9269	*	880.2081	420.86285	*	1245.8531	536.6768	*	402.565	517.8539	*	1277.0953	720.87994	*	642.83435	605.4413	*	509.6506	679.67236	*	713.50256	926.46124	*	425.29727	726.6992	*	599.11774	840.8322	*	 	 	 	1263.0416	1.2708334	 	 	 	 
145	1138.0143	458.32565	*	15.55924	166.38023	*	97.49182	172.2791	*	356.43207	214.8718	*	277.40033	284.95132	*	880.87866	420.6608	*	1246.1725	537.5796	*	402.5985	517.0147	*	1277.5375	721.18726	*	643.3662	605.49567	*	509.3462	679.34436	*	713.78735	926.75574	*	425.5188	726.9304	*	598.09265	840.36896	*	 	 	 	1262.2838	1.0405406	 	 	 	 
146	1138.1943	458.73026	*	15.485161	166.4729	*	97.15923	173.3717	*	356.55417	214.44678	*	277.35162	285.00464	*	880.2793	421.10977	*	1244.9755	538.1345	*	402.4715	518.10504	*	1278.254	721.20874	*	643.2713	605.3787	*	509.43405	679.62317	*	713.37836	926.49445	*	426.1742	727.4835	*	597.70245	840.5358	*	 	 	 	1261.9651	1.1279069	 	 	 	 
147	1137.8728	459.04434	*	15.278431	166.3817	*	96.594826	174.30989	*	356.41263	214.42146	*	277.3625	285.08466	*	880.335	421.99496	*	1244.7029	538.3419	*	402.7031	518.1628	*	1278.6542	721.51996	*	642.6387	605.17377	*	509.85773	680.10614	*	713.3927	926.73004	*	426.08633	727.12115	*	597.65393	840.9576	*	 	 	 	1262.591	1.25	 	 	 	 
148	1137.5245	459.03952	*	15.096946	166.39442	*	95.79284	174.42159	*	356.69467	214.77171	*	277.3688	285.0985	*	880.795	421.79413	*	1244.8801	537.9964	*	402.6504	518.411	*	1278.1984	721.9642	*	642.33606	605.4705	*	511.03735	680.17566	*	713.21826	926.73956	*	425.90372	726.78534	*	597.6958	840.4569	*	 	 	 	1262.9445	1.2555555	 	 	 	 
149	1137.4868	457.9737	*	14.891043	166.54947	*	95.853905	174.2609	*	355.63992	214.13992	*	277.43045	285.05975	*	880.915	421.62436	*	1244.3094	537.7811	*	402.53278	518.9744	*	1278.3955	722.0236	*	642.5232	604.7273	*	511.75626	680.0615	*	712.9255	925.70654	*	425.9135	727.187	*	597.6511	839.1735	*	 	 	 	1263.1818	1.1818181	 	 	 	 
150	1137.1028	457.98416	*	15.2852	167.03241	*	96.292915	173.73706	*	355.0229	213.35667	*	277.3349	285.02426	*	880.907	421.34937	*	1243.9126	538.1385	*	403.09146	519.4131	*	1278.8767	722.0846	*	642.08746	604.95734	*	512.4244	680.2132	*	712.48596	925.1855	*	426.0988	727.1895	*	597.45667	839.1438	*	 	 	 	1264.3889	1.0555556	 	 	 	 
151	1137.0591	457.79294	*	15.490329	166.86429	*	96.137856	173.57234	*	354.01117	213.26888	*	277.3413	285.02164	*	880.79333	421.24417	*	1244.415	537.56433	*	403.1849	519.4119	*	1278.0367	722.7313	*	641.6471	604.9626	*	512.4009	680.69086	*	712.4186	925.2272	*	426.0441	728.39264	*	597.62103	839.7978	*	 	 	 	1263.0	0.8333333	 	 	 	 
152	1137.24	457.2104	*	15.695013	166.11125	*	96.61724	173.42198	*	353.40665	212.72678	*	277.31012	285.04666	*	880.78625	421.7909	*	1244.904	537.18445	*	403.05188	519.3826	*	1278.0576	722.29083	*	642.82837	604.65564	*	512.3638	680.84845	*	711.8632	925.1808	*	425.54303	728.80334	*	597.2679	839.7264	*	 	 	 	1265.5714	0.5714286	 	 	 	 
153	1138.014	456.73654	*	15.916615	166.43391	*	96.58288	174.2846	*	353.20187	211.37944	*	277.3715	285.0173	*	881.058	422.1299	*	1244.9458	536.71185	*	403.7587	519.2355	*	1278.5905	722.6505	*	643.61584	603.4362	*	512.1597	680.66595	*	712.142	924.92175	*	425.30106	729.01526	*	597.2618	840.05786	*	 	 	 	1265.1875	0.6875	 	 	 	 
154	1138.171	456.04218	*	15.455513	166.58897	*	95.91985	174.3857	*	352.838	211.62267	*	277.41733	285.0507	*	881.563	421.74036	*	1244.9493	537.12775	*	403.46997	518.76984	*	1279.3231	723.3619	*	643.8448	603.5686	*	511.7508	680.1985	*	711.90326	924.66675	*	424.53525	729.0118	*	597.47424	840.1462	*	 	 	 	1265.5	0.5	 	 	 	 
155	1138.2438	456.2499	*	15.465161	166.50322	*	95.227974	174.66167	*	352.91144	211.81677	*	277.3785	285.06494	*	882.06384	422.1172	*	1244.7507	537.27594	*	403.91394	519.15765	*	1279.2529	723.8143	*	644.3743	604.0945	*	512.482	680.02423	*	711.2419	924.6378	*	424.11096	729.2311	*	596.77423	839.4403	*	 	 	 	1265.5	0.5	 	 	 	 
156	1138.1625	456.35178	*	15.671995	166.00703	*	95.35132	175.35313	*	353.39822	211.0042	*	277.34726	285.08102	*	882.263	421.9639	*	1243.6519	537.5239	*	403.6297	519.79895	*	1279.2238	723.9066	*	644.4278	603.9693	*	512.41455	680.19604	*	710.94885	924.2569	*	424.15796	729.12225	*	597.3061	838.7486	*	 	 	 	1265.0526	1.1052631	 	 	 	 
157	1138.409	455.7899	*	15.732086	165.07831	*	95.0075	175.67827	*	353.44803	210.103	*	277.2677	285.0326	*	882.1001	422.2192	*	1243.301	536.41296	*	402.87634	519.4006	*	1278.629	723.56616	*	643.73236	604.1312	*	511.8318	680.1608	*	710.8945	924.01666	*	424.88312	729.3881	*	597.4456	838.4957	*	 	 	 	1264.9054	1.0675676	 	 	 	 
158	1137.7217	456.04187	*	15.759166	165.39317	*	95.277275	176.03091	*	353.5579	209.48833	*	277.37704	285.00772	*	880.96204	421.42468	*	1242.5193	535.98047	*	402.82562	519.8522	*	1278.5521	723.5851	*	643.432	603.2651	*	510.94693	679.92975	*	710.33435	925.0858	*	424.92883	729.5601	*	596.8957	837.99097	*	 	 	 	1265.1078	1.2843137	 	 	 	 
159	1137.2126	456.47482	*	15.736375	166.04182	*	95.68951	175.66237	*	353.56635	209.61356	*	277.397	284.9716	*	881.3084	420.85062	*	1243.911	535.687	*	402.42075	519.9852	*	1278.9049	722.5955	*	643.0895	602.78375	*	510.94742	679.9326	*	711.13983	925.9764	*	424.69913	729.4098	*	596.90045	837.41907	*	 	 	 	1265.0416	1.2708334	 	 	 	 
160	1136.5554	456.27216	*	15.373862	166.23602	*	95.64687	175.07841	*	352.87347	209.57814	*	277.40088	284.9537	*	881.7692	421.05545	*	1243.8292	535.3564	*	401.61218	519.6189	*	1278.2832	722.33887	*	643.038	602.31085	*	510.65268	680.1914	*	711.6693	925.95514	*	423.7115	729.15405	*	597.64734	836.9711	*	 	 	 	1264.7	0.9	 	 	 	 
161	1136.1633	456.94104	*	14.986991	166.12642	*	95.53991	174.82654	*	352.93784	210.11589	*	277.31903	285.09796	*	881.2747	420.29688	*	1242.55	536.11554	*	401.39938	519.94946	*	1278.1538	721.8495	*	642.99634	602.4491	*	510.1722	680.56647	*	711.4245	925.2906	*	422.77448	729.6183	*	598.2239	837.1749	*	 	 	 	1265.5	0.5	 	 	 	 
162	1136.024	457.1588	*	14.836016	166.88565	*	95.59642	175.21797	*	353.08746	210.43782	*	277.30637	285.15808	*	880.768	420.48767	*	1241.9121	536.19775	*	401.47644	520.1407	*	1278.1401	721.75073	*	642.39246	602.31036	*	510.76053	679.96924	*	710.5685	924.8434	*	422.93484	729.4631	*	598.6899	837.33484	*	 	 	 	 	 	 	 	 	 
163	1136.0901	457.0354	*	14.80464	166.92233	*	96.04434	174.63258	*	352.7896	210.2924	*	277.3057	285.11374	*	881.4911	420.24612	*	1241.7997	535.8303	*	400.8456	520.658	*	1278.2168	721.33124	*	642.7863	602.3244	*	511.51804	679.88873	*	711.1526	923.9753	*	422.9885	729.749	*	598.6658	837.44824	*	 	 	 	 	 	 	1266.0	0.5	 
164	1135.2406	456.874	*	14.852981	166.33925	*	96.83681	174.43427	*	353.24826	209.95119	*	277.31873	285.17026	*	881.00586	419.60773	*	1242.2559	535.76495	*	400.89334	521.03345	*	1277.903	720.8483	*	642.93054	602.73236	*	511.57495	680.29315	*	711.848	924.542	*	422.6645	729.85864	*	598.73334	837.62067	*	 	 	 	 	 	 	1265.5	0.5	 
165	1134.7855	457.2675	*	14.885695	166.30348	*	97.08481	173.71373	*	353.27972	209.78598	*	277.42386	285.02454	*	881.72687	420.2498	*	1242.0769	534.98724	*	400.7447	521.2002	*	1278.4642	719.8045	*	643.2801	602.00366	*	511.96344	680.06946	*	712.00446	923.7308	*	423.08463	729.8494	*	598.7332	836.929	*	 	 	 	 	 	 	1267.5	0.5	 
166	1134.734	457.3029	*	15.1298485	166.18376	*	96.89648	173.64738	*	353.70306	209.52086	*	277.403	284.9597	*	882.34766	420.2659	*	1242.0868	534.4996	*	400.89786	521.5416	*	1278.4685	719.77496	*	644.0987	601.9781	*	512.4635	680.00323	*	711.89246	923.3473	*	422.97125	729.3055	*	598.19385	835.7096	*	 	 	 	 	 	 	1266.6936	0.88709676	 
167	1134.4489	457.15942	*	15.600701	164.90599	*	97.48231	173.66833	*	353.53656	209.55046	*	277.38205	284.92236	*	882.20056	420.38968	*	1243.2207	534.429	*	400.8799	522.8071	*	1277.9117	719.6643	*	644.2793	601.7285	*	512.6224	679.6811	*	713.1831	922.4074	*	423.59354	729.1509	*	597.9957	835.53827	*	 	 	 	 	 	 	1267.3148	0.8703704	 
168	1134.2843	457.2574	*	15.700127	164.60703	*	97.76464	174.05333	*	353.35153	209.11934	*	277.3931	284.97433	*	881.2762	419.94125	*	1243.9446	534.3521	*	400.8966	523.8913	*	1277.1757	718.8371	*	643.7714	601.6628	*	512.7628	679.34326	*	714.2004	921.2704	*	423.89474	728.6044	*	598.7893	835.2806	*	 	 	 	 	 	 	1267.5	0.85	 
169	1133.9377	457.7648	*	15.517949	164.21666	*	98.3729	173.74966	*	353.79758	208.86908	*	277.35828	285.04312	*	880.4064	419.70627	*	1243.7423	534.34753	*	401.41095	523.7048	*	1276.779	719.0575	*	643.6359	602.6899	*	511.9264	679.34546	*	715.3032	921.4227	*	423.8834	728.63043	*	598.6998	835.66156	*	 	 	 	 	 	 	1267.7609	1.2173913	 
170	1133.7285	458.34808	*	15.374436	163.43883	*	98.44622	173.87875	*	354.25418	208.83829	*	277.36823	285.0799	*	879.8182	419.46692	*	1243.8799	534.6019	*	401.53055	523.9968	*	1276.9644	719.77606	*	643.7958	602.71814	*	512.4678	679.45905	*	715.773	921.259	*	424.46033	728.82495	*	598.04663	836.02344	*	 	 	 	 	 	 	1267.7632	1.6973684	 
171	1133.6268	458.07547	*	15.260883	163.26933	*	98.58424	174.3051	*	354.65085	208.94655	*	277.34082	285.2308	*	879.92377	419.67804	*	1243.5186	535.39636	*	402.14984	524.74396	*	1277.2238	720.23157	*	643.32715	603.0864	*	512.4409	680.23474	*	715.8763	921.3613	*	423.92117	728.8215	*	597.5721	836.3506	*	 	 	 	 	 	 	1266.5952	1.7738096	 
172	1132.9746	458.63602	*	15.277634	163.4806	*	98.41141	173.9657	*	356.00674	209.14403	*	277.3345	285.24872	*	879.4781	420.32364	*	1244.1449	535.6914	*	402.54456	525.0322	*	1277.3237	720.24634	*	642.77954	602.9024	*	513.0996	681.2989	*	715.78204	920.9752	*	424.04004	728.5493	*	597.91815	836.52563	*	 	 	 	 	 	 	1265.2474	2.0050504	 
173	1133.351	458.68878	*	15.519809	163.37411	*	98.48094	173.30807	*	355.98483	209.25058	*	277.3877	285.04846	*	879.56396	420.29688	*	1244.3792	535.2275	*	402.35242	524.3835	*	1277.8202	719.4036	*	642.67944	602.2395	*	514.1798	681.33484	*	716.04285	920.8363	*	424.48587	728.3336	*	598.2645	836.0059	*	 	 	 	 	 	 	1264.656	2.1146789	 
174	1133.1368	457.85413	*	15.429813	163.13683	*	98.6765	173.42422	*	356.2206	209.27565	*	277.40305	284.84473	*	879.2342	420.06357	*	1243.8988	535.0679	*	402.6287	522.9649	*	1277.2695	719.28534	*	642.66113	602.0673	*	514.2836	680.97485	*	715.91675	920.285	*	424.73578	727.5939	*	598.5009	835.81744	*	 	 	 	 	 	 	1264.5865	2.125	 
175	1133.8466	458.23126	*	15.498084	163.43806	*	98.26811	172.94792	*	355.70367	209.23627	*	277.38312	284.73468	*	878.68726	419.90247	*	1243.6234	536.0415	*	403.0584	522.6047	*	1276.7891	719.7054	*	643.1087	602.0056	*	513.901	680.8456	*	715.5702	920.02386	*	424.66208	727.68115	*	597.8611	836.33386	*	 	 	 	 	 	 	1264.59	2.07	 
176	1134.6654	458.828	*	15.385511	163.65524	*	97.74538	173.58795	*	355.8723	210.3059	*	277.3722	284.84888	*	878.0522	419.46674	*	1243.1433	535.72906	*	403.45013	523.9174	*	1276.4592	720.1184	*	643.285	602.19214	*	513.92145	681.2273	*	715.66315	919.97437	*	425.46646	728.78644	*	597.4591	836.0228	*	 	 	 	 	 	 	1264.8396	2.1037736	 
177	1134.9999	459.5618	*	15.339044	163.58727	*	97.74864	173.91652	*	356.21634	210.35095	*	277.402	284.97736	*	877.5182	420.07034	*	1243.3685	536.06573	*	402.5465	524.516	*	1276.4631	720.24084	*	642.71893	601.7021	*	514.64575	681.5754	*	715.84064	920.04535	*	426.159	728.90594	*	597.51324	835.9884	*	 	 	 	 	 	 	1263.9337	1.8012048	 
178	1135.3684	459.7966	*	15.358248	163.56122	*	97.14946	174.3845	*	356.91544	209.87756	*	277.4015	285.0635	*	877.262	420.78772	*	1242.5999	536.4214	*	401.90625	524.3451	*	1276.4296	720.3499	*	641.76196	601.71075	*	514.5655	682.04846	*	716.29254	919.8896	*	425.5186	729.0263	*	597.263	835.87415	*	 	 	 	 	 	 	1264.3695	1.923913	 
179	1135.1754	459.72684	*	15.022339	164.18791	*	97.04891	175.21649	*	357.48785	209.51308	*	277.29626	285.11212	*	877.00836	420.8388	*	1242.2103	536.78827	*	401.32825	524.3011	*	1277.0652	720.36053	*	640.8586	602.16626	*	514.4618	681.9809	*	716.2337	920.00946	*	425.32626	729.35455	*	596.7971	835.3576	*	 	 	 	 	 	 	1263.9019	2.1261683	 
180	1135.2318	460.03867	*	14.814802	164.95277	*	96.69502	176.10498	*	357.43994	209.9946	*	277.3135	285.17993	*	877.6177	421.73798	*	1241.6616	537.28723	*	401.42053	524.16016	*	1277.9115	720.1317	*	640.3869	602.53485	*	513.57666	682.62695	*	716.42883	920.24384	*	425.15533	730.3663	*	596.5019	836.1371	*	 	 	 	 	 	 	1264.3016	2.2857144	 
181	1134.9695	459.57318	*	14.541469	165.2845	*	96.06683	176.2082	*	357.13007	210.60703	*	277.34848	285.0711	*	877.816	421.9496	*	1241.3573	536.909	*	400.75946	525.1169	*	1277.7577	719.5327	*	639.97296	601.5454	*	513.2507	683.06104	*	716.7808	919.71277	*	425.2826	729.9697	*	597.431	836.5784	*	 	 	 	 	 	 	1263.7797	2.527972	 
182	1135.4655	459.75272	*	14.648374	165.94513	*	96.98821	176.55576	*	356.97928	210.7571	*	277.36136	285.03268	*	877.89294	421.55182	*	1241.2949	536.9417	*	400.66107	525.14044	*	1278.3569	719.89984	*	639.64874	601.5099	*	514.2044	682.6104	*	717.01227	920.20374	*	425.88138	729.9275	*	597.63025	837.18774	*	 	 	 	 	 	 	1264.3334	2.5933332	 
183	1136.2744	460.10587	*	15.087071	164.73087	*	97.80997	176.2756	*	356.99606	210.6924	*	277.353	284.88824	*	878.7063	420.95605	*	1241.1271	537.0806	*	400.56454	524.91144	*	1279.6086	720.2104	*	639.4798	601.47723	*	513.98474	681.81146	*	717.4051	920.18805	*	425.51782	729.4394	*	597.9244	837.2326	*	 	 	 	 	 	 	1264.3345	2.562069	 
184	1137.6182	460.40747	*	15.27756	164.71005	*	98.16197	176.35689	*	358.2999	211.56763	*	277.42044	284.91412	*	878.80524	420.61996	*	1241.8553	536.63635	*	400.02164	525.3828	*	1279.6094	721.39655	*	638.96173	601.36414	*	514.0364	680.73737	*	717.57745	920.7988	*	425.67926	729.32385	*	598.5171	837.1494	*	 	 	 	 	 	 	1264.628	2.332	 
185	1137.8198	460.83173	*	14.8921175	164.0992	*	97.727066	176.95868	*	357.8956	211.28418	*	277.3852	285.00864	*	878.62067	420.63504	*	1242.8175	536.534	*	399.56058	524.9968	*	1279.8646	722.2659	*	638.9891	601.2377	*	513.92145	680.71466	*	717.28455	920.76855	*	426.03192	729.20166	*	598.8299	836.29474	*	 	 	 	 	 	 	1264.9122	2.1578948	 
186	1137.6256	461.94058	*	14.563136	164.44705	*	97.74637	177.13112	*	357.68066	211.345	*	277.39813	285.01776	*	878.79645	420.79153	*	1243.5537	536.14044	*	399.1435	525.61237	*	1280.2645	722.2169	*	638.5527	601.20197	*	513.8807	681.20935	*	717.4357	920.9355	*	425.83704	728.6397	*	599.5943	836.4	*	 	 	 	 	 	 	1266.0847	2.2711864	 
187	1137.7208	461.20477	*	14.589918	163.97208	*	98.1632	175.93399	*	358.0472	210.9743	*	277.35452	284.92563	*	879.4721	421.01007	*	1243.565	535.1987	*	399.05734	525.64594	*	1281.3206	721.9905	*	637.99207	601.26776	*	514.1039	681.82825	*	717.33307	920.4794	*	425.28897	727.80786	*	599.5304	836.62103	*	 	 	 	 	 	 	1264.981	2.4160306	 
188	1138.3347	460.81747	*	14.417127	164.06699	*	97.71784	175.78125	*	358.49905	210.65155	*	277.38858	284.80713	*	879.9347	421.54352	*	1243.7102	535.1761	*	399.9072	525.5107	*	1281.9464	722.13446	*	637.9623	600.7885	*	514.89484	681.67194	*	716.9814	920.3369	*	425.26105	727.8308	*	599.7221	837.39746	*	 	 	 	 	 	 	1266.0461	2.4384615	 
189	1139.4182	460.91223	*	14.318245	164.57326	*	97.37551	175.58963	*	358.35733	210.1931	*	277.4448	284.90244	*	880.9945	422.17886	*	1244.2013	535.0754	*	401.35623	525.85284	*	1281.4082	722.23376	*	637.6667	599.7396	*	515.8177	681.22876	*	717.151	919.9568	*	425.70123	728.09705	*	600.3517	837.8763	*	 	 	 	 	 	 	1266.5074	2.4703703	 
190	1139.4558	460.6828	*	14.122457	164.25368	*	96.69537	175.24887	*	357.94003	209.34648	*	277.37582	284.972	*	881.06604	423.3828	*	1244.4266	534.5446	*	401.66098	526.16534	*	1281.1487	722.34283	*	637.8464	599.95465	*	515.8713	681.0283	*	717.2757	920.0145	*	426.2236	727.93475	*	600.55273	837.31104	*	 	 	 	 	 	 	1266.619	2.3253968	 
191	1139.3077	460.34445	*	13.967376	163.3461	*	96.311195	175.1556	*	357.71375	209.18007	*	277.32053	285.0506	*	881.193	423.9504	*	1243.8241	534.0708	*	400.87997	526.63605	*	1281.092	721.81573	*	637.3885	600.26575	*	515.7384	681.1821	*	716.8378	920.1303	*	425.52484	727.7205	*	600.65204	836.7515	*	 	 	 	 	 	 	1266.2802	2.5496454	 
192	1139.605	461.1962	*	14.310942	163.43352	*	96.9802	176.16682	*	357.86496	208.97617	*	277.30066	285.11203	*	881.1741	424.81015	*	1243.2789	533.5954	*	400.6666	525.7375	*	1281.3403	721.5758	*	638.40295	599.9185	*	515.81616	680.47076	*	716.7824	919.323	*	425.7628	727.87573	*	600.9618	836.76294	*	 	 	 	 	 	 	1266.2817	2.5422535	 
193	1139.8867	461.2895	*	14.278243	163.58647	*	96.891525	176.32544	*	357.67117	209.94293	*	277.32184	285.10214	*	881.6587	424.44614	*	1242.903	533.9369	*	400.34515	525.43396	*	1281.7245	721.6582	*	638.21124	599.10986	*	516.21643	680.8668	*	715.8938	919.6603	*	425.6889	727.3505	*	601.2424	836.751	*	 	 	 	 	 	 	1265.9962	2.4389312	 
194	1140.1123	461.81094	*	14.157063	163.17955	*	96.817726	176.23137	*	357.4893	211.8422	*	277.45792	285.05286	*	882.18353	423.53656	*	1242.56	534.34186	*	400.70624	525.6065	*	1281.642	722.0576	*	637.83636	598.0299	*	516.5612	680.455	*	715.36346	919.01416	*	425.91174	727.3097	*	601.4976	836.98334	*	 	 	 	 	 	 	1265.4648	2.5422535	 
195	1140.242	461.46497	*	14.139944	163.02812	*	96.81924	176.55911	*	357.00208	212.08514	*	277.4482	284.9685	*	882.78735	423.35245	*	1242.8723	534.26263	*	401.3504	526.2632	*	1281.303	722.4169	*	637.62537	598.32056	*	516.52783	680.06976	*	715.3579	919.5151	*	425.7242	728.1984	*	601.4472	837.8186	*	 	 	 	 	 	 	1264.5258	2.6806452	 
196	1140.5658	460.52954	*	14.134954	163.01445	*	96.928894	176.32953	*	356.86676	212.45543	*	277.35968	284.87933	*	883.7407	422.45752	*	1243.118	534.5118	*	401.96225	525.6018	*	1281.261	722.75366	*	636.6984	599.4317	*	515.94183	679.2572	*	715.1106	920.7882	*	424.9724	727.1281	*	601.3135	837.7881	*	 	 	 	 	 	 	1264.5687	2.408397	 
197	1141.0695	460.61545	*	14.086402	162.87677	*	96.74943	176.7923	*	357.1166	212.71455	*	277.39044	284.8818	*	883.8525	422.3074	*	1243.495	535.23157	*	401.1124	524.58966	*	1282.0914	723.6538	*	635.8084	600.3847	*	516.43506	679.32367	*	715.28314	921.4769	*	424.69397	725.7965	*	602.1267	837.42896	*	 	 	 	 	 	 	1264.5143	2.5428572	 
198	1141.3943	460.20105	*	14.275069	162.42549	*	97.23179	177.32195	*	357.03745	212.16263	*	277.34415	284.9214	*	884.2125	423.0129	*	1243.9292	534.4026	*	400.73126	524.25665	*	1282.0563	723.4634	*	635.9517	601.07495	*	516.34174	679.15826	*	716.53186	921.32477	*	424.84213	726.47406	*	602.1478	837.8189	*	 	 	 	 	 	 	1263.882	2.5625	 
199	1141.7699	459.31512	*	14.30681	162.66956	*	97.37061	177.9565	*	356.5505	211.78952	*	277.378	284.95862	*	885.2433	423.15002	*	1243.8116	534.5591	*	400.43704	523.77844	*	1282.506	723.3776	*	635.13904	601.56635	*	516.11285	679.5107	*	717.37836	921.85425	*	424.713	725.70044	*	601.757	838.23346	*	 	 	 	 	 	 	1263.6687	2.775	 
