Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10	X11	Y11	Flag11	X12	Y12	Flag12	X13	Y13	Flag13	X14	Y14	Flag14	X15	Y15	Flag15	X16	Y16	Flag16	X17	Y17	Flag17
Tracks 1 to 17
61	1138.5741	454.40887	*	17.815641	169.43054	*	95.88685	175.69547	*	341.27332	220.97108	*	277.40857	284.75327	*	883.03784	414.67706	*	1247.4738	535.6172	*	392.60468	514.3317	*	1285.506	719.0928	*	637.7351	596.1377	*	512.38947	683.2334	*	711.36237	923.6505	*	427.49866	724.42303	*	601.8136	842.03217	*	 	 	 	1270.2937	1.531746	 	 	 	 
62	1138.9712	454.1047	*	17.898201	168.6721	*	95.51178	175.29112	*	340.85867	220.1777	*	277.43744	284.69934	*	883.3186	414.2643	*	1247.6886	535.75323	*	392.7554	514.4482	*	1285.5054	719.15814	*	637.9688	595.62616	*	512.27606	683.1979	*	709.6903	924.6057	*	427.26767	723.4208	*	602.61774	841.3511	*	 	 	 	1270.2709	1.2291666	 	 	 	 
63	1139.004	454.13205	*	18.313568	168.69637	*	95.336205	175.31398	*	341.1042	220.15688	*	277.41946	284.92365	*	882.93115	414.53485	*	1247.2712	535.78986	*	392.96442	514.4014	*	1285.6073	719.33484	*	638.54083	596.49915	*	512.04944	683.92084	*	709.4173	926.0321	*	427.30453	724.02094	*	602.4176	841.95764	*	 	 	 	1270.5	1.5909091	 	 	 	 
64	1139.159	454.09793	*	18.622204	167.93372	*	95.62852	175.79518	*	341.1899	219.87558	*	277.36212	285.17816	*	882.0348	414.9984	*	1247.2885	535.7777	*	393.5481	514.5471	*	1285.9167	719.2608	*	638.01685	596.5743	*	511.99536	684.97815	*	709.7963	926.9704	*	427.5694	724.08093	*	602.67926	842.35425	*	 	 	 	1270.0823	1.727848	 	 	 	 
65	1140.1058	454.41138	*	18.41662	167.6887	*	95.67401	176.24011	*	341.55502	219.5639	*	277.32242	285.38797	*	881.99854	415.7049	*	1247.6835	536.8032	*	393.19516	515.5739	*	1285.9371	720.226	*	638.941	596.6923	*	512.0727	685.7573	*	709.8181	927.55426	*	427.1366	724.05975	*	603.1704	842.11035	*	 	 	 	1269.6714	1.6	 	 	 	 
66	1140.7715	454.17944	*	18.182602	167.66788	*	94.667274	176.02136	*	341.76273	219.32549	*	277.31186	285.32074	*	881.9484	416.58957	*	1247.6912	537.65186	*	392.93353	515.4376	*	1286.3243	720.5284	*	638.5716	597.21875	*	511.6897	685.5603	*	709.8863	926.8399	*	426.03952	723.8055	*	602.236	842.2952	*	 	 	 	1270.7363	1.3181819	 	 	 	 
67	1140.5142	454.52478	*	18.183277	167.46733	*	94.3574	175.4078	*	341.94568	218.72098	*	277.42365	284.93994	*	881.55133	416.19666	*	1248.2736	537.1022	*	392.098	516.0822	*	1285.4015	719.9108	*	638.7148	597.4817	*	511.69284	685.0808	*	710.15564	926.0054	*	424.89224	723.42993	*	600.6804	841.70026	*	 	 	 	1271.6887	1.3867924	 	 	 	 
68	1140.8013	455.08508	*	18.114143	167.9009	*	94.589424	175.17772	*	342.42102	218.32384	*	277.40567	284.92752	*	881.765	416.54977	*	1248.6244	537.091	*	392.48508	516.97107	*	1285.4193	719.5353	*	639.0328	597.1252	*	512.5437	685.2104	*	711.2557	925.0742	*	424.62387	723.40106	*	599.6726	842.2065	*	 	 	 	1271.8729	1.3474576	 	 	 	 
69	1140.808	455.05246	*	17.982103	167.45245	*	95.19217	175.54028	*	342.99905	218.07257	*	277.35028	285.00186	*	881.8145	417.34	*	1248.7954	537.47894	*	392.76422	517.6904	*	1285.6729	719.6415	*	638.76324	596.9861	*	512.55035	685.2954	*	710.99054	925.06445	*	424.82812	723.92566	*	599.4727	842.0979	*	 	 	 	1271.6923	1.7179487	 	 	 	 
70	1140.2118	454.8699	*	18.233297	168.40558	*	95.921555	175.97385	*	343.37827	218.1882	*	277.31165	285.18997	*	881.5903	418.18964	*	1247.8407	538.20056	*	392.88916	517.80927	*	1285.7268	720.6695	*	638.2329	596.863	*	512.2191	685.8163	*	710.79736	926.2587	*	424.59183	724.8274	*	599.4915	842.718	*	 	 	 	1272.3062	2.0306122	 	 	 	 
71	1140.3207	455.03885	*	18.43414	169.03348	*	96.557144	176.53764	*	343.56604	218.57822	*	277.36414	285.4295	*	882.0003	419.25674	*	1248.1517	538.8813	*	392.78455	518.2395	*	1286.1099	721.2276	*	637.86145	597.5248	*	511.6889	686.097	*	711.43256	927.25806	*	424.21954	725.0352	*	599.85443	843.4736	*	 	 	 	1272.0638	1.9468085	 	 	 	 
72	1140.2898	455.52734	*	18.585886	168.3605	*	96.5924	175.94014	*	344.26096	217.65388	*	277.3713	285.2618	*	882.7134	419.4047	*	1248.6979	539.0023	*	392.7029	518.6401	*	1285.7701	721.66815	*	637.7748	596.6155	*	512.62756	685.7305	*	711.24066	927.84393	*	424.59656	724.3791	*	600.4972	843.81415	*	 	 	 	1271.8882	1.7235295	 	 	 	 
73	1139.986	455.75314	*	18.550245	168.34708	*	96.280556	175.98296	*	344.86316	217.53609	*	277.4329	285.0946	*	882.70404	418.61627	*	1247.9524	538.7321	*	392.9921	518.2607	*	1284.9098	722.3705	*	637.6974	596.5941	*	512.1293	685.68695	*	710.54803	927.73444	*	423.22205	723.4479	*	600.5056	843.5841	*	 	 	 	1272.362	1.8103448	 	 	 	 
74	1140.125	456.3183	*	18.429005	168.46588	*	95.93083	175.65416	*	345.30704	216.94637	*	277.4054	284.9972	*	883.1464	418.49338	*	1248.0825	538.7454	*	393.22238	517.96014	*	1284.7914	722.4693	*	637.31885	596.24554	*	512.1392	685.466	*	711.23834	927.24133	*	422.43143	723.3308	*	600.4205	843.284	*	 	 	 	1272.2875	1.7375	 	 	 	 
75	1140.2039	456.58304	*	17.984304	168.68777	*	95.55981	175.30336	*	345.28387	217.27075	*	277.38763	285.01328	*	882.9674	418.91022	*	1247.5437	539.3075	*	393.21283	517.6015	*	1284.355	722.4838	*	636.674	596.5628	*	512.386	685.5187	*	710.926	926.5914	*	421.56693	723.86566	*	600.28564	843.6275	*	 	 	 	1271.4395	1.5757576	 	 	 	 
76	1140.7341	456.40372	*	18.047592	169.05487	*	95.523094	175.70833	*	346.2637	217.22762	*	277.4076	285.05484	*	881.8066	418.63065	*	1248.4286	539.49725	*	393.0506	518.1542	*	1284.5236	722.99207	*	636.55725	596.81714	*	512.5865	686.0161	*	711.08203	925.95056	*	421.89026	723.60486	*	600.2567	843.05927	*	 	 	 	1271.5728	1.3545455	 	 	 	 
77	1141.4965	456.06702	*	17.741634	168.52213	*	94.91037	176.46815	*	346.421	216.79587	*	277.41788	285.1015	*	881.3551	417.9951	*	1247.7971	539.44934	*	393.1769	518.40674	*	1284.0654	722.7006	*	636.3783	596.7055	*	512.8319	686.42285	*	711.3104	926.3225	*	422.0143	723.9443	*	600.46893	842.5005	*	 	 	 	1271.6731	1.3461539	 	 	 	 
78	1142.0868	455.82297	*	17.835215	168.4571	*	95.32962	177.27692	*	345.91257	216.85724	*	277.39044	285.1774	*	881.0927	418.17194	*	1247.3391	539.91064	*	393.4446	518.15656	*	1283.3119	721.6006	*	635.4721	597.1707	*	512.8676	686.2743	*	711.3035	926.4368	*	421.44778	723.3588	*	600.7821	843.106	*	 	 	 	1272.5667	1.3	 	 	 	 
79	1143.1875	456.17532	*	17.891792	167.76476	*	95.30736	176.78215	*	346.32935	216.75952	*	277.36057	285.2412	*	881.16473	418.20572	*	1247.1754	540.6259	*	394.19467	518.4029	*	1283.1581	720.9997	*	635.9845	597.27716	*	512.30347	686.39124	*	711.34845	926.4694	*	420.91565	722.6524	*	600.90546	843.8776	*	 	 	 	1273.1	1.2555555	 	 	 	 
80	1142.7538	456.64835	*	17.384527	167.87183	*	95.04108	176.22673	*	346.31485	217.1748	*	277.3504	285.29056	*	880.04565	419.22458	*	1246.752	541.43396	*	395.06015	518.7061	*	1283.3717	721.00415	*	635.9573	598.13293	*	511.35806	686.71594	*	710.5026	927.1642	*	420.4391	722.80554	*	601.17816	844.58777	*	 	 	 	1272.483	1.4322034	 	 	 	 
81	1142.4598	456.28278	*	17.41302	167.16647	*	95.145485	175.9975	*	346.3218	217.00305	*	277.45572	285.07996	*	879.83795	418.38715	*	1246.8427	541.527	*	395.92154	519.3827	*	1283.3599	720.97986	*	636.4673	599.0109	*	512.15704	686.61945	*	711.2112	926.6957	*	420.83804	723.07104	*	601.34283	844.7564	*	 	 	 	1272.5385	1.2692307	 	 	 	 
82	1141.3608	456.58078	*	17.359041	167.66696	*	94.39973	175.83939	*	346.51782	216.33388	*	277.381	284.97876	*	879.7083	418.15878	*	1246.8073	541.43854	*	394.90405	519.3584	*	1283.5972	721.3876	*	636.17474	599.75616	*	512.57446	685.6703	*	710.8866	926.7294	*	421.08728	723.1916	*	602.0409	844.58844	*	 	 	 	1273.5	0.89285713	 	 	 	 
83	1142.1293	457.093	*	16.973156	168.16902	*	93.78701	175.68074	*	346.51508	215.92891	*	277.38	284.8352	*	879.91583	417.92218	*	1247.56	542.33124	*	395.3113	519.1768	*	1283.531	720.7484	*	636.2449	599.466	*	512.7053	684.51447	*	710.4431	926.5444	*	421.54126	723.7485	*	601.92725	844.65356	*	 	 	 	1272.9231	0.9230769	 	 	 	 
84	1142.648	457.79343	*	17.127256	168.46622	*	94.6092	175.27571	*	346.81958	216.20248	*	277.4538	284.8677	*	879.5934	418.05002	*	1248.3716	542.7197	*	395.70145	519.31256	*	1283.2998	720.32367	*	636.5227	599.02985	*	512.48413	684.15546	*	709.67346	925.958	*	421.80533	724.9262	*	602.22614	845.10474	*	 	 	 	1273.82	0.86	 	 	 	 
85	1142.5853	457.52563	*	17.222286	169.1056	*	94.818634	175.98364	*	346.37042	216.59013	*	277.4133	285.04453	*	879.4238	418.49106	*	1248.704	541.7373	*	395.6271	519.4555	*	1283.285	720.44635	*	637.0889	599.76404	*	512.5554	684.2028	*	709.9119	925.8801	*	421.8033	725.0929	*	602.5282	845.46094	*	 	 	 	1273.1744	1.2209302	 	 	 	 
86	1143.0249	457.41595	*	17.348555	169.2289	*	95.097176	175.6593	*	346.3281	216.67331	*	277.31824	285.22522	*	879.24634	418.21088	*	1248.4397	540.7041	*	396.59125	519.988	*	1283.4965	719.84436	*	637.1485	600.2211	*	513.09863	685.04095	*	710.6437	925.70667	*	422.0071	725.8949	*	602.6101	846.03827	*	 	 	 	1273.2433	1.6756756	 	 	 	 
87	1142.5215	457.52377	*	16.98389	169.51465	*	94.93594	175.88208	*	346.4658	216.51828	*	277.29337	285.17584	*	878.9313	418.27136	*	1248.8508	540.31024	*	396.0241	519.95856	*	1283.6808	719.497	*	637.97095	600.55505	*	513.37115	685.03314	*	710.55133	925.76776	*	422.2077	725.9772	*	602.28766	846.36816	*	 	 	 	1272.5667	1.6333333	 	 	 	 
88	1141.94	457.22577	*	16.861916	169.56268	*	94.195496	175.74806	*	346.8005	217.08134	*	277.38184	285.0007	*	878.54297	417.59857	*	1249.3842	540.2467	*	395.6361	519.82227	*	1283.5349	719.53674	*	638.8773	600.6185	*	513.36884	683.7758	*	710.16406	925.6909	*	422.3223	724.7648	*	602.5043	846.4199	*	 	 	 	1273.0581	1.2674419	 	 	 	 
89	1142.7566	456.9433	*	16.842993	169.73833	*	94.04537	175.83167	*	347.285	217.61928	*	277.46597	284.87604	*	878.9823	417.86847	*	1249.5543	540.51324	*	396.46432	520.3399	*	1283.0591	719.56305	*	639.4269	600.9606	*	513.59064	683.6112	*	710.4621	925.593	*	422.5169	723.41455	*	602.73096	846.412	*	 	 	 	1273.8928	0.89285713	 	 	 	 
90	1142.7185	456.13593	*	17.208067	170.72867	*	94.278984	176.29161	*	347.7154	217.63467	*	277.4446	284.94626	*	878.8206	417.66928	*	1250.0181	540.7327	*	396.39334	520.67566	*	1282.8743	719.45123	*	639.42126	600.9541	*	514.84357	683.1094	*	710.7461	925.2427	*	422.4068	723.2199	*	602.85956	846.0907	*	 	 	 	1273.6177	0.7352941	 	 	 	 
91	1142.1254	456.15747	*	17.02484	171.03477	*	93.65873	176.2415	*	346.96832	216.71304	*	277.45905	284.9202	*	878.7268	417.36383	*	1250.3848	540.76654	*	396.95468	520.0839	*	1282.537	719.4716	*	638.8149	600.0194	*	515.2729	682.7536	*	710.139	925.8554	*	422.10107	722.9435	*	602.5014	845.79095	*	 	 	 	1274.9546	0.9848485	 	 	 	 
92	1142.7262	456.57166	*	16.968273	171.41716	*	93.22116	175.65895	*	346.82114	216.35962	*	277.3513	284.90372	*	879.47784	417.45016	*	1250.9032	540.1502	*	397.18417	520.71906	*	1282.1716	720.1116	*	639.22	599.97797	*	515.4189	682.94904	*	710.0372	926.2872	*	422.0129	722.78314	*	601.76746	845.55096	*	 	 	 	1274.4143	1.0428572	 	 	 	 
93	1143.2714	456.28494	*	16.90697	171.24069	*	93.26706	175.50682	*	347.11438	216.02428	*	277.34598	285.0156	*	880.0036	417.65625	*	1250.7505	539.74817	*	397.18338	521.1477	*	1282.067	720.95013	*	638.82544	599.8289	*	515.38007	682.9187	*	709.6752	926.2353	*	422.9531	722.5578	*	600.68304	844.9703	*	 	 	 	1273.7188	1.0	 	 	 	 
94	1143.1855	456.30817	*	17.256836	171.58086	*	93.418945	175.82787	*	347.09933	216.09047	*	277.3696	285.13297	*	879.6347	417.7899	*	1251.0232	539.3242	*	397.45322	521.28595	*	1282.132	721.6269	*	638.906	600.6478	*	515.40686	682.7975	*	709.5981	926.3859	*	424.0499	722.63306	*	600.9676	844.0409	*	 	 	 	1273.6628	1.1744186	 	 	 	 
95	1142.5061	455.8939	*	17.379032	172.38077	*	93.38544	175.89297	*	347.28873	215.63339	*	277.38977	285.21228	*	879.10443	417.88776	*	1250.6643	538.6812	*	397.87463	521.4634	*	1281.8846	721.7363	*	638.8804	600.3674	*	514.68005	683.0847	*	709.64526	926.32715	*	424.41568	723.14667	*	600.42365	843.7475	*	 	 	 	1272.8846	1.2692307	 	 	 	 
96	1142.6877	456.4024	*	17.537186	172.65045	*	92.84786	174.67258	*	348.06995	215.17946	*	277.35056	285.08286	*	878.73096	417.63004	*	1251.0216	538.5496	*	398.42184	521.131	*	1281.5303	722.0747	*	639.2205	599.8979	*	514.01166	683.1828	*	710.208	925.5495	*	424.37903	723.2692	*	599.925	843.2875	*	 	 	 	1273.0	1.1666666	 	 	 	 
97	1142.6349	456.69485	*	17.661272	172.61414	*	93.41595	174.73035	*	347.8746	214.98062	*	277.3449	284.99185	*	877.80426	417.25497	*	1251.4655	539.099	*	398.70804	520.3123	*	1281.6439	721.34827	*	639.6398	599.8761	*	513.25336	683.07666	*	710.00085	924.8309	*	423.05582	723.7757	*	599.6191	843.0288	*	 	 	 	1272.5	1.1410257	 	 	 	 
98	1142.694	457.73514	*	18.081656	172.94966	*	94.07708	175.03342	*	348.16263	213.72974	*	277.43433	284.99603	*	877.67175	417.16754	*	1251.1814	538.6218	*	398.8064	520.2038	*	1281.7834	721.6249	*	639.9738	599.9888	*	512.9684	682.6645	*	710.54034	924.412	*	423.82108	724.07623	*	599.52264	843.03894	*	 	 	 	1271.8036	1.3928572	 	 	 	 
99	1141.5931	457.78033	*	17.788626	173.64148	*	94.25079	174.71387	*	348.22015	213.021	*	277.42676	284.97714	*	878.22815	417.38196	*	1250.4674	537.66876	*	398.1665	520.3476	*	1281.471	721.42944	*	640.8788	599.12427	*	513.22864	682.6924	*	710.2074	924.0753	*	424.5767	723.57666	*	599.2046	843.0362	*	 	 	 	1272.0068	1.6369863	 	 	 	 
100	1141.1779	458.62424	*	17.197199	174.46558	*	93.373985	175.44896	*	347.8877	213.54193	*	277.4028	285.06262	*	878.8961	418.0494	*	1250.3331	537.46606	*	397.993	521.1147	*	1281.2253	721.6351	*	640.5921	599.0693	*	513.03015	683.1541	*	710.15967	924.4718	*	424.68216	723.94147	*	599.724	843.1602	*	 	 	 	1271.8334	1.5869565	 	 	 	 
101	1140.8917	459.40775	*	17.115835	173.78622	*	93.29945	175.37659	*	348.5729	213.61665	*	277.3655	285.0072	*	878.6964	417.75787	*	1250.1412	537.05206	*	398.41107	521.47534	*	1281.1981	721.7174	*	640.11676	599.1881	*	513.15454	682.8077	*	709.8779	923.9633	*	424.08224	723.1566	*	600.07043	842.79816	*	 	 	 	1271.4231	1.3461539	 	 	 	 
102	1140.5177	459.36563	*	16.95401	174.08195	*	93.270386	175.75558	*	348.56323	213.76418	*	277.362	285.17786	*	878.66785	417.6408	*	1249.5792	536.50134	*	398.1239	521.5305	*	1281.2367	721.70807	*	640.08295	598.5356	*	512.5258	682.3883	*	709.4088	923.83636	*	424.24417	723.4709	*	600.225	842.6115	*	 	 	 	1271.593	1.1744186	 	 	 	 
103	1141.1224	459.292	*	16.927391	174.39551	*	93.800316	176.25395	*	348.9301	213.82518	*	277.39542	285.12558	*	878.92145	418.1403	*	1249.1406	536.684	*	397.6423	521.8727	*	1280.4629	721.88446	*	639.70197	599.5123	*	511.9088	682.0053	*	708.3206	924.7529	*	423.85727	723.51434	*	599.64087	842.2799	*	 	 	 	1271.1041	1.2291666	 	 	 	 
104	1141.274	459.26733	*	16.915384	174.26686	*	94.29791	176.26982	*	349.2298	214.55592	*	277.4445	285.09375	*	879.1772	417.2992	*	1249.4062	536.56396	*	397.77356	521.7098	*	1280.9213	721.9912	*	639.45917	599.83887	*	512.20044	681.9403	*	708.319	924.78406	*	424.06714	724.0793	*	599.84424	842.90247	*	 	 	 	1270.7094	1.1976744	 	 	 	 
105	1141.0703	459.4483	*	16.824821	174.49881	*	94.25045	176.3981	*	349.74365	214.99483	*	277.3873	284.95413	*	879.3579	417.0342	*	1249.6577	536.6942	*	397.5449	521.6714	*	1280.7899	722.00806	*	639.06726	599.82196	*	511.8037	681.93396	*	708.7716	924.0601	*	423.9191	724.0249	*	599.6146	842.81934	*	 	 	 	1270.0532	1.2446809	 	 	 	 
106	1140.4673	460.69147	*	16.390377	174.48174	*	94.32078	176.95871	*	349.9899	214.39516	*	277.36942	285.00513	*	879.6394	416.96622	*	1249.5122	536.8681	*	397.74878	521.5518	*	1280.0978	721.6155	*	639.438	600.3161	*	511.23706	682.74664	*	708.4965	924.2804	*	423.90988	724.26807	*	599.3471	842.60175	*	 	 	 	1269.3451	1.584507	 	 	 	 
107	1140.1045	461.21802	*	16.413256	174.27092	*	94.8576	177.56187	*	350.46896	214.36877	*	277.3993	284.9802	*	879.77496	417.39587	*	1249.5176	536.5468	*	397.64694	521.7997	*	1279.8616	721.83105	*	638.537	600.2575	*	511.13586	683.8502	*	707.9165	923.60986	*	423.51932	724.4093	*	599.0944	842.0577	*	 	 	 	1269.0428	1.6285714	 	 	 	 
108	1139.5946	461.66577	*	16.259556	174.41122	*	94.65036	177.44067	*	350.0958	214.66206	*	277.33762	285.1421	*	879.94006	416.91357	*	1249.751	536.8648	*	397.906	522.5213	*	1279.9733	722.51434	*	638.08545	601.26556	*	510.77444	684.201	*	708.2132	924.22565	*	423.82425	725.30457	*	598.7462	842.5373	*	 	 	 	1269.3077	1.7179487	 	 	 	 
109	1138.1858	462.302	*	16.178837	174.51918	*	94.224434	177.41267	*	349.14865	214.6611	*	277.39258	285.1581	*	879.9494	416.99167	*	1248.8379	536.6509	*	397.39777	522.7645	*	1279.8756	722.3539	*	637.7568	601.9316	*	510.5481	684.3863	*	708.2759	923.8272	*	423.7388	725.6232	*	599.5795	841.90607	*	 	 	 	1269.0408	2.010204	 	 	 	 
110	1137.9315	462.74838	*	16.570261	174.87796	*	95.53724	176.84424	*	349.02786	215.10422	*	277.38815	285.0741	*	880.2975	417.2168	*	1248.7699	536.4701	*	398.046	523.0017	*	1279.564	722.309	*	638.2239	602.3722	*	510.9666	685.49255	*	708.95746	923.68384	*	423.53998	726.53455	*	600.1374	841.5446	*	 	 	 	1269.0238	2.0904763	 	 	 	 
111	1138.0098	462.57715	*	16.540606	175.02727	*	96.35701	176.72742	*	349.2989	215.28635	*	277.4046	285.00302	*	880.43243	416.93777	*	1248.5199	536.6713	*	397.74313	522.81354	*	1279.1903	722.59766	*	638.6687	602.4642	*	510.92935	685.2786	*	709.98566	923.6408	*	422.88455	727.37604	*	600.132	841.22614	*	 	 	 	1268.5	2.0555556	 	 	 	 
112	1138.3839	462.22836	*	16.386099	174.83864	*	96.39376	176.76898	*	348.92014	215.09673	*	277.39926	284.99954	*	880.3748	416.32318	*	1248.2007	537.1501	*	397.64838	522.6184	*	1279.7694	722.22107	*	639.01227	602.1525	*	510.77783	685.29224	*	710.218	923.55133	*	422.67456	726.83484	*	600.526	841.1434	*	 	 	 	1268.4247	1.9408603	 	 	 	 
113	1138.2592	461.632	*	16.496956	174.14069	*	95.824425	176.44743	*	348.71115	214.71582	*	277.39944	285.02515	*	880.1746	416.1657	*	1247.9813	537.4569	*	396.9456	522.1952	*	1279.9359	722.1145	*	638.38745	602.1496	*	510.7053	685.25116	*	710.7294	922.67725	*	422.52734	726.58514	*	601.28046	841.3796	*	 	 	 	1267.4535	1.9069767	 	 	 	 
114	1138.958	460.89935	*	16.417942	174.24403	*	95.12455	176.36232	*	348.8129	214.84799	*	277.3412	285.0362	*	881.1944	416.22006	*	1247.7695	537.92365	*	397.6365	521.4192	*	1280.7339	721.7434	*	638.53955	601.5452	*	511.30463	684.569	*	710.89923	922.7849	*	423.0958	725.80396	*	601.67456	840.99506	*	 	 	 	1267.2709	1.9479166	 	 	 	 
115	1139.5757	460.50323	*	16.406307	174.17238	*	94.62653	176.34717	*	348.57382	215.26587	*	277.3879	285.0717	*	881.3301	416.74973	*	1247.5104	538.7044	*	397.83398	520.90356	*	1280.3229	721.1545	*	638.8681	601.88855	*	511.9091	684.18414	*	710.89813	922.2303	*	423.30966	725.5134	*	601.1627	839.9709	*	 	 	 	1267.2761	1.5895523	 	 	 	 
116	1139.6366	460.2152	*	16.39052	173.51224	*	93.91572	176.63176	*	348.89206	215.71542	*	277.35248	285.155	*	881.58527	416.9355	*	1247.4178	539.2455	*	397.4371	520.5542	*	1280.57	721.66907	*	639.69885	601.8027	*	511.76944	684.01324	*	710.2762	922.4294	*	423.56406	725.4588	*	600.6506	839.55273	*	 	 	 	1266.4683	1.5	 	 	 	 
117	1139.2139	460.36786	*	16.292976	172.44086	*	93.63014	176.34953	*	349.31186	215.54855	*	277.35043	285.192	*	881.5259	417.346	*	1247.107	538.7782	*	397.40427	520.08026	*	1280.4137	721.5086	*	639.40436	602.37573	*	511.75302	684.06256	*	710.1368	923.0695	*	424.32657	724.9403	*	600.63464	839.8348	*	 	 	 	1265.4362	1.2659575	 	 	 	 
118	1139.0709	459.92233	*	16.178217	171.84715	*	93.9172	176.0091	*	349.13385	215.31529	*	277.3939	285.15125	*	881.0825	417.73856	*	1247.4105	539.1467	*	397.35577	520.408	*	1279.795	721.4517	*	639.46216	602.2102	*	511.76654	683.3806	*	709.2312	922.6557	*	424.6165	725.4933	*	600.5409	840.08966	*	 	 	 	1264.9117	1.0	 	 	 	 
119	1138.6824	460.32083	*	15.877358	171.8868	*	93.53132	175.24489	*	349.22003	214.38062	*	277.4385	284.99698	*	881.00446	418.1061	*	1247.0967	539.1793	*	397.36716	520.886	*	1278.8387	722.07697	*	638.66693	601.5026	*	511.66867	682.1877	*	708.8814	922.29126	*	424.86813	725.1976	*	599.95996	840.74896	*	 	 	 	1264.5555	1.0277778	 	 	 	 
120	1138.6626	461.0301	*	15.934565	171.85379	*	93.95326	174.26881	*	349.06198	214.71596	*	277.34613	284.9635	*	880.5911	417.2854	*	1247.2168	539.0321	*	397.80634	520.48883	*	1278.7876	722.5257	*	638.2952	601.3343	*	511.656	682.5292	*	709.5997	922.411	*	425.16803	725.4693	*	600.6836	840.97296	*	 	 	 	1264.2954	1.1818181	 	 	 	 
121	1138.7496	460.53204	*	16.11643	171.14299	*	94.08166	173.677	*	348.486	214.66113	*	277.42365	284.94598	*	879.70496	417.56967	*	1246.7043	538.9539	*	397.78302	519.9901	*	1278.4734	722.45404	*	638.52	601.05176	*	511.53845	681.8974	*	710.1233	922.4379	*	425.425	724.7987	*	601.36884	840.9168	*	 	 	 	1262.9615	1.1923077	 	 	 	 
122	1139.4811	461.1534	*	16.342491	170.23688	*	94.41792	173.93047	*	347.64093	214.08052	*	277.44553	284.96228	*	879.16656	417.17896	*	1247.7699	538.68463	*	398.60983	520.3796	*	1278.6124	721.8538	*	638.439	601.41656	*	511.61478	682.7946	*	709.79407	923.02185	*	425.3949	725.31915	*	601.0932	840.63324	*	 	 	 	1263.7174	1.2608696	 	 	 	 
123	1139.9585	461.33313	*	16.55854	169.9315	*	94.24351	173.39157	*	347.378	214.67252	*	277.3558	285.05396	*	879.41034	417.1071	*	1248.248	538.8159	*	399.67215	520.3781	*	1278.4066	721.51544	*	638.80023	602.47876	*	510.6147	682.9619	*	708.2244	922.9061	*	424.37747	725.7567	*	600.4881	840.36273	*	 	 	 	1263.8818	1.4090909	 	 	 	 
124	1140.387	462.5477	*	16.35244	170.50305	*	93.202324	173.9142	*	347.11313	214.93762	*	277.27286	285.15112	*	879.20374	417.03238	*	1248.0797	538.89	*	399.21725	519.60974	*	1278.2053	721.87665	*	638.85876	603.35266	*	510.16852	683.0058	*	706.9315	923.29376	*	424.21686	726.12604	*	599.8951	840.82623	*	 	 	 	1263.4434	1.3679246	 	 	 	 
125	1140.2551	463.1737	*	16.383284	170.79848	*	93.702644	173.69945	*	347.8218	215.6915	*	277.32132	285.20908	*	879.4645	417.00275	*	1247.5858	538.5027	*	399.43732	520.51495	*	1278.2981	722.20184	*	639.74664	603.80524	*	510.49396	682.894	*	706.71893	923.92596	*	424.0117	726.741	*	600.4639	841.84454	*	 	 	 	1264.2333	1.2111111	 	 	 	 
126	1140.0681	463.5437	*	16.567593	170.02324	*	93.88	173.70863	*	348.61588	215.11215	*	277.38605	285.1114	*	879.77655	416.53482	*	1247.1354	537.84094	*	399.73874	520.3673	*	1278.8992	721.9398	*	640.4337	604.0691	*	509.98657	683.2287	*	707.0054	923.91473	*	423.84814	727.3479	*	601.4502	841.821	*	 	 	 	1263.5	0.93333334	 	 	 	 
127	1139.9116	463.22577	*	16.23913	169.4008	*	93.60356	173.79744	*	348.7395	214.91316	*	277.3873	285.01514	*	880.1606	415.91074	*	1246.667	537.22784	*	399.72687	519.4578	*	1279.1537	721.99805	*	641.18964	604.1681	*	510.42236	682.8882	*	707.33026	924.5166	*	424.13644	726.571	*	602.064	841.3496	*	 	 	 	1264.2778	0.9444444	 	 	 	 
128	1139.4679	462.7715	*	16.075418	168.02762	*	94.361565	174.21631	*	349.84256	214.95314	*	277.40125	284.93457	*	880.00867	416.69763	*	1246.8943	536.4524	*	400.02664	518.48694	*	1279.145	721.5319	*	641.0271	603.6417	*	510.50418	681.94586	*	707.6661	923.5865	*	423.8867	726.692	*	601.8349	841.15137	*	 	 	 	1264.5	0.8125	 	 	 	 
129	1139.3593	463.17105	*	15.374517	167.7323	*	93.74011	174.08208	*	350.86716	215.12442	*	277.36127	284.9311	*	879.98584	417.74768	*	1246.9236	536.63196	*	399.49518	518.8396	*	1279.407	721.2022	*	640.8622	603.72675	*	509.49768	680.8364	*	707.4463	923.62366	*	424.3697	726.7575	*	602.2904	841.13776	*	 	 	 	1263.7258	0.9516129	 	 	 	 
