Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X8	Y8	Flag8	X9	Y9	Flag9	X10	Y10	Flag10
Tracks 1 to 10
158	 	 	 	 	 	 	1135.50000	912.00000	 	 	 	 	1305.97516	637.63132	 	1393.50000	172.50000	 	895.59234	105.47362	 	 	 	 	594.00938	608.72624	 	 	 	 
159	 	 	 	 	 	 	1144.47610	917.49363	 	 	 	 	1305.00000	631.50000	 	1393.50000	174.00000	 	895.80857	105.42132	 	 	 	 	591.00000	606.00000	 	 	 	 
160	 	 	 	 	 	 	1144.11247	917.35638	 	 	 	 	1305.00000	630.00000	 	1393.50000	174.00000	 	896.82022	105.25152	 	 	 	 	591.00000	606.00000	 	 	 	 
161	 	 	 	 	 	 	1144.26531	916.82001	 	 	 	 	1305.00000	627.00000	 	1393.50000	174.00000	 	894.00000	108.00000	 	 	 	 	 	 	 	 	 	 
162	 	 	 	 	 	 	1134.00000	915.00000	 	 	 	 	1305.00000	630.00000	 	1393.50000	174.00000	 	894.52985	106.33970	 	 	 	 	589.50000	603.00000	*	 	 	 
163	 	 	 	 	 	 	1135.50000	910.50000	 	 	 	 	1305.00000	627.00000	 	1393.50000	174.00000	 	892.50000	108.00000	 	 	 	 	589.50000	603.00000	 	 	 	 
164	 	 	 	 	 	 	1134.00000	912.00000	 	 	 	 	1305.00000	627.00000	 	1392.00000	172.50000	 	896.03964	105.42222	 	 	 	 	589.50000	603.00000	 	 	 	 
165	 	 	 	 	 	 	1132.50000	913.50000	 	 	 	 	1305.00000	630.00000	 	1400.03553	176.30691	 	895.51666	105.44316	 	 	 	 	589.50000	603.00000	 	 	 	 
166	 	 	 	 	 	 	1143.71124	916.21723	 	 	 	 	1305.00000	634.50000	 	1393.50000	174.00000	 	895.42196	105.41446	 	 	 	 	589.50000	603.00000	 	 	 	 
167	 	 	 	 	 	 	1131.00000	915.00000	 	 	 	 	1305.00000	634.50000	 	1393.50000	174.00000	 	895.38480	105.76377	 	 	 	 	589.50000	604.50000	 	 	 	 
168	 	 	 	 	 	 	1131.00000	913.50000	 	 	 	 	1305.00000	633.00000	 	1393.50000	174.00000	 	895.92182	105.50260	 	 	 	 	597.00000	615.00000	 	 	 	 
169	 	 	 	 	 	 	1143.77216	916.77836	 	 	 	 	1305.00000	633.00000	 	1392.00000	177.00000	 	892.50000	108.00000	 	 	 	 	591.00000	606.00000	 	 	 	 
170	 	 	 	 	 	 	1134.00000	912.00000	 	 	 	 	1305.12379	636.43744	 	1393.50000	175.50000	 	896.81275	105.05224	 	 	 	 	591.00000	603.00000	 	 	 	 
171	 	 	 	 	 	 	1135.50000	910.50000	 	 	 	 	1305.26559	636.29773	 	1393.50000	174.00000	 	895.53941	105.83546	 	 	 	 	601.50000	613.50000	 	 	 	 
172	 	 	 	 	 	 	1137.00000	910.50000	 	 	 	 	1305.52844	637.10476	 	1390.50000	177.00000	 	898.50000	106.50000	 	 	 	 	589.50000	604.50000	 	 	 	 
173	 	 	 	 	 	 	1138.50000	910.50000	 	 	 	 	1305.16917	636.32703	 	1391.25000	175.50000	 	895.56880	105.92878	 	 	 	 	592.50000	604.50000	 	 	 	 
174	 	 	 	 	 	 	1138.50000	912.00000	 	 	 	 	1305.04679	636.44216	 	1390.50000	175.50000	 	894.91534	106.25549	 	 	 	 	594.07409	608.77182	 	 	 	 
175	 	 	 	 	 	 	1140.00000	913.50000	 	 	 	 	1305.56262	637.75906	 	1387.50000	177.00000	 	892.50000	108.00000	 	 	 	 	601.50000	610.50000	 	 	 	 
176	 	 	 	 	 	 	1140.00000	912.00000	 	 	 	 	1305.47488	637.31567	 	1389.00000	177.00000	 	897.00000	106.50000	 	 	 	 	593.88630	608.73640	 	 	 	 
177	 	 	 	 	 	 	1138.50000	912.00000	 	 	 	 	1305.00000	634.50000	 	1387.50000	177.00000	 	893.50220	107.01487	 	 	 	 	593.99102	608.72430	 	 	 	 
178	 	 	 	 	 	 	1140.00000	912.00000	 	 	 	 	1305.00000	633.00000	 	1399.50000	174.00000	 	892.87984	107.44735	 	 	 	 	603.00000	615.00000	 	 	 	 
179	 	 	 	 	 	 	1138.50000	913.50000	 	 	 	 	1305.54705	638.20724	 	1399.50000	174.00000	 	893.44003	107.19774	 	 	 	 	591.00000	606.00000	 	 	 	 
180	 	 	 	 	 	 	1138.50000	913.50000	 	 	 	 	1305.49405	637.99862	 	1398.00000	174.00000	 	894.00000	108.00000	 	 	 	 	 	 	 	604.50000	616.50000	 
181	 	 	 	 	 	 	1144.34992	917.74185	 	 	 	 	1305.48747	637.80264	 	1401.00000	174.00000	 	897.00000	106.50000	 	 	 	 	591.00000	606.00000	*	 	 	 
182	 	 	 	 	 	 	1137.00000	913.50000	 	 	 	 	1305.56802	637.96882	 	1396.50000	171.00000	 	894.38849	106.29783	 	 	 	 	 	 	 	598.50000	615.00000	*
183	 	 	 	 	 	 	1145.10951	916.81172	 	 	 	 	1305.00000	634.50000	 	1396.50000	171.00000	 	892.46608	108.07015	 	 	 	 	 	 	 	598.50000	616.50000	 
184	 	 	 	 	 	 	1138.50000	915.00000	 	 	 	 	1305.43467	637.73452	 	1401.00000	174.00000	 	892.77348	107.73316	 	 	 	 	 	 	 	598.50000	618.00000	 
185	 	 	 	 	 	 	1140.00000	915.00000	 	 	 	 	1305.00000	634.50000	 	1396.50000	172.50000	 	893.93845	106.75965	 	 	 	 	 	 	 	598.50000	619.50000	 
186	 	 	 	 	 	 	1141.50000	915.00000	 	 	 	 	1305.38634	637.15239	 	1398.00000	172.50000	 	894.55415	106.48834	 	 	 	 	 	 	 	600.00000	616.50000	 
187	 	 	 	 	 	 	1137.00000	916.50000	 	 	 	 	1305.00000	633.00000	 	1396.50000	171.00000	 	895.82979	105.72786	 	 	 	 	 	 	 	601.50000	618.00000	 
188	 	 	 	 	 	 	1137.00000	916.50000	 	 	 	 	1304.89185	637.07489	 	1399.50000	174.00000	 	895.65953	105.64830	 	 	 	 	 	 	 	600.00000	616.50000	 
189	 	 	 	 	 	 	1144.90718	916.97750	 	 	 	 	1305.00000	630.00000	 	1396.50000	174.00000	 	896.76404	104.85361	 	 	 	 	 	 	 	601.50000	619.50000	 
190	 	 	 	 	 	 	1144.70900	915.72996	 	 	 	 	1305.00000	630.00000	 	1396.50000	174.00000	 	895.81494	105.00726	 	 	 	 	 	 	 	 	 	 
191	 	 	 	 	 	 	1135.50000	918.00000	 	 	 	 	1305.00000	631.50000	 	1398.00000	174.00000	 	894.83686	105.57794	 	 	 	 	 	 	 	603.00000	619.50000	*
192	 	 	 	 	 	 	1144.78487	916.93527	 	 	 	 	1305.00000	630.00000	 	1396.50000	171.00000	 	894.14545	106.16773	 	 	 	 	 	 	 	603.00000	621.00000	 
193	 	 	 	 	 	 	1135.50000	916.50000	 	 	 	 	1305.00000	630.00000	 	1398.00000	174.00000	 	892.50000	108.00000	 	 	 	 	 	 	 	 	 	 
194	 	 	 	 	 	 	1137.00000	918.00000	 	 	 	 	1305.00000	630.00000	 	1402.50000	175.50000	 	894.55563	105.92176	 	 	 	 	 	 	 	603.00000	624.00000	*
195	 	 	 	 	 	 	1144.57376	915.65030	 	 	 	 	1305.00000	630.00000	 	1402.50000	175.50000	 	892.50000	108.00000	 	 	 	 	 	 	 	604.50000	622.50000	 
196	 	 	 	 	 	 	1135.50000	915.00000	 	 	 	 	1305.00000	630.00000	 	1398.00000	174.00000	 	894.88875	105.76954	 	 	 	 	 	 	 	604.50000	624.00000	 
197	 	 	 	 	 	 	1144.62230	916.30069	 	 	 	 	 	 	 	1402.50000	175.50000	 	892.50000	108.00000	 	 	 	 	 	 	 	603.00000	624.00000	 
198	 	 	 	 	 	 	1135.50000	915.00000	 	 	 	 	1305.54457	636.97781	*	1398.00000	174.00000	 	893.97841	106.64107	 	 	 	 	 	 	 	 	 	 
199	 	 	 	 	 	 	1144.67826	916.82144	 	 	 	 	1305.00000	630.00000	 	1398.00000	175.50000	 	894.99958	105.65885	 	 	 	 	 	 	 	 	 	 
200	 	 	 	 	 	 	1144.59536	916.68049	 	 	 	 	1305.00000	630.00000	 	1396.50000	175.50000	 	894.51371	105.82503	 	 	 	 	 	 	 	601.50000	624.00000	*
201	 	 	 	 	 	 	1144.55518	917.20656	 	 	 	 	1305.00000	630.00000	 	1398.00000	175.50000	 	895.07677	105.70957	 	 	 	 	 	 	 	 	 	 
202	 	 	 	 	 	 	1144.21432	917.03311	 	 	 	 	1305.66830	637.08967	 	1396.50000	175.50000	 	894.64346	105.73082	 	 	 	 	 	 	 	 	 	 
203	 	 	 	 	 	 	1144.32754	917.04594	 	 	 	 	 	 	 	1396.50000	175.50000	 	894.31973	105.83015	 	 	 	 	 	 	 	 	 	 
204	 	 	 	 	 	 	1144.37083	917.42289	 	 	 	 	1305.00000	630.00000	*	1398.00000	175.50000	 	897.00000	106.50000	 	 	 	 	 	 	 	 	 	 
205	 	 	 	 	 	 	1144.66014	917.15302	 	 	 	 	1305.87753	637.23228	 	1398.00000	175.50000	 	893.47723	106.32433	 	 	 	 	 	 	 	601.50000	625.50000	*
206	 	 	 	 	 	 	1138.50000	916.50000	 	 	 	 	 	 	 	1398.27026	173.84067	 	893.06856	106.75126	 	 	 	 	 	 	 	603.00000	624.00000	 
207	 	 	 	 	 	 	1144.60299	915.43003	 	 	 	 	1305.56307	636.95649	*	1398.33166	173.83493	 	893.60316	106.33599	 	 	 	 	 	 	 	604.50000	625.50000	 
208	 	 	 	 	 	 	1138.50000	916.50000	 	 	 	 	1305.60340	637.16501	 	1398.00000	174.00000	 	891.00000	106.50000	 	 	 	 	 	 	 	604.50000	624.00000	 
209	 	 	 	 	 	 	1137.00000	918.00000	 	 	 	 	1305.61619	637.06690	 	1402.50000	175.50000	 	892.50000	108.00000	 	 	 	 	 	 	 	603.00000	625.50000	 
210	 	 	 	 	 	 	1144.76301	915.79975	 	 	 	 	1305.00000	630.00000	 	1396.50000	175.50000	 	894.00000	108.00000	 	 	 	 	 	 	 	601.50000	627.00000	 
211	 	 	 	 	 	 	1144.85657	915.80157	 	 	 	 	1305.00000	630.00000	 	1398.00000	175.50000	 	893.42877	106.75349	 	 	 	 	 	 	 	 	 	 
212	 	 	 	 	 	 	1144.69012	915.42242	 	 	 	 	1305.76612	637.27473	 	1398.00000	174.00000	 	893.86624	106.37152	 	 	 	 	 	 	 	 	 	 
213	 	 	 	 	 	 	1135.50000	918.00000	 	 	 	 	1305.00000	630.00000	 	1398.00000	172.50000	 	893.30206	106.76202	 	 	 	 	 	 	 	 	 	 
214	 	 	 	 	 	 	1137.00000	916.50000	 	 	 	 	1305.00000	630.00000	 	1402.50000	174.00000	 	894.00000	108.00000	 	 	 	 	 	 	 	 	 	 
215	 	 	 	 	 	 	1144.95195	916.49844	 	 	 	 	1305.00000	630.00000	 	1401.00000	174.00000	 	894.07537	106.61975	 	 	 	 	 	 	 	 	 	 
216	 	 	 	 	 	 	1135.50000	916.50000	 	 	 	 	1305.68077	637.28283	 	1399.50000	174.00000	 	892.50000	108.00000	 	 	 	 	 	 	 	 	 	 
217	 	 	 	 	 	 	1137.00000	916.50000	 	 	 	 	1305.00000	630.00000	 	1402.50000	174.00000	 	897.00000	106.50000	 	 	 	 	 	 	 	 	 	 
218	 	 	 	 	 	 	1137.00000	916.50000	 	 	 	 	1305.00000	630.00000	 	1401.00000	174.00000	 	893.37482	106.84433	 	 	 	 	 	 	 	 	 	 
219	 	 	 	 	 	 	1144.97342	916.01906	 	 	 	 	1305.00000	630.00000	 	1401.00000	174.00000	 	893.41751	106.90509	 	 	 	 	 	 	 	 	 	 
220	 	 	 	 	 	 	1138.50000	916.50000	 	 	 	 	1305.71206	637.04509	 	1402.50000	174.00000	 	892.60886	107.49775	 	 	 	 	 	 	 	 	 	 
221	 	 	 	 	 	 	1144.93552	915.55476	 	 	 	 	1305.59665	636.88602	 	1401.00000	174.00000	 	894.00000	108.00000	 	 	 	 	 	 	 	 	 	 
222	 	 	 	 	 	 	1138.50000	916.50000	 	 	 	 	1305.71680	637.17301	 	1402.50000	174.00000	 	894.00000	108.00000	 	 	 	 	 	 	 	 	 	 
223	 	 	 	 	 	 	1138.50000	916.50000	 	 	 	 	1305.73549	637.09656	 	1402.50000	174.00000	 	892.50000	109.50000	 	 	 	 	 	 	 	 	 	 
224	 	 	 	 	 	 	1138.50000	916.50000	 	 	 	 	1305.00000	630.00000	 	1396.50000	171.00000	 	897.00000	106.50000	 	 	 	 	 	 	 	 	 	 
225	 	 	 	 	 	 	1140.00000	918.00000	 	 	 	 	1305.66270	636.95173	 	1396.50000	171.00000	 	891.50273	107.88501	 	 	 	 	 	 	 	 	 	 
226	 	 	 	 	 	 	1141.50000	919.50000	 	 	 	 	1305.00000	630.00000	 	1398.00000	174.00000	 	891.93744	108.02198	 	 	 	 	 	 	 	 	 	 
227	 	 	 	 	 	 	1143.00000	918.00000	 	 	 	 	1305.70585	637.08270	 	1398.00000	174.00000	 	892.59807	107.69483	 	 	 	 	 	 	 	 	 	 
228	 	 	 	 	 	 	1137.02525	914.97013	 	 	 	 	1305.73476	637.26244	 	1398.00000	175.50000	 	893.86671	106.46451	 	 	 	 	 	 	 	 	 	 
229	 	 	 	 	 	 	1137.16069	914.82657	 	 	 	 	1305.00000	630.00000	 	1398.00000	175.50000	 	893.77334	106.43867	 	 	 	 	 	 	 	 	 	 
230	 	 	 	 	 	 	1144.50000	919.50000	 	 	 	 	1305.00000	630.00000	 	1396.50000	174.00000	 	893.49302	106.82929	 	 	 	 	 	 	 	 	 	 
231	 	 	 	 	 	 	1137.10257	915.62190	 	 	 	 	1305.00000	630.00000	 	1402.50000	175.50000	 	893.32372	107.00458	 	 	 	 	 	 	 	 	 	 
232	 	 	 	 	 	 	1137.40792	915.62909	 	 	 	 	1305.00000	630.00000	 	1398.00000	174.00000	 	893.53132	106.82174	 	 	 	 	 	 	 	 	 	 
233	 	 	 	 	 	 	1146.00000	918.00000	 	 	 	 	1305.76544	637.37240	 	1398.00000	174.00000	 	892.50000	108.00000	 	 	 	 	 	 	 	 	 	 
234	 	 	 	 	 	 	1137.90262	915.00384	 	 	 	 	1305.79145	637.61097	 	1398.00000	174.00000	 	897.00000	106.50000	 	 	 	 	 	 	 	 	 	 
235	 	 	 	 	 	 	1147.50000	919.50000	 	 	 	 	1305.00000	630.00000	 	1396.50000	171.00000	 	892.50000	108.00000	 	 	 	 	 	 	 	 	 	 
236	 	 	 	 	 	 	1149.00000	922.50000	 	 	 	 	1305.00000	630.00000	 	1402.50000	175.50000	 	891.38495	108.31693	 	 	 	 	 	 	 	 	 	 
237	 	 	 	 	 	 	1149.00000	922.50000	 	 	 	 	1305.00000	630.00000	 	1402.50000	175.50000	 	897.00000	106.50000	 	 	 	 	 	 	 	 	 	 
238	 	 	 	 	 	 	1147.50000	922.50000	 	 	 	 	1305.00000	630.00000	 	1402.50000	175.50000	 	892.19589	107.58628	 	 	 	 	 	 	 	 	 	 
239	 	 	 	 	 	 	1147.50000	922.50000	 	 	 	 	1305.00000	630.00000	 	1396.50000	171.00000	 	891.00000	106.50000	 	 	 	 	 	 	 	 	 	 
240	 	 	 	 	 	 	1147.50000	921.00000	 	 	 	 	 	 	 	1396.50000	169.50000	 	890.91661	107.84739	 	 	 	 	 	 	 	 	 	 

Track 	Length	Distance traveled	Nr of Frames
1	300.87527	3.24062	105
2	320.02511	6.74078	130
3	838.19305	10.03568	240
4	17.83938	5.40833	10
5	706.70444	9.12414	223
6	329.67283	16.22498	135
7	189.37621	16.12551	110
8	53.61016	4.73910	10
9	123.07895	4.74342	23
10	45.74210	10.92016	22
