Frame	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X10	Y10	Flag10	X13	Y13	Flag13	X14	Y14	Flag14	X17	Y17	Flag17	X18	Y18	Flag18	X2	Y2	Flag2	X9	Y9	Flag9	X12	Y12	Flag12	X16	Y16	Flag16	X20	Y20	Flag20	X21	Y21	Flag21	X1	Y1	Flag1	X8	Y8	Flag8	X11	Y11	Flag11	X15	Y15	Flag15	X19	Y19	Flag19
111	16.5406	175.0273	0	96.3570	176.7274	0	349.2989	215.2863	0	277.4046	285.0030	0	880.4324	416.9378	0	397.7431	522.8135	0	638.6687	602.4642	0	510.9293	685.2786	0	422.8845	727.3760	0	600.1320	841.2261	0	1137.2126	456.4748	0	1243.9110	535.6870	0	1278.9049	722.5955	0	711.1398	925.9764	0																					
112	16.3861	174.8386	0	96.3938	176.7690	0	348.9201	215.0967	0	277.3993	284.9995	0	880.3748	416.3232	0	397.6484	522.6184	0	639.0123	602.1525	0	510.7778	685.2922	0	422.6746	726.8348	0	600.5260	841.1434	0	1136.5554	456.2722	0	1243.8292	535.3564	0	1278.2832	722.3389	0	711.6693	925.9551	0																					
113	16.4970	174.1407	0	95.8244	176.4474	0	348.7111	214.7158	0	277.3994	285.0251	0	880.1746	416.1657	0	396.9456	522.1952	0	638.3874	602.1496	0	510.7053	685.2512	0	422.5273	726.5851	0	601.2805	841.3796	0	1136.1633	456.9410	0	1242.5500	536.1155	0	1278.1538	721.8495	0	711.4245	925.2906	0																					
114	16.4179	174.2440	0	95.1245	176.3623	0	348.8129	214.8480	0	277.3412	285.0362	0	881.1944	416.2201	0	397.6365	521.4192	0	638.5395	601.5452	0	511.3046	684.5690	0	423.0958	725.8040	0	601.6746	840.9951	0	1136.0240	457.1588	0	1241.9121	536.1978	0	1278.1401	721.7507	0	710.5685	924.8434	0																					
115	16.4063	174.1724	0	94.6265	176.3472	0	348.5738	215.2659	0	277.3879	285.0717	0	881.3301	416.7497	0	397.8340	520.9036	0	638.8681	601.8886	0	511.9091	684.1841	0	423.3097	725.5134	0	601.1627	839.9709	0	1136.0901	457.0354	0	1241.7997	535.8303	0	1278.2168	721.3312	0	711.1526	923.9753	0																					
116	16.3905	173.5122	0	93.9157	176.6318	0	348.8921	215.7154	0	277.3525	285.1550	0	881.5853	416.9355	0	397.4371	520.5542	0	639.6988	601.8027	0	511.7694	684.0132	0	423.5641	725.4588	0	600.6506	839.5527	0	1135.2406	456.8740	0	1242.2559	535.7649	0	1277.9030	720.8483	0	711.8480	924.5420	0																					
117	16.2930	172.4409	0	93.6301	176.3495	0	349.3119	215.5486	0	277.3504	285.1920	0	881.5259	417.3460	0	397.4043	520.0803	0	639.4044	602.3757	0	511.7530	684.0626	0	424.3266	724.9403	0	600.6346	839.8348	0	1134.7855	457.2675	0	1242.0769	534.9872	0	1278.4642	719.8045	0	712.0045	923.7308	0																					
118	16.1782	171.8471	0	93.9172	176.0091	0	349.1338	215.3153	0	277.3939	285.1513	0	881.0825	417.7386	0	397.3558	520.4080	0	639.4622	602.2102	0	511.7665	683.3806	0	424.6165	725.4933	0	600.5409	840.0897	0	1134.7340	457.3029	0	1242.0868	534.4996	0	1278.4685	719.7750	0	711.8925	923.3473	0																					
119	15.8774	171.8868	0	93.5313	175.2449	0	349.2200	214.3806	0	277.4385	284.9970	0	881.0045	418.1061	0	397.3672	520.8860	0	638.6669	601.5026	0	511.6687	682.1877	0	424.8681	725.1976	0	599.9600	840.7490	0	1134.4489	457.1594	0	1243.2207	534.4290	0	1277.9117	719.6643	0	713.1831	922.4074	0																					
120	15.9346	171.8538	0	93.9533	174.2688	0	349.0620	214.7160	0	277.3461	284.9635	0	880.5911	417.2854	0	397.8063	520.4888	0	638.2952	601.3343	0	511.6560	682.5292	0	425.1680	725.4693	0	600.6836	840.9730	0	1134.2843	457.2574	0	1243.9446	534.3521	0	1277.1757	718.8371	0	714.2004	921.2704	0																					
121	16.1164	171.1430	0	94.0817	173.6770	0	348.4860	214.6611	0	277.4237	284.9460	0	879.7050	417.5697	0	397.7830	519.9901	0	638.5200	601.0518	0	511.5385	681.8974	0	425.4250	724.7987	0	601.3688	840.9168	0	1133.9377	457.7648	0	1243.7423	534.3475	0	1276.7790	719.0575	0	715.3032	921.4227	0																					
122	16.3425	170.2369	0	94.4179	173.9305	0	347.6409	214.0805	0	277.4455	284.9623	0	879.1666	417.1790	0	398.6098	520.3796	0	638.4390	601.4166	0	511.6148	682.7946	0	425.3949	725.3192	0	601.0932	840.6332	0	1133.7285	458.3481	0	1243.8799	534.6019	0	1276.9644	719.7761	0	715.7730	921.2590	0																					
123	16.5585	169.9315	0	94.2435	173.3916	0	347.3780	214.6725	0	277.3558	285.0540	0	879.4103	417.1071	0	399.6721	520.3781	0	638.8002	602.4788	0	510.6147	682.9619	0	424.3775	725.7567	0	600.4881	840.3627	0	1133.6268	458.0755	0	1243.5186	535.3964	0	1277.2238	720.2316	0	715.8763	921.3613	0																					
124	16.3524	170.5031	0	93.2023	173.9142	0	347.1131	214.9376	0	277.2729	285.1511	0	879.2037	417.0324	0	399.2172	519.6097	0	638.8588	603.3527	0	510.1685	683.0058	0	424.2169	726.1260	0	599.8951	840.8262	0	1132.9746	458.6360	0	1244.1449	535.6914	0	1277.3237	720.2463	0	715.7820	920.9752	0																					
125	16.3833	170.7985	0	93.7026	173.6995	0	347.8218	215.6915	0	277.3213	285.2091	0	879.4645	417.0027	0	399.4373	520.5149	0	639.7466	603.8052	0	510.4940	682.8940	0	424.0117	726.7410	0	600.4639	841.8445	0	1133.3510	458.6888	0	1244.3792	535.2275	0	1277.8202	719.4036	0	716.0429	920.8363	0																					
126	16.5676	170.0232	0	93.8800	173.7086	0	348.6159	215.1122	0	277.3861	285.1114	0	879.7766	416.5348	0	399.7387	520.3673	0	640.4337	604.0691	0	509.9866	683.2287	0	423.8481	727.3479	0	601.4502	841.8210	0	1133.1368	457.8541	0	1243.8988	535.0679	0	1277.2695	719.2853	0	715.9167	920.2850	0																					
127	16.2391	169.4008	0	93.6036	173.7974	0	348.7395	214.9132	0	277.3873	285.0151	0	880.1606	415.9107	0	399.7269	519.4578	0	641.1896	604.1681	0	510.4224	682.8882	0	424.1364	726.5710	0	602.0640	841.3496	0	1133.8466	458.2313	0	1243.6234	536.0415	0	1276.7891	719.7054	0	715.5702	920.0239	0																					
128	16.0754	168.0276	0	94.3616	174.2163	0	349.8426	214.9531	0	277.4013	284.9346	0	880.0087	416.6976	0	400.0266	518.4869	0	641.0271	603.6417	0	510.5042	681.9459	0	423.8867	726.6920	0	601.8349	841.1514	0	1134.6654	458.8280	0	1243.1433	535.7291	0	1276.4592	720.1184	0	715.6631	919.9744	0																					
129	15.3745	167.7323	0	93.7401	174.0821	0	350.8672	215.1244	0	277.3613	284.9311	0	879.9858	417.7477	0	399.4952	518.8396	0	640.8622	603.7268	0	509.4977	680.8364	0	424.3697	726.7575	0	602.2904	841.1378	0	1134.9999	459.5618	0	1243.3685	536.0657	0	1276.4631	720.2408	0	715.8406	920.0453	0																					
130	15.4133	167.3253	0	93.6636	174.4732	0	352.2297	215.0345	0	277.2988	284.9467	0	880.5400	418.5121	0	401.0536	518.0749	0	641.1715	603.6841	0	509.3394	681.7996	0	424.3996	726.7648	0	602.4133	840.0325	0	1135.3684	459.7966	0	1242.5999	536.4214	0	1276.4296	720.3499	0	716.2925	919.8896	0																					
131	15.3250	167.2978	0	93.9259	174.0905	0	352.7668	215.7959	0	277.3267	285.1209	0	880.3203	419.4143	0	400.7745	517.3777	0	640.8832	604.8528	0	508.8953	682.2873	0	423.9559	727.2915	0	602.4081	840.2305	0	1135.1754	459.7268	0	1242.2103	536.7883	0	1277.0652	720.3605	0	716.2337	920.0095	0																					
132	15.4486	167.2235	0	94.4941	174.3055	0	352.8142	215.7843	0	277.3283	285.1534	0	880.7754	420.1828	0	400.3749	517.3406	0	640.3708	605.0491	0	509.4972	681.4168	0	424.4244	726.6254	0	601.9976	840.8086	0	1135.2318	460.0387	0	1241.6616	537.2872	0	1277.9115	720.1317	0	716.4288	920.2438	0																					
133	15.8006	166.8182	0	94.3890	173.8326	0	351.9595	215.3448	0	277.3465	285.1454	0	881.2810	420.0545	0	400.3224	517.8408	0	640.6768	605.0879	0	510.1342	680.6940	0	424.3814	725.9313	0	602.5938	839.8335	0	1134.9695	459.5732	0	1241.3573	536.9090	0	1277.7577	719.5327	0	716.7808	919.7128	0																					
134	15.7753	167.1875	0	94.2034	173.3412	0	352.4031	215.4683	0	277.4111	285.1277	0	881.3121	420.1771	0	400.7779	518.0559	0	640.6385	605.1507	0	510.3569	680.6896	0	425.3610	725.6431	0	602.4073	839.4957	0	1135.4655	459.7527	0	1241.2949	536.9417	0	1278.3569	719.8998	0	717.0123	920.2037	0																					
135	15.6496	167.7489	0	94.2179	173.5323	0	352.6082	215.1361	0	277.3662	285.0961	0	881.4207	420.4426	0	401.5965	518.1033	0	640.3994	604.6996	0	510.3365	680.7030	0	426.2333	725.3304	0	601.2485	838.7624	0	1136.2744	460.1059	0	1241.1271	537.0806	0	1279.6086	720.2104	0	717.4051	920.1880	0																					
136	15.5366	167.5135	0	94.4409	173.9607	0	352.8756	214.4073	0	277.4338	284.9324	0	881.3484	419.9801	0	401.7348	516.9109	0	640.5479	604.7800	0	509.8416	680.3680	0	426.3446	725.5773	0	601.0223	837.8291	0	1137.6182	460.4075	0	1241.8553	536.6363	0	1279.6094	721.3966	0	717.5774	920.7988	0																					
137	15.1246	167.3083	0	94.1607	172.9950	0	353.3463	213.8079	0	277.4841	284.8293	0	881.0897	419.7191	0	401.9701	516.6666	0	640.5748	604.3120	0	509.8340	680.1052	0	426.3385	725.9756	0	601.1757	838.2502	0	1137.8198	460.8317	0	1242.8175	536.5340	0	1279.8646	722.2659	0	717.2845	920.7686	0																					
138	15.3362	167.8719	0	95.0096	172.5064	0	354.1634	213.7159	0	277.3624	284.9862	0	881.2648	420.2833	0	401.8076	516.4850	0	640.9255	604.6636	0	509.3981	680.2482	0	425.9818	725.7768	0	600.3536	839.5152	0	1137.6256	461.9406	0	1243.5537	536.1404	0	1280.2645	722.2169	0	717.4357	920.9355	0																					
139	15.6560	167.9488	0	96.2772	173.0553	0	354.8357	213.4833	0	277.3397	285.1098	0	881.6402	420.9875	0	402.0225	516.7115	0	641.1405	605.6411	0	510.1966	679.6783	0	426.2264	725.8351	0	599.6198	839.5922	0	1137.7208	461.2048	0	1243.5650	535.1987	0	1281.3206	721.9905	0	717.3331	920.4794	0																					
140	15.7701	167.8898	0	96.7062	173.6299	0	354.9773	214.1736	0	277.2944	285.1762	0	881.3205	421.5488	0	401.7590	517.2313	0	641.2155	605.1882	0	510.5014	679.6259	0	425.9674	726.3001	0	599.0831	840.2515	0	1138.3347	460.8175	0	1243.7102	535.1761	0	1281.9464	722.1345	0	716.9814	920.3369	0																					
141	15.7179	167.5639	0	96.3464	173.6531	0	354.7397	214.5408	0	277.2957	285.1620	0	880.4943	421.7382	0	401.1493	517.5987	0	641.1064	604.6470	0	510.8785	679.0567	0	426.2973	725.9024	0	598.9110	840.5885	0	1139.4182	460.9122	0	1244.2013	535.0754	0	1281.4082	722.2338	0	717.1510	919.9568	0																					
142	16.0338	167.6331	0	96.7056	173.1350	0	355.1678	214.2707	0	277.3479	285.0954	0	880.9078	421.7169	0	400.9208	517.6414	0	641.8538	604.7523	0	510.0858	678.8464	0	426.5457	725.9016	0	599.0989	840.8820	0	1139.4558	460.6828	0	1244.4266	534.5446	0	1281.1487	722.3428	0	717.2757	920.0145	0																					
143	16.1311	167.4658	0	97.3699	172.7497	0	356.1566	213.9135	0	277.3987	284.9622	0	880.4252	421.6047	0	401.9947	517.6947	0	642.1890	605.5621	0	509.9425	679.2885	0	425.9881	727.1132	0	599.3597	840.6895	0	1139.3077	460.3444	0	1243.8241	534.0708	0	1281.0920	721.8157	0	716.8378	920.1303	0																					
144	15.9822	166.9652	0	97.5931	172.4973	0	356.2775	214.5292	0	277.4341	284.9269	0	880.2081	420.8628	0	402.5650	517.8539	0	642.8343	605.4413	0	509.6506	679.6724	0	425.2973	726.6992	0	599.1177	840.8322	0	1139.6050	461.1962	0	1243.2789	533.5954	0	1281.3403	721.5758	0	716.7824	919.3230	0																					
145	15.5592	166.3802	0	97.4918	172.2791	0	356.4321	214.8718	0	277.4003	284.9513	0	880.8787	420.6608	0	402.5985	517.0147	0	643.3662	605.4957	0	509.3462	679.3444	0	425.5188	726.9304	0	598.0927	840.3690	0	1139.8867	461.2895	0	1242.9030	533.9369	0	1281.7245	721.6582	0	715.8938	919.6603	0																					
146	15.4852	166.4729	0	97.1592	173.3717	0	356.5542	214.4468	0	277.3516	285.0046	0	880.2793	421.1098	0	402.4715	518.1050	0	643.2713	605.3787	0	509.4341	679.6232	0	426.1742	727.4835	0	597.7024	840.5358	0	1140.1123	461.8109	0	1242.5600	534.3419	0	1281.6420	722.0576	0	715.3635	919.0142	0																					
147	15.2784	166.3817	0	96.5948	174.3099	0	356.4126	214.4215	0	277.3625	285.0847	0	880.3350	421.9950	0	402.7031	518.1628	0	642.6387	605.1738	0	509.8577	680.1061	0	426.0863	727.1211	0	597.6539	840.9576	0	1140.2420	461.4650	0	1242.8723	534.2626	0	1281.3030	722.4169	0	715.3579	919.5151	0																					
148	15.0969	166.3944	0	95.7928	174.4216	0	356.6947	214.7717	0	277.3688	285.0985	0	880.7950	421.7941	0	402.6504	518.4110	0	642.3361	605.4705	0	511.0374	680.1757	0	425.9037	726.7853	0	597.6958	840.4569	0	1140.5658	460.5295	0	1243.1180	534.5118	0	1281.2610	722.7537	0	715.1106	920.7882	0																					
149	14.8910	166.5495	0	95.8539	174.2609	0	355.6399	214.1399	0	277.4305	285.0598	0	880.9150	421.6244	0	402.5328	518.9744	0	642.5232	604.7273	0	511.7563	680.0615	0	425.9135	727.1870	0	597.6511	839.1735	0	1141.0695	460.6155	0	1243.4950	535.2316	0	1282.0914	723.6538	0	715.2831	921.4769	0																					
150	15.2852	167.0324	0	96.2929	173.7371	0	355.0229	213.3567	0	277.3349	285.0243	0	880.9070	421.3494	0	403.0915	519.4131	0	642.0875	604.9573	0	512.4244	680.2132	0	426.0988	727.1895	0	597.4567	839.1438	0	1141.3943	460.2011	0	1243.9292	534.4026	0	1282.0563	723.4634	0	716.5319	921.3248	0																					
151	15.4903	166.8643	0	96.1379	173.5723	0	354.0112	213.2689	0	277.3413	285.0216	0	880.7933	421.2442	0	403.1849	519.4119	0	641.6471	604.9626	0	512.4009	680.6909	0	426.0441	728.3926	0	597.6210	839.7978	0	1141.7699	459.3151	0	1243.8116	534.5591	0	1282.5060	723.3776	0	717.3784	921.8542	0																					
152	15.6950	166.1113	0	96.6172	173.4220	0	353.4067	212.7268	0	277.3101	285.0467	0	880.7862	421.7909	0	403.0519	519.3826	0	642.8284	604.6556	0	512.3638	680.8484	0	425.5430	728.8033	0	597.2679	839.7264	0	1141.8221	459.2890	0	1243.7487	534.6198	0	1281.7152	723.0160	0	718.2349	922.6528	0																					
153	15.9166	166.4339	0	96.5829	174.2846	0	353.2019	211.3794	0	277.3715	285.0173	0	881.0580	422.1299	0	403.7587	519.2355	0	643.6158	603.4362	0	512.1597	680.6659	0	425.3011	729.0153	0	597.2618	840.0579	0	1141.4728	459.1900	0	1242.6692	534.5801	0	1281.8723	723.7087	0	718.8319	923.0541	0																					
154	15.4555	166.5890	0	95.9198	174.3857	0	352.8380	211.6227	0	277.4173	285.0507	0	881.5630	421.7404	0	403.4700	518.7698	0	643.8448	603.5686	0	511.7508	680.1985	0	424.5353	729.0118	0	597.4742	840.1462	0	1141.7242	459.6358	0	1242.1567	534.7144	0	1281.1923	723.9477	0	719.4684	923.8721	0																					
155	15.4652	166.5032	0	95.2280	174.6617	0	352.9114	211.8168	0	277.3785	285.0649	0	882.0638	422.1172	0	403.9139	519.1576	0	644.3743	604.0945	0	512.4820	680.0242	0	424.1110	729.2311	0	596.7742	839.4403	0	1141.1440	459.7788	0	1241.8132	534.5198	0	1281.6885	723.9022	0	719.1561	924.0283	0																					
156	15.6720	166.0070	0	95.3513	175.3531	0	353.3982	211.0042	0	277.3473	285.0810	0	882.2630	421.9639	0	403.6297	519.7989	0	644.4278	603.9693	0	512.4145	680.1960	0	424.1580	729.1223	0	597.3061	838.7486	0	1141.1909	459.5787	0	1242.0002	534.8125	0	1282.2335	723.1638	0	719.0690	923.0098	0																					
157	15.7321	165.0783	0	95.0075	175.6783	0	353.4480	210.1030	0	277.2677	285.0326	0	882.1001	422.2192	0	402.8763	519.4006	0	643.7324	604.1312	0	511.8318	680.1608	0	424.8831	729.3881	0	597.4456	838.4957	0	1141.7852	460.0644	0	1242.2416	535.8283	0	1281.8014	722.8581	0	719.2028	922.8964	0																					
158	15.7592	165.3932	0	95.2773	176.0309	0	353.5579	209.4883	0	277.3770	285.0077	0	880.9620	421.4247	0	402.8256	519.8522	0	643.4320	603.2651	0	510.9469	679.9298	0	424.9288	729.5601	0	596.8957	837.9910	0	1141.9109	459.6236	0	1242.3828	534.9553	0	1281.1533	722.2059	0	719.5514	922.6760	0																					
159	15.7364	166.0418	0	95.6895	175.6624	0	353.5663	209.6136	0	277.3970	284.9716	0	881.3084	420.8506	0	402.4207	519.9852	0	643.0895	602.7838	0	510.9474	679.9326	0	424.6991	729.4098	0	596.9004	837.4191	0	1142.5057	458.9931	0	1241.7302	534.6127	0	1280.9928	722.0544	0	719.3013	923.4955	0																					
160	15.3739	166.2360	0	95.6469	175.0784	0	352.8735	209.5781	0	277.4009	284.9537	0	881.7692	421.0555	0	401.6122	519.6189	0	643.0380	602.3108	0	510.6527	680.1914	0	423.7115	729.1540	0	597.6473	836.9711	0	1141.4067	458.6892	0	1241.6921	534.2817	0	1281.2252	721.6101	0	718.5912	924.0069	0																					
161	14.9870	166.1264	0	95.5399	174.8265	0	352.9378	210.1159	0	277.3190	285.0980	0	881.2747	420.2969	0	401.3994	519.9495	0	642.9963	602.4491	0	510.1722	680.5665	0	422.7745	729.6183	0	598.2239	837.1749	0	1141.8417	459.3588	0	1242.0259	534.9926	0	1281.9668	721.3066	0	719.3795	923.4742	0																					
162	14.8360	166.8856	0	95.5964	175.2180	0	353.0875	210.4378	0	277.3064	285.1581	0	880.7680	420.4877	0	401.4764	520.1407	0	642.3925	602.3104	0	510.7605	679.9692	0	422.9348	729.4631	0	598.6899	837.3348	0	1141.7512	460.1298	0	1241.5836	535.1990	0	1282.5435	721.7095	0	719.7282	922.5964	0																					
163	14.8046	166.9223	0	96.0443	174.6326	0	352.7896	210.2924	0	277.3057	285.1137	0	881.4911	420.2461	0	400.8456	520.6580	0	642.7863	602.3244	0	511.5180	679.8887	0	422.9885	729.7490	0	598.6658	837.4482	0	1141.7140	460.2703	0	1241.5563	535.0477	0	1282.5161	721.7910	0	719.9069	922.4098	0																					
164	14.8530	166.3392	0	96.8368	174.4343	0	353.2483	209.9512	0	277.3187	285.1703	0	881.0059	419.6077	0	400.8933	521.0335	0	642.9305	602.7324	0	511.5750	680.2931	0	422.6645	729.8586	0	598.7333	837.6207	0	1141.6324	460.4230	0	1241.5911	534.5910	0	1282.4148	721.6929	0	720.5920	922.4143	0																					
165	14.8857	166.3035	0	97.0848	173.7137	0	353.2797	209.7860	0	277.4239	285.0245	0	881.7269	420.2498	0	400.7447	521.2002	0	643.2801	602.0037	0	511.9634	680.0695	0	423.0846	729.8494	0	598.7332	836.9290	0	1141.5436	460.5859	0	1241.5778	534.3116	0	1282.3005	721.7288	0	720.7670	922.1420	0																					
166	15.1298	166.1838	0	96.8965	173.6474	0	353.7031	209.5209	0	277.4030	284.9597	0	882.3477	420.2659	0	400.8979	521.5416	0	644.0987	601.9781	0	512.4635	680.0032	0	422.9712	729.3055	0	598.1938	835.7096	0	1142.2914	461.3500	0	1241.7790	534.5023	0	1281.3505	722.6208	0	720.5334	921.7983	0																					
167	15.6007	164.9060	0	97.4823	173.6683	0	353.5366	209.5505	0	277.3820	284.9224	0	882.2006	420.3897	0	400.8799	522.8071	0	644.2793	601.7285	0	512.6224	679.6811	0	423.5935	729.1509	0	597.9957	835.5383	0	1143.6257	461.5045	0	1241.6614	534.4775	0	1281.4920	722.5875	0	720.6591	921.8819	0																					
168	15.7001	164.6070	0	97.7646	174.0533	0	353.3515	209.1193	0	277.3931	284.9743	0	881.2762	419.9413	0	400.8966	523.8913	0	643.7714	601.6628	0	512.7628	679.3433	0	423.8947	728.6044	0	598.7893	835.2806	0	1144.4497	461.5144	0	1241.3922	533.4540	0	1280.6295	722.1901	0	720.9225	922.6056	0																					
169	15.5179	164.2167	0	98.3729	173.7497	0	353.7976	208.8691	0	277.3583	285.0431	0	880.4064	419.7063	0	401.4110	523.7048	0	643.6359	602.6899	0	511.9264	679.3455	0	423.8834	728.6304	0	598.6998	835.6616	0	1144.0509	462.0088	0	1240.5094	533.1560	0	1280.3542	722.2788	0	720.8673	922.7821	0																					
170	15.3744	163.4388	0	98.4462	173.8787	0	354.2542	208.8383	0	277.3682	285.0799	0	879.8182	419.4669	0	401.5306	523.9968	0	643.7958	602.7181	0	512.4678	679.4591	0	424.4603	728.8249	0	598.0466	836.0234	0	1144.3734	461.2603	0	1240.6536	533.6085	0	1281.1016	722.7151	0	721.9149	923.1649	0																					
171	15.2609	163.2693	0	98.5842	174.3051	0	354.6508	208.9466	0	277.3408	285.2308	0	879.9238	419.6780	0	402.1498	524.7440	0	643.3271	603.0864	0	512.4409	680.2347	0	423.9212	728.8215	0	597.5721	836.3506	0	1144.7228	461.0826	0	1241.5188	534.0280	0	1281.3912	722.4935	0	723.2250	922.5197	0																					
172	15.2776	163.4806	0	98.4114	173.9657	0	356.0067	209.1440	0	277.3345	285.2487	0	879.4781	420.3236	0	402.5446	525.0322	0	642.7795	602.9024	0	513.0996	681.2989	0	424.0400	728.5493	0	597.9181	836.5256	0	1144.7639	461.4184	0	1241.7319	533.4700	0	1282.2153	722.6655	0	723.3925	922.0836	0																					
173	15.5198	163.3741	0	98.4809	173.3081	0	355.9848	209.2506	0	277.3877	285.0485	0	879.5640	420.2969	0	402.3524	524.3835	0	642.6794	602.2395	0	514.1798	681.3348	0	424.4859	728.3336	0	598.2645	836.0059	0	1144.6497	461.9665	0	1241.7347	533.0466	0	1282.2141	722.3293	0	722.8851	922.0419	0																					
174	15.4298	163.1368	0	98.6765	173.4242	0	356.2206	209.2757	0	277.4031	284.8447	0	879.2342	420.0636	0	402.6287	522.9649	0	642.6611	602.0673	0	514.2836	680.9748	0	424.7358	727.5939	0	598.5009	835.8174	0	1143.5256	461.7470	0	1241.0947	532.9030	0	1281.6292	722.4298	0	722.8845	921.1851	0																					
175	15.4981	163.4381	0	98.2681	172.9479	0	355.7037	209.2363	0	277.3831	284.7347	0	878.6873	419.9025	0	403.0584	522.6047	0	643.1087	602.0056	0	513.9010	680.8456	0	424.6621	727.6812	0	597.8611	836.3339	0	1143.0985	462.2564	0	1241.4811	532.1909	0	1281.4819	722.8853	0	723.3052	920.5770	0																					
176	15.3855	163.6552	0	97.7454	173.5880	0	355.8723	210.3059	0	277.3722	284.8489	0	878.0522	419.4667	0	403.4501	523.9174	0	643.2850	602.1921	0	513.9215	681.2273	0	425.4665	728.7864	0	597.4591	836.0228	0	1142.7122	462.3471	0	1241.6698	531.5216	0	1281.3253	722.5172	0	722.1520	920.9988	0																					
177	15.3390	163.5873	0	97.7486	173.9165	0	356.2163	210.3510	0	277.4020	284.9774	0	877.5182	420.0703	0	402.5465	524.5160	0	642.7189	601.7021	0	514.6458	681.5754	0	426.1590	728.9059	0	597.5132	835.9884	0	1141.8546	463.4028	0	1241.2535	531.2512	0	1281.4941	722.2272	0	723.0199	921.3336	0																					
178	15.3582	163.5612	0	97.1495	174.3845	0	356.9154	209.8776	0	277.4015	285.0635	0	877.2620	420.7877	0	401.9062	524.3451	0	641.7620	601.7107	0	514.5655	682.0485	0	425.5186	729.0263	0	597.2630	835.8741	0	1142.3239	463.7654	0	1241.8982	531.0414	0	1280.9252	722.7396	0	722.7424	921.4076	0																					
179	15.0223	164.1879	0	97.0489	175.2165	0	357.4878	209.5131	0	277.2963	285.1121	0	877.0084	420.8388	0	401.3283	524.3011	0	640.8586	602.1663	0	514.4618	681.9809	0	425.3263	729.3546	0	596.7971	835.3576	0	1142.8522	464.0155	0	1241.4368	530.2460	0	1281.7316	722.9893	0	723.1321	922.0725	0																					
180	14.8148	164.9528	0	96.6950	176.1050	0	357.4399	209.9946	0	277.3135	285.1799	0	877.6177	421.7380	0	401.4205	524.1602	0	640.3869	602.5349	0	513.5767	682.6269	0	425.1553	730.3663	0	596.5019	836.1371	0	1142.7826	463.4977	0	1240.9868	530.4834	0	1281.7540	723.4217	0	722.7140	922.0142	0																					
181	14.5415	165.2845	0	96.0668	176.2082	0	357.1301	210.6070	0	277.3485	285.0711	0	877.8160	421.9496	0	400.7595	525.1169	0	639.9730	601.5454	0	513.2507	683.0610	0	425.2826	729.9697	0	597.4310	836.5784	0	1142.5962	463.9015	0	1240.9594	530.2360	0	1282.2468	723.2528	0	722.9752	922.6410	0																					
182	14.6484	165.9451	0	96.9882	176.5558	0	356.9793	210.7571	0	277.3614	285.0327	0	877.8929	421.5518	0	400.6611	525.1404	0	639.6487	601.5099	0	514.2044	682.6104	0	425.8814	729.9275	0	597.6303	837.1877	0	1142.7716	463.8242	0	1240.8748	530.3077	0	1282.3995	722.9524	0	723.3621	922.5449	0																					
183	15.0871	164.7309	0	97.8100	176.2756	0	356.9961	210.6924	0	277.3530	284.8882	0	878.7063	420.9561	0	400.5645	524.9114	0	639.4798	601.4772	0	513.9847	681.8115	0	425.5178	729.4394	0	597.9244	837.2326	0	1142.4226	463.0573	0	1240.9044	529.5359	0	1282.5662	722.7357	0	723.9010	922.5175	0																					
184	15.2776	164.7100	0	98.1620	176.3569	0	358.2999	211.5676	0	277.4204	284.9141	0	878.8052	420.6200	0	400.0216	525.3828	0	638.9617	601.3641	0	514.0364	680.7374	0	425.6793	729.3238	0	598.5171	837.1494	0	1141.7548	462.3388	0	1240.9536	530.0778	0	1282.7803	723.0286	0	724.9402	922.3005	0																					
185	14.8921	164.0992	0	97.7271	176.9587	0	357.8956	211.2842	0	277.3852	285.0086	0	878.6207	420.6350	0	399.5606	524.9968	0	638.9891	601.2377	0	513.9215	680.7147	0	426.0319	729.2017	0	598.8299	836.2947	0	1141.2545	461.6244	0	1240.5701	529.8956	0	1282.5741	722.8951	0	725.9272	922.3219	0																					
186	14.5631	164.4470	0	97.7464	177.1311	0	357.6807	211.3450	0	277.3981	285.0178	0	878.7965	420.7915	0	399.1435	525.6124	0	638.5527	601.2020	0	513.8807	681.2093	0	425.8370	728.6397	0	599.5943	836.4000	0	1141.4149	460.9816	0	1240.5903	529.5452	0	1281.8801	723.1368	0	725.5815	922.3456	0																					
187	14.5899	163.9721	0	98.1632	175.9340	0	358.0472	210.9743	0	277.3545	284.9256	0	879.4721	421.0101	0	399.0573	525.6459	0	637.9921	601.2678	0	514.1039	681.8283	0	425.2890	727.8079	0	599.5304	836.6210	0	1141.4080	460.9267	0	1240.5844	529.1623	0	1281.3948	723.0784	0	725.0002	922.3051	0																					
188	14.4171	164.0670	0	97.7178	175.7812	0	358.4991	210.6515	0	277.3886	284.8071	0	879.9347	421.5435	0	399.9072	525.5107	0	637.9623	600.7885	0	514.8948	681.6719	0	425.2611	727.8308	0	599.7221	837.3975	0	1141.7352	460.4696	0	1240.0939	528.9475	0	1281.2623	722.9722	0	725.1645	923.5495	0																					
