Frame	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7	X10	Y10	Flag10	X13	Y13	Flag13	X14	Y14	Flag14	X17	Y17	Flag17	X18	Y18	Flag18	X2	Y2	Flag2	X9	Y9	Flag9	X12	Y12	Flag12	X16	Y16	Flag16	X20	Y20	Flag20	X21	Y21	Flag21	X1	Y1	Flag1	X8	Y8	Flag8	X11	Y11	Flag11	X15	Y15	Flag15	X19	Y19	Flag19
43	19.6353	168.2633	0	98.1300	178.9108	0	338.9728	220.8158	0	277.4874	284.8442	0	881.8240	413.1375	0	391.2089	513.3810	0	640.1467	591.8234	0	512.3905	686.2704	0	428.7991	721.1516	0	605.4849	838.7792	0	1142.1254	456.1575	0	1250.3848	540.7665	0	1282.5370	719.4716	0	710.1390	925.8554	0	1273.6628	1.1744	0	1266.0990	3.2665	0	1267.9166	1.4167	0	1137.1559	456.4936	0	1246.4458	534.2153	0	1285.4106	717.1747	0	708.6442	923.9883	0
44	19.2350	168.2403	0	97.7347	178.5995	0	339.0532	220.9974	0	277.3468	284.9299	0	882.6601	413.0974	0	391.0868	513.5657	0	640.4882	592.8282	0	512.4111	685.9701	0	428.4255	720.6185	0	604.6332	839.7064	0	1142.7262	456.5717	0	1250.9032	540.1502	0	1282.1716	720.1116	0	710.0372	926.2872	0	1272.8846	1.2692	0	1265.3777	3.0585	0	1268.1078	1.2843	0	1137.4955	457.0180	0	1246.7681	534.0292	0	1286.3258	716.3195	0	708.9669	924.6216	0
45	19.3472	168.6528	0	98.3935	178.8837	0	339.5896	221.1181	0	277.4612	285.1743	0	883.0810	412.8666	0	391.2457	513.4614	0	640.3640	593.2331	0	512.3872	686.1429	0	426.8959	720.6697	0	604.6987	840.5572	0	1143.2714	456.2849	0	1250.7505	539.7482	0	1282.0670	720.9501	0	709.6752	926.2353	0	1273.0000	1.1667	0	1265.0701	3.2874	0	1267.0781	1.4375	0	1137.3204	457.1082	0	1246.8190	534.1907	0	1286.1027	717.1060	0	709.5945	925.1854	0
46	19.2067	168.1153	0	98.2574	178.7818	0	338.8689	220.7439	0	277.3250	285.2126	0	883.4939	413.0395	0	391.0162	513.0057	0	640.5188	593.9232	0	512.1176	685.4726	0	426.4462	720.4058	0	603.5826	840.1094	0	1143.1855	456.3082	0	1251.0232	539.3242	0	1282.1320	721.6269	0	709.5981	926.3859	0	1272.5000	1.1410	0	1264.9950	3.2350	0	1266.7693	1.2500	0	1137.7618	456.8413	0	1246.9618	533.3766	0	1284.8114	716.5626	0	708.8186	926.0910	0
47	19.0443	167.5037	0	97.7804	178.2968	0	339.5214	220.6733	0	277.4125	285.0414	0	883.4066	413.1513	0	391.3279	513.1606	0	640.9481	593.6478	0	511.6082	685.5569	0	425.8731	720.2162	0	603.0880	840.3479	0	1142.5061	455.8939	0	1250.6643	538.6812	0	1281.8846	721.7363	0	709.6453	926.3271	0	1271.8036	1.3929	0	1264.9193	3.0699	0	1267.6578	0.8158	0	1137.8243	456.5587	0	1247.3905	532.7847	0	1285.0430	716.0582	0	707.7694	925.3403	0
48	19.0321	168.2018	0	97.3257	177.8282	0	339.9201	220.6798	0	277.4479	284.9839	0	883.8271	412.7073	0	390.5253	513.8010	0	640.3244	594.3684	0	510.9065	685.2262	0	425.3066	721.2441	0	602.1150	840.7636	0	1142.6877	456.4024	0	1251.0216	538.5496	0	1281.5303	722.0747	0	710.2080	925.5495	0	1272.0068	1.6370	0	1265.6945	2.9833	0	1266.5000	0.5000	0	1138.2949	455.9247	0	1247.6411	532.4770	0	1285.2416	715.6094	0	707.9946	923.8932	0
49	18.7375	168.6166	0	96.3025	177.5014	0	340.5745	220.6575	0	277.4276	284.7075	0	883.9258	412.9027	0	390.5747	514.1473	0	640.9097	594.9335	0	511.2214	685.2177	0	425.9658	720.9389	0	601.5189	841.1011	0	1142.6349	456.6948	0	1251.4655	539.0990	0	1281.6439	721.3483	0	710.0009	924.8309	0	1271.8334	1.5870	0	1265.9598	3.0508	0															
50	19.2401	168.3740	0	96.6607	177.0763	0	340.5569	220.7446	0	277.3918	284.9487	0	883.3657	413.5594	0	389.8013	513.6790	0	640.5221	595.2158	0	510.8640	684.4730	0	426.4489	720.5358	0	601.2695	841.2540	0	1142.6940	457.7351	0	1251.1814	538.6218	0	1281.7834	721.6249	0	710.5403	924.4120	0	1271.4231	1.3462	0	1267.0509	2.8174	0															
51	19.4053	168.0746	0	97.4496	177.2766	0	340.3149	221.2046	0	277.2918	285.1153	0	883.5173	413.8621	0	389.9991	513.8767	0	640.3303	594.8973	0	510.8741	684.9579	0	426.3093	720.8719	0	601.0519	840.7170	0	1141.5931	457.7803	0	1250.4674	537.6688	0	1281.4710	721.4294	0	710.2074	924.0753	0	1271.5930	1.1744	0	1266.7662	2.8491	0															
52	19.6708	167.7410	0	97.5036	177.5971	0	340.8816	221.4902	0	277.3512	285.3246	0	882.7878	414.0033	0	390.6129	513.2604	0	639.6960	595.3551	0	511.7207	684.8621	0	427.3836	722.4463	0	601.1248	840.8072	0	1141.1779	458.6242	0	1250.3331	537.4661	0	1281.2253	721.6351	0	710.1597	924.4718	0	1271.1041	1.2292	0	1266.9503	2.8918	0															
53	19.5126	167.5257	0	97.5063	177.7577	0	340.9497	221.7765	0	277.3734	285.3379	0	881.5901	414.3352	0	390.7935	512.4630	0	639.2824	595.0682	0	511.6415	684.2008	0	426.5843	722.6013	0	600.9457	841.0872	0	1140.8917	459.4078	0	1250.1412	537.0521	0	1281.1981	721.7174	0	709.8779	923.9633	0	1270.7094	1.1977	0	1266.4739	3.1230	0															
54	19.5577	167.7596	0	97.3298	177.4029	0	342.2263	221.2346	0	277.4265	284.8960	0	882.2706	413.7158	0	390.7115	511.8256	0	639.8060	594.4227	0	512.2643	684.1509	0	426.5502	722.3858	0	601.2182	840.9680	0	1140.5177	459.3656	0	1249.5792	536.5013	0	1281.2367	721.7081	0	709.4088	923.8364	0	1270.0532	1.2447	0	1266.7279	3.3744	0															
55	19.1668	167.6096	0	96.6727	176.6136	0	342.0540	221.1392	0	277.4967	284.8068	0	882.0405	413.5849	0	390.9094	512.8976	0	638.8255	594.3972	0	512.4902	684.2805	0	427.0038	722.8616	0	600.3673	841.4830	0	1141.1224	459.2920	0	1249.1406	536.6840	0	1280.4629	721.8845	0	708.3206	924.7529	0	1269.3451	1.5845	0	1265.9257	3.1564	0															
56	19.2179	167.7970	0	97.2000	176.7471	0	342.1142	221.2973	0	277.4359	284.7080	0	882.4495	413.2010	0	390.5777	512.5844	0	638.9671	595.2612	0	512.3273	684.4735	0	427.1256	723.7566	0	600.8502	841.8724	0	1141.2740	459.2673	0	1249.4062	536.5640	0	1280.9213	721.9912	0	708.3190	924.7841	0	1269.0428	1.6286	0	1266.2524	3.2961	0															
57	18.9391	168.3734	0	96.9371	176.4734	0	342.2181	221.9116	0	277.3816	284.9638	0	882.0538	414.0443	0	391.5029	513.9068	0	639.0322	596.6257	0	512.4191	684.5558	0	427.2724	724.3039	0	601.3477	841.8995	0	1141.0703	459.4483	0	1249.6577	536.6942	0	1280.7899	722.0081	0	708.7716	924.0601	0	1269.3077	1.7179	0	1267.4117	3.3235	0															
58	18.5273	169.5476	0	96.3877	176.8641	0	342.0620	221.9333	0	277.3173	285.4276	0	881.9631	414.4798	0	391.7891	514.3733	0	637.3134	597.0000	0	512.2054	685.0344	0	426.6434	724.2531	0	600.5978	842.8714	0	1140.4673	460.6915	0	1249.5122	536.8681	0	1280.0978	721.6155	0	708.4965	924.2804	0	1269.0408	2.0102	0	1267.0938	3.2031	0															
59	18.4494	169.5066	0	96.2596	176.8235	0	342.1513	221.8147	0	277.3046	285.4302	0	882.1523	414.9744	0	391.8620	514.4388	0	637.0230	597.2894	0	512.5306	684.4559	0	426.7666	723.8193	0	600.8074	842.4703	0	1140.1045	461.2180	0	1249.5176	536.5468	0	1279.8616	721.8311	0	707.9165	923.6099	0	1269.0238	2.0905	0	1266.4550	3.2600	0															
60	18.0597	169.2714	0	95.9537	176.5604	0	341.3283	221.4916	0	277.4534	285.0757	0	882.6661	415.1027	0	392.6177	514.8823	0	637.1121	596.8100	0	512.6403	683.6991	0	427.3015	724.5281	0	601.1414	842.7508	0	1139.5946	461.6658	0	1249.7510	536.8648	0	1279.9733	722.5143	0	708.2132	924.2256	0	1268.5000	2.0556	0	1265.4893	3.0914	0															
61	17.8156	169.4305	0	95.8868	175.6955	0	341.2733	220.9711	0	277.4086	284.7533	0	883.0378	414.6771	0	392.6047	514.3317	0	637.7351	596.1377	0	512.3895	683.2334	0	427.4987	724.4230	0	601.8136	842.0322	0	1138.1858	462.3020	0	1248.8379	536.6509	0	1279.8756	722.3539	0	708.2759	923.8272	0	1268.4247	1.9409	0	1266.1067	2.9438	0															
62	17.8982	168.6721	0	95.5118	175.2911	0	340.8587	220.1777	0	277.4374	284.6993	0	883.3186	414.2643	0	392.7554	514.4482	0	637.9688	595.6262	0	512.2761	683.1979	0	427.2677	723.4208	0	602.6177	841.3511	0	1137.9315	462.7484	0	1248.7699	536.4701	0	1279.5640	722.3090	0	708.9575	923.6838	0	1267.4535	1.9070	0	1266.1802	2.8895	0															
63	18.3136	168.6964	0	95.3362	175.3140	0	341.1042	220.1569	0	277.4195	284.9237	0	882.9312	414.5349	0	392.9644	514.4014	0	638.5408	596.4991	0	512.0494	683.9208	0	427.3045	724.0209	0	602.4176	841.9576	0	1138.0098	462.5772	0	1248.5199	536.6713	0	1279.1903	722.5977	0	709.9857	923.6408	0	1267.2709	1.9479	0	1266.4362	2.5496	0															
64	18.6222	167.9337	0	95.6285	175.7952	0	341.1899	219.8756	0	277.3621	285.1782	0	882.0348	414.9984	0	393.5481	514.5471	0	638.0168	596.5743	0	511.9954	684.9782	0	427.5694	724.0809	0	602.6793	842.3542	0	1138.3839	462.2284	0	1248.2007	537.1501	0	1279.7694	722.2211	0	710.2180	923.5513	0	1267.2761	1.5896	0	1267.0500	2.2500	0															
65	18.4166	167.6887	0	95.6740	176.2401	0	341.5550	219.5639	0	277.3224	285.3880	0	881.9985	415.7049	0	393.1952	515.5739	0	638.9410	596.6923	0	512.0727	685.7573	0	427.1366	724.0598	0	603.1704	842.1104	0	1138.2592	461.6320	0	1247.9813	537.4569	0	1279.9359	722.1145	0	710.7294	922.6772	0	1266.4683	1.5000	0	1267.2440	2.3480	0															
66	18.1826	167.6679	0	94.6673	176.0214	0	341.7627	219.3255	0	277.3119	285.3207	0	881.9484	416.5896	0	392.9335	515.4376	0	638.5716	597.2188	0	511.6897	685.5603	0	426.0395	723.8055	0	602.2360	842.2952	0	1138.9580	460.8994	0	1247.7695	537.9236	0	1280.7339	721.7434	0	710.8992	922.7849	0	1265.4362	1.2660	0	1267.7063	2.7250	0															
67	18.1833	167.4673	0	94.3574	175.4078	0	341.9457	218.7210	0	277.4237	284.9399	0	881.5513	416.1967	0	392.0980	516.0822	0	638.7148	597.4817	0	511.6928	685.0808	0	424.8922	723.4299	0	600.6804	841.7003	0	1139.5757	460.5032	0	1247.5104	538.7044	0	1280.3229	721.1545	0	710.8981	922.2303	0	1264.9117	1.0000	0	1268.4069	2.7857	0															
68	18.1141	167.9009	0	94.5894	175.1777	0	342.4210	218.3238	0	277.4057	284.9275	0	881.7650	416.5498	0	392.4851	516.9711	0	639.0328	597.1252	0	512.5437	685.2104	0	424.6239	723.4011	0	599.6726	842.2065	0	1139.6366	460.2152	0	1247.4178	539.2455	0	1280.5700	721.6691	0	710.2762	922.4294	0	1264.5555	1.0278	0	1268.6022	2.5000	0															
69	17.9821	167.4524	0	95.1922	175.5403	0	342.9991	218.0726	0	277.3503	285.0019	0	881.8145	417.3400	0	392.7642	517.6904	0	638.7632	596.9861	0	512.5503	685.2954	0	424.8281	723.9257	0	599.4727	842.0979	0	1139.2139	460.3679	0	1247.1070	538.7782	0	1280.4137	721.5086	0	710.1368	923.0695	0	1264.2954	1.1818	0	1268.4562	2.5146	0															
70	18.2333	168.4056	0	95.9216	175.9738	0	343.3783	218.1882	0	277.3116	285.1900	0	881.5903	418.1896	0	392.8892	517.8093	0	638.2329	596.8630	0	512.2191	685.8163	0	424.5918	724.8274	0	599.4915	842.7180	0	1139.0709	459.9223	0	1247.4105	539.1467	0	1279.7950	721.4517	0	709.2312	922.6557	0	1262.9615	1.1923	0	1267.8955	2.5075	0															
71	18.4341	169.0335	0	96.5571	176.5376	0	343.5660	218.5782	0	277.3641	285.4295	0	882.0003	419.2567	0	392.7846	518.2395	0	637.8614	597.5248	0	511.6889	686.0970	0	424.2195	725.0352	0	599.8544	843.4736	0	1138.6824	460.3208	0	1247.0967	539.1793	0	1278.8387	722.0770	0	708.8814	922.2913	0	1263.7174	1.2609	0	1267.5080	2.3710	0															
72	18.5859	168.3605	0	96.5924	175.9401	0	344.2610	217.6539	0	277.3713	285.2618	0	882.7134	419.4047	0	392.7029	518.6401	0	637.7748	596.6155	0	512.6276	685.7305	0	424.5966	724.3791	0	600.4972	843.8142	0	1138.6626	461.0301	0	1247.2168	539.0321	0	1278.7876	722.5257	0	709.5997	922.4110	0	1263.8818	1.4091	0	1267.1870	2.4466	0															
73	18.5502	168.3471	0	96.2806	175.9830	0	344.8632	217.5361	0	277.4329	285.0946	0	882.7040	418.6163	0	392.9921	518.2607	0	637.6974	596.5941	0	512.1293	685.6870	0	423.2221	723.4479	0	600.5056	843.5841	0	1138.7496	460.5320	0	1246.7043	538.9539	0	1278.4734	722.4540	0	710.1233	922.4379	0	1263.4434	1.3679	0	1267.0807	2.3306	0															
74	18.4290	168.4659	0	95.9308	175.6542	0	345.3070	216.9464	0	277.4054	284.9972	0	883.1464	418.4934	0	393.2224	517.9601	0	637.3188	596.2455	0	512.1392	685.4660	0	422.4314	723.3308	0	600.4205	843.2840	0	1139.4811	461.1534	0	1247.7699	538.6846	0	1278.6124	721.8538	0	709.7941	923.0218	0	1264.2333	1.2111	0	1267.8810	1.7976	0															
75	17.9843	168.6878	0	95.5598	175.3034	0	345.2839	217.2707	0	277.3876	285.0133	0	882.9674	418.9102	0	393.2128	517.6015	0	636.6740	596.5628	0	512.3860	685.5187	0	421.5669	723.8657	0	600.2856	843.6275	0	1139.9585	461.3331	0	1248.2480	538.8159	0	1278.4066	721.5154	0	708.2244	922.9061	0	1263.5000	0.9333	0	1268.0245	1.4344	0															
76	18.0476	169.0549	0	95.5231	175.7083	0	346.2637	217.2276	0	277.4076	285.0548	0	881.8066	418.6307	0	393.0506	518.1542	0	636.5572	596.8171	0	512.5865	686.0161	0	421.8903	723.6049	0	600.2567	843.0593	0	1140.3870	462.5477	0	1248.0797	538.8900	0	1278.2053	721.8767	0	706.9315	923.2938	0	1264.2778	0.9444	0	1267.8019	1.3679	0															
77	17.7416	168.5221	0	94.9104	176.4682	0	346.4210	216.7959	0	277.4179	285.1015	0	881.3551	417.9951	0	393.1769	518.4067	0	636.3783	596.7055	0	512.8319	686.4229	0	422.0143	723.9443	0	600.4689	842.5005	0	1140.2551	463.1737	0	1247.5858	538.5027	0	1278.2981	722.2018	0	706.7189	923.9260	0	1264.5000	0.8125	0	1268.1666	1.2708	0															
78	17.8352	168.4571	0	95.3296	177.2769	0	345.9126	216.8572	0	277.3904	285.1774	0	881.0927	418.1719	0	393.4446	518.1566	0	635.4721	597.1707	0	512.8676	686.2743	0	421.4478	723.3588	0	600.7821	843.1060	0	1140.0681	463.5437	0	1247.1354	537.8409	0	1278.8992	721.9398	0	707.0054	923.9147	0	1263.7258	0.9516	0	1267.7836	1.5597	0															
79	17.8918	167.7648	0	95.3074	176.7822	0	346.3293	216.7595	0	277.3606	285.2412	0	881.1647	418.2057	0	394.1947	518.4029	0	635.9845	597.2772	0	512.3035	686.3912	0	420.9157	722.6524	0	600.9055	843.8776	0	1139.9116	463.2258	0	1246.6670	537.2278	0	1279.1537	721.9981	0	707.3303	924.5166	0	1264.3684	1.0789	0																		
80	17.3845	167.8718	0	95.0411	176.2267	0	346.3148	217.1748	0	277.3504	285.2906	0	880.0457	419.2246	0	395.0602	518.7061	0	635.9573	598.1329	0	511.3581	686.7159	0	420.4391	722.8055	0	601.1782	844.5878	0	1139.4679	462.7715	0	1246.8943	536.4524	0	1279.1450	721.5319	0	707.6661	923.5865	0	1263.6666	1.2500	0																		
81	17.4130	167.1665	0	95.1455	175.9975	0	346.3218	217.0031	0	277.4557	285.0800	0	879.8379	418.3872	0	395.9215	519.3827	0	636.4673	599.0109	0	512.1570	686.6195	0	420.8380	723.0710	0	601.3428	844.7564	0	1139.3593	463.1710	0	1246.9236	536.6320	0	1279.4070	721.2022	0	707.4463	923.6237	0	1263.8800	1.3000	0																		
82	17.3590	167.6670	0	94.3997	175.8394	0	346.5178	216.3339	0	277.3810	284.9788	0	879.7083	418.1588	0	394.9040	519.3584	0	636.1747	599.7562	0	512.5745	685.6703	0	421.0873	723.1916	0	602.0409	844.5884	0	1139.5865	463.6786	0	1246.9252	536.7961	0	1279.5259	721.7687	0	708.7679	924.0814	0	1263.5000	1.2447	0																		
83	16.9732	168.1690	0	93.7870	175.6807	0	346.5151	215.9289	0	277.3800	284.8352	0	879.9158	417.9222	0	395.3113	519.1768	0	636.2449	599.4660	0	512.7053	684.5145	0	421.5413	723.7485	0	601.9272	844.6536	0	1139.2197	463.3624	0	1246.0375	536.9387	0	1279.7534	722.1210	0	708.6721	925.6260	0	1263.8208	1.3113	0																		
84	17.1273	168.4662	0	94.6092	175.2757	0	346.8196	216.2025	0	277.4538	284.8677	0	879.5934	418.0500	0	395.7015	519.3126	0	636.5227	599.0299	0	512.4841	684.1555	0	421.8053	724.9262	0	602.2261	845.1047	0	1139.5911	462.8841	0	1245.8882	536.8859	0	1278.8475	721.6061	0	708.0326	925.8771	0	1263.7646	1.0000	0																		
85	17.2223	169.1056	0	94.8186	175.9836	0	346.3704	216.5901	0	277.4133	285.0445	0	879.4238	418.4911	0	395.6271	519.4555	0	637.0889	599.7640	0	512.5554	684.2028	0	421.8033	725.0929	0	602.5282	845.4609	0	1139.3333	463.2951	0	1245.3940	537.3990	0	1278.3088	721.5984	0	708.1526	925.2613	0	1262.8750	0.8750	0																		
86	17.3486	169.2289	0	95.0972	175.6593	0	346.3281	216.6733	0	277.3182	285.2252	0	879.2463	418.2109	0	396.5913	519.9880	0	637.1485	600.2211	0	513.0986	685.0409	0	422.0071	725.8949	0	602.6101	846.0383	0	1139.2920	463.4130	0	1244.7893	537.6525	0	1277.7805	721.6263	0	709.2914	925.1155	0	1263.0667	0.9333	0																		
87	16.9839	169.5146	0	94.9359	175.8821	0	346.4658	216.5183	0	277.2934	285.1758	0	878.9313	418.2714	0	396.0241	519.9586	0	637.9710	600.5551	0	513.3711	685.0331	0	422.2077	725.9772	0	602.2877	846.3682	0	1139.1998	463.0603	0	1244.6779	537.8005	0	1277.6637	720.7637	0	709.2373	924.8712	0	1263.9231	1.2885	0																		
88	16.8619	169.5627	0	94.1955	175.7481	0	346.8005	217.0813	0	277.3818	285.0007	0	878.5430	417.5986	0	395.6361	519.8223	0	638.8773	600.6185	0	513.3688	683.7758	0	422.3223	724.7648	0	602.5043	846.4199	0	1139.0404	462.2589	0	1244.9801	536.8987	0	1277.4979	720.2292	0	709.4727	924.3756	0	1264.1364	1.4091	0																		
89	16.8430	169.7383	0	94.0454	175.8317	0	347.2850	217.6193	0	277.4660	284.8760	0	878.9823	417.8685	0	396.4643	520.3399	0	639.4269	600.9606	0	513.5906	683.6112	0	422.5169	723.4145	0	602.7310	846.4120	0	1138.6748	462.4264	0	1245.6640	537.2355	0	1276.7994	720.0574	0	709.8809	924.1421	0	1263.5869	1.2174	0																		
90	17.2081	170.7287	0	94.2790	176.2916	0	347.7154	217.6347	0	277.4446	284.9463	0	878.8206	417.6693	0	396.3933	520.6757	0	639.4213	600.9541	0	514.8436	683.1094	0	422.4068	723.2199	0	602.8596	846.0907	0	1138.5505	461.0889	0	1245.7972	537.1630	0	1277.4923	720.2704	0	709.9061	924.4452	0	1263.0853	1.2317	0																		
91	17.0248	171.0348	0	93.6587	176.2415	0	346.9683	216.7130	0	277.4590	284.9202	0	878.7268	417.3638	0	396.9547	520.0839	0	638.8149	600.0194	0	515.2729	682.7536	0	422.1011	722.9435	0	602.5014	845.7909	0	1138.2441	460.1766	0	1245.9069	537.2984	0	1277.3475	720.6688	0	710.7903	924.4358	0	1263.2059	1.3235	0																		
92	16.9683	171.4172	0	93.2212	175.6590	0	346.8211	216.3596	0	277.3513	284.9037	0	879.4778	417.4502	0	397.1842	520.7191	0	639.2200	599.9780	0	515.4189	682.9490	0	422.0129	722.7831	0	601.7675	845.5510	0	1137.4087	460.0319	0	1245.6990	537.8688	0	1277.2110	720.8207	0	710.8284	924.9728	0	1263.2050	1.3852	0																		
93	16.9070	171.2407	0	93.2671	175.5068	0	347.1144	216.0243	0	277.3460	285.0156	0	880.0036	417.6562	0	397.1834	521.1477	0	638.8254	599.8289	0	515.3801	682.9187	0	422.9531	722.5578	0	600.6830	844.9703	0	1137.2588	460.1028	0	1246.5774	538.2236	0	1277.1448	721.1856	0	711.6094	925.4907	0	1263.0416	1.2708	0																		
94	17.2568	171.5809	0	93.4189	175.8279	0	347.0993	216.0905	0	277.3696	285.1330	0	879.6347	417.7899	0	397.4532	521.2859	0	638.9060	600.6478	0	515.4069	682.7975	0	424.0499	722.6331	0	600.9676	844.0409	0	1137.6665	459.9498	0	1246.6127	537.5707	0	1277.2867	721.0232	0	712.6005	925.5281	0	1262.2838	1.0405	0																		
95	17.3790	172.3808	0	93.3854	175.8930	0	347.2887	215.6334	0	277.3898	285.2123	0	879.1044	417.8878	0	397.8746	521.4634	0	638.8804	600.3674	0	514.6801	683.0847	0	424.4157	723.1467	0	600.4236	843.7475	0	1138.2463	459.1414	0	1246.2994	536.9114	0	1276.6384	720.8194	0	713.4634	926.0886	0	1261.9651	1.1279	0																		
96	17.5372	172.6505	0	92.8479	174.6726	0	348.0700	215.1795	0	277.3506	285.0829	0	878.7310	417.6300	0	398.4218	521.1310	0	639.2205	599.8979	0	514.0117	683.1828	0	424.3790	723.2692	0	599.9250	843.2875	0	1138.0670	458.3380	0	1245.8531	536.6768	0	1277.0953	720.8799	0	713.5026	926.4612	0	1262.5910	1.2500	0																		
97	17.6613	172.6141	0	93.4159	174.7303	0	347.8746	214.9806	0	277.3449	284.9918	0	877.8043	417.2550	0	398.7080	520.3123	0	639.6398	599.8761	0	513.2534	683.0767	0	423.0558	723.7757	0	599.6191	843.0288	0	1138.0143	458.3256	0	1246.1725	537.5796	0	1277.5375	721.1873	0	713.7873	926.7557	0	1262.9445	1.2556	0																		
98	18.0817	172.9497	0	94.0771	175.0334	0	348.1626	213.7297	0	277.4343	284.9960	0	877.6717	417.1675	0	398.8064	520.2038	0	639.9738	599.9888	0	512.9684	682.6645	0	423.8211	724.0762	0	599.5226	843.0389	0	1138.1943	458.7303	0	1244.9755	538.1345	0	1278.2540	721.2087	0	713.3784	926.4945	0	1263.1818	1.1818	0																		
99	17.7886	173.6415	0	94.2508	174.7139	0	348.2201	213.0210	0	277.4268	284.9771	0	878.2282	417.3820	0	398.1665	520.3476	0	640.8788	599.1243	0	513.2286	682.6924	0	424.5767	723.5767	0	599.2046	843.0362	0	1137.8728	459.0443	0	1244.7029	538.3419	0	1278.6542	721.5200	0	713.3927	926.7300	0	1264.3889	1.0556	0																		
100	17.1972	174.4656	0	93.3740	175.4490	0	347.8877	213.5419	0	277.4028	285.0626	0	878.8961	418.0494	0	397.9930	521.1147	0	640.5921	599.0693	0	513.0302	683.1541	0	424.6822	723.9415	0	599.7240	843.1602	0	1137.5245	459.0395	0	1244.8801	537.9964	0	1278.1984	721.9642	0	713.2183	926.7396	0	1263.0000	0.8333	0																		
101	17.1158	173.7862	0	93.2994	175.3766	0	348.5729	213.6166	0	277.3655	285.0072	0	878.6964	417.7579	0	398.4111	521.4753	0	640.1168	599.1881	0	513.1545	682.8077	0	424.0822	723.1566	0	600.0704	842.7982	0	1137.4868	457.9737	0	1244.3094	537.7811	0	1278.3955	722.0236	0	712.9255	925.7065	0	1265.5714	0.5714	0																		
102	16.9540	174.0820	0	93.2704	175.7556	0	348.5632	213.7642	0	277.3620	285.1779	0	878.6679	417.6408	0	398.1239	521.5305	0	640.0829	598.5356	0	512.5258	682.3883	0	424.2442	723.4709	0	600.2250	842.6115	0	1137.1028	457.9842	0	1243.9126	538.1385	0	1278.8767	722.0846	0	712.4860	925.1855	0	1265.1875	0.6875	0																		
103	16.9274	174.3955	0	93.8003	176.2540	0	348.9301	213.8252	0	277.3954	285.1256	0	878.9215	418.1403	0	397.6423	521.8727	0	639.7020	599.5123	0	511.9088	682.0053	0	423.8573	723.5143	0	599.6409	842.2799	0	1137.0591	457.7929	0	1244.4150	537.5643	0	1278.0367	722.7313	0	712.4186	925.2272	0	1265.5000	0.5000	0																		
104	16.9154	174.2669	0	94.2979	176.2698	0	349.2298	214.5559	0	277.4445	285.0938	0	879.1772	417.2992	0	397.7736	521.7098	0	639.4592	599.8389	0	512.2004	681.9403	0	424.0671	724.0793	0	599.8442	842.9025	0	1137.2400	457.2104	0	1244.9040	537.1844	0	1278.0576	722.2908	0	711.8632	925.1808	0	1265.5000	0.5000	0																		
105	16.8248	174.4988	0	94.2505	176.3981	0	349.7437	214.9948	0	277.3873	284.9541	0	879.3579	417.0342	0	397.5449	521.6714	0	639.0673	599.8220	0	511.8037	681.9340	0	423.9191	724.0249	0	599.6146	842.8193	0	1138.0140	456.7365	0	1244.9458	536.7119	0	1278.5905	722.6505	0	712.1420	924.9217	0	1265.0526	1.1053	0																		
106	16.3904	174.4817	0	94.3208	176.9587	0	349.9899	214.3952	0	277.3694	285.0051	0	879.6394	416.9662	0	397.7488	521.5518	0	639.4380	600.3161	0	511.2371	682.7466	0	423.9099	724.2681	0	599.3471	842.6018	0	1138.1710	456.0422	0	1244.9493	537.1277	0	1279.3231	723.3619	0	711.9033	924.6667	0	1264.9054	1.0676	0																		
107	16.4133	174.2709	0	94.8576	177.5619	0	350.4690	214.3688	0	277.3993	284.9802	0	879.7750	417.3959	0	397.6469	521.7997	0	638.5370	600.2575	0	511.1359	683.8502	0	423.5193	724.4093	0	599.0944	842.0577	0	1138.2438	456.2499	0	1244.7507	537.2759	0	1279.2529	723.8143	0	711.2419	924.6378	0	1265.1078	1.2843	0																		
108	16.2596	174.4112	0	94.6504	177.4407	0	350.0958	214.6621	0	277.3376	285.1421	0	879.9401	416.9136	0	397.9060	522.5213	0	638.0855	601.2656	0	510.7744	684.2010	0	423.8243	725.3046	0	598.7462	842.5373	0	1138.1625	456.3518	0	1243.6519	537.5239	0	1279.2238	723.9066	0	710.9488	924.2569	0	1265.0416	1.2708	0																		
109	16.1788	174.5192	0	94.2244	177.4127	0	349.1486	214.6611	0	277.3926	285.1581	0	879.9494	416.9917	0	397.3978	522.7645	0	637.7568	601.9316	0	510.5481	684.3863	0	423.7388	725.6232	0	599.5795	841.9061	0	1138.4090	455.7899	0	1243.3010	536.4130	0	1278.6290	723.5662	0	710.8945	924.0167	0	1264.7000	0.9000	0																		
110	16.5703	174.8780	0	95.5372	176.8442	0	349.0279	215.1042	0	277.3881	285.0741	0	880.2975	417.2168	0	398.0460	523.0017	0	638.2239	602.3722	0	510.9666	685.4926	0	423.5400	726.5345	0	600.1374	841.5446	0	1137.7217	456.0419	0	1242.5193	535.9805	0	1278.5521	723.5851	0	710.3343	925.0858	0	1265.5000	0.5000	0																		
